Unnamed:_0,Qubit,T1_us,T2_us,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,_x_sx_error_,P_Value,Zero,One,Quality,abs,P_Value_pred,RSE
0,0,237.363640207058,60.47969240018557,0.033203125,0.0283203125,0.0380859375,0.0001734065740478,2.357861867801558e-10,29224,30776,0,1552,0.1460830218041205,0.021340249190534424
1,0,296.01266422162377,55.66947962356316,0.0612,0.0154,0.107,0.0003337185574513,1.537603367769484e-31,28569,31431,0,2862,0.1168765887744236,0.01366013700354572
2,1,158.45256790461264,306.6382369930084,0.02490234375,0.01611328125,0.03369140625,7.17078124105e-05,1.5286075931341484e-08,29307,30693,0,1386,0.09762240556118273,0.009530131083025268
3,1,293.0859541650365,218.02048857758984,0.0686999999999999,0.032,0.1054,0.0001579015360847,0.0015785484205704,29613,30387,0,774,0.07617809328379233,0.005565092093799861
4,2,227.8750927230388,267.9119653614913,0.014892578125,0.0166015625,0.01318359375,0.0003293684085777,0.0011890601080095,29603,30397,0,794,0.11606335387464116,0.01319610336838239
5,2,350.1354184440218,292.3047007446352,0.0073999999999999,0.0098,0.005,0.0001769940778522,0.1309111278962907,30185,29815,1,370,0.11749068335629476,0.00018010833165110684
6,3,366.2675928480455,391.6436882299018,0.023681640625,0.00927734375,0.0380859375,0.0001072344262964,2.055005147476426e-40,28370,31630,0,3260,0.08235018820631179,0.006781553497614974
7,3,319.62785360958446,402.8027065495856,0.027,0.015,0.039,0.0007942618639421,3.0773367969767872e-24,28756,31244,0,2488,0.07736483471648971,0.005985317650709771
8,4,172.24369977361226,171.70368343098505,0.015625,0.0126953125,0.0185546875,0.0001072341151506,0.0412268333371637,29750,30250,1,500,0.13978761390139205,0.009714227465429971
9,4,350.8736869408533,252.53745354181584,0.0343,0.0482,0.0204,0.0006255546447642,1.0,30000,30000,1,0,0.1032726904678948,0.804119867660688
10,5,225.67540407570323,220.38074977243463,0.009033203125,0.00537109375,0.0126953125,8.96154926666e-05,0.3957942459142299,30104,29896,1,208,0.13263837923880703,0.06925101016569295
11,5,90.67182520176674,132.42551394672216,0.007,0.0098,0.0042,0.0003683814200176,0.2145781167288389,30152,29848,1,304,0.1583485571000603,0.003161763376046368
12,6,223.59246244380788,83.15010574387493,0.018798828125,0.025390625,0.01220703125,0.0002654272281749,0.9154676606038382,29987,30013,1,26,0.15807129495767092,0.5736492546940227
13,6,127.79422205260616,69.26538338139814,0.0089,0.008,0.0098,0.0002681680629049,0.7011612349143793,29953,30047,1,94,0.16771394026039327,0.2845660161736567
14,7,291.9011229003346,317.71290492372606,0.0189,0.0194,0.0184,0.0005264943040941,0.000474763169736,29572,30428,0,856,0.1013912475208889,0.010184136813796488
15,7,305.1706883653607,263.1396460704861,0.009521484375,0.0087890625,0.01025390625,0.0002545484611121,7.068422414432333e-10,29245,30755,0,1510,0.12181435550961568,0.014838737036015974
16,8,263.8408658169988,177.76473334811678,0.0174999999999999,0.0068,0.0282,0.0001646276217161,0.00056976027172,30422,29578,0,844,0.13563374021108973,0.018242278677062466
17,8,326.53473998060616,243.50256007339945,0.010498046875,0.0107421875,0.01025390625,0.0001774487344584,0.3823081571552292,30107,29893,1,214,0.12581122501706743,0.06579067619628877
18,9,296.85016432205566,142.871476085231,0.0050999999999999,0.0036,0.0066,0.0001317819105984,0.0025191028453422,29630,30370,0,740,0.15711046320921124,0.023898488699151618
19,9,406.53941390709633,173.71557353229463,0.008056640625,0.00732421875,0.0087890625,0.0001318647973293,4.684202866901967e-13,29114,30886,0,1772,0.14625819556604255,0.021391459770097727
20,10,362.2952834896347,239.4031000915961,0.0151,0.01,0.0202,0.0001022018257282,0.0412268333371637,30250,29750,1,500,0.12219460044083479,0.006555779309754323
21,10,170.16594938485383,222.03664718935835,0.02197265625,0.01806640625,0.02587890625,0.0001214329576312,2.365991577161564e-06,29422,30578,0,1156,0.12051914488850096,0.014524293995690019
22,11,205.7224190331731,434.74928590199846,0.15966796875,0.15185546875,0.16748046875,0.0001759860271404,2.000857690475852e-14,29063,30937,0,1874,0.0,4.003431497536361e-28
23,11,201.47529363302263,229.8989973408266,0.1441,0.1258,0.1624,0.0002637852245137,0.8831561854490166,29982,30018,1,36,0.007043261839522704,0.7675738549155748
24,12,338.3716887812377,164.3107462057929,0.017822265625,0.01123046875,0.0244140625,0.0001279350496918,0.3074341659273953,29875,30125,1,250,0.13943462134878545,0.02822384697862032
25,12,236.5857128954933,161.04445122616264,0.0144999999999999,0.0132,0.0158,0.0001966517342673,9.268262788341055e-06,29457,30543,0,1086,0.1437968457466549,0.02067486743867893
26,13,252.9946090284145,61.5982989786162,0.028076171875,0.01806640625,0.0380859375,0.0002414188771671,0.0974208410313762,29797,30203,1,406,0.1500787284237864,0.0027728531046317517
27,13,367.6289596855888,129.38116092632035,0.021,0.0188,0.0232,0.0001741829033762,5.0318467222795654e-09,29284,30716,0,1432,0.14612219452766279,0.02135169426305118
28,14,276.9729936703178,122.9701473505566,0.0166015625,0.01220703125,0.02099609375,0.0002106852708509,2.4200331498815053e-14,30934,29066,0,1868,0.1513830757352186,0.022916835619047598
29,14,187.05082065819923,117.10206255311776,0.0164999999999999,0.0146,0.0184,0.0001408424856035,0.8382564863858263,30025,29975,1,50,0.1531267327109964,0.46940277937053304
30,15,134.99003243534105,30.72728187850089,0.0080999999999999,0.0108,0.0054,0.000703466496972,0.3519538725556064,29886,30114,1,228,0.16964033392796662,0.0332382263669319
31,15,304.941767605406,42.92847532995483,0.01220703125,0.01220703125,0.01220703125,0.0003592117090424,0.0003595929165326,29563,30437,0,874,0.16584264527586026,0.027384640618159983
32,16,252.38336309162125,16.372709835707646,0.01806640625,0.013671875,0.0224609375,0.0002968054869654,1.867677067913164e-16,28992,31008,0,2016,0.16021691986462877,0.025669461410908815
33,16,148.275781264609,18.80196008217021,0.0171999999999999,0.0186,0.0158,0.0002529120167948,0.0311187442826544,30264,29736,1,528,0.16160776103541116,0.017027383493101234
34,17,342.06517625741174,352.68055275755825,0.0153999999999999,0.0192,0.0116,0.000130909004173,2.6536490635188475e-23,31218,28782,0,2436,0.09838294118085876,0.009679203115396315
35,17,183.08100247970776,221.53029918683947,0.017333984375,0.01171875,0.02294921875,0.0001692053775096,1.589245665921269e-07,29358,30642,0,1284,0.12462262361476148,0.015530758705458872
36,18,119.68547096349434,93.22240520103266,0.0166015625,0.01904296875,0.01416015625,0.0003159875488943,9.042597375757584e-13,29125,30875,0,1750,0.1580951634668245,0.024994080711316046
