Unnamed:_0,Qubit,T1_us,T2_us,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,_x_sx_error_,P_Value,Zero,One,Quality,abs,P_Value_pred,RSE
0,0,237.363640207058,60.47969240018557,0.033203125,0.0283203125,0.0380859375,0.0001734065740478,7.0977109455830815e-19,48597,51403,0,2806,0.1172244944390195,0.013741582096483714
1,0,296.01266422162377,55.66947962356316,0.0612,0.0154,0.107,0.0003337185574513,6.530924777289154e-80,47007,52993,0,5986,0.06950843234179542,0.004831422166613952
2,1,158.45256790461264,306.6382369930084,0.02490234375,0.01611328125,0.03369140625,7.17078124105e-05,4.633915978541896e-16,48716,51284,0,2568,0.041572781494557225,0.001728296161194161
3,1,293.0859541650365,218.02048857758984,0.0686999999999999,0.032,0.1054,0.0001579015360847,6.13967494329294e-13,48862,51138,0,2276,0.017157597099608318,0.00029438313821141936
4,2,227.8750927230388,267.9119653614913,0.014892578125,0.0166015625,0.01318359375,0.0003293684085777,0.007608597969898,49578,50422,0,844,0.06868101552512587,0.003729840186040105
5,2,350.1354184440218,292.3047007446352,0.0073999999999999,0.0098,0.005,0.0001769940778522,0.6352562959972483,50075,49925,1,150,0.06784024990359754,0.32196096936455204
6,3,366.2675928480455,391.6436882299018,0.023681640625,0.00927734375,0.0380859375,0.0001072344262964,3.2227783257366223e-62,47368,52632,0,5264,0.01651965060519993,0.00027289885611788236
7,3,319.62785360958446,402.8027065495856,0.027,0.015,0.039,0.0007942618639421,1.0450744334816393e-50,47632,52368,0,4736,0.01194404759127395,0.00014266027286261702
8,4,172.24369977361226,171.70368343098505,0.015625,0.0126953125,0.0185546875,0.0001072341151506,1.3022057338271944e-08,49101,50899,0,1798,0.10148046582151171,0.010298282300382287
9,4,350.8736869408533,252.53745354181584,0.0343,0.0482,0.0204,0.0006255546447642,0.1660287358220395,50219,49781,1,438,0.06340731696306441,0.010531155608629208
10,5,225.67540407570323,220.38074977243463,0.009033203125,0.00537109375,0.0126953125,8.96154926666e-05,0.0156929175878079,49618,50382,1,764,0.08800323798231272,0.005228782435555939
11,5,90.67182520176674,132.42551394672216,0.007,0.0098,0.0042,0.0003683814200176,0.9193973445748892,50016,49984,1,32,0.12736064478516484,0.627322133813798
12,6,223.59246244380788,83.15010574387493,0.018798828125,0.025390625,0.01220703125,0.0002654272281749,3.79796105080211e-15,48757,51243,0,2486,0.13344009382144056,0.017806258639073844
13,6,127.79422205260616,69.26538338139814,0.0089,0.008,0.0098,0.0002681680629049,0.0925045344589369,50266,49734,1,532,0.14020093540632128,0.0022749466633336496
14,7,291.9011229003346,317.71290492372606,0.0189,0.0194,0.0184,0.0005264943040941,0.0013732034599669,49494,50506,0,1012,0.04859422521369502,0.002229824895466064
15,7,305.1706883653607,263.1396460704861,0.009521484375,0.0087890625,0.01025390625,0.0002545484611121,1.0762488968726964e-26,48309,51691,0,3382,0.07374850405324722,0.005438841850091821
16,8,263.8408658169988,177.76473334811678,0.0174999999999999,0.0068,0.0282,0.0001646276217161,0.0025016859407515,50478,49522,0,956,0.09301300719656924,0.008192299275473845
