Unnamed:_0,Qubit,T1_us,T2_us,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,_x_sx_error_,P_Value,Zero,One,Quality,abs,P_Value_pred,RSE
0,0,296.01266422162377,55.66947962356316,0.0612,0.0154,0.107,0.0003337185574513,6.913608981505113e-42,18644,21356,0,2712,0.11202852714598914,0.012550390894499625
1,0,237.363640207058,60.47969240018557,0.033203125,0.0283203125,0.0380859375,0.0001734065740478,1.572832296627208e-21,19047,20953,0,1906,0.1561948410180703,0.024396828360660254
2,1,293.0859541650365,218.02048857758984,0.0686999999999999,0.032,0.1054,0.0001579015360847,3.18247594381644e-05,19584,20416,0,832,0.07406723638849363,0.005481242175083682
3,1,158.45256790461264,306.6382369930084,0.02490234375,0.01611328125,0.03369140625,7.17078124105e-05,1.1632970564123223e-14,19228,20772,0,1544,0.09435081523006537,0.008902076334575742
4,2,350.1354184440218,292.3047007446352,0.0073999999999999,0.0098,0.005,0.0001769940778522,0.3575727592287434,20092,19908,1,184,0.11544148238756821,0.05862755522473781
5,2,227.8750927230388,267.9119653614913,0.014892578125,0.0166015625,0.01318359375,0.0003293684085777,0.0085384868181787,19737,20263,0,526,0.11689105945338644,0.01174027999666797
6,3,319.62785360958446,402.8027065495856,0.027,0.015,0.039,0.0007942618639421,1.3606623081547954e-14,19230,20770,0,1540,0.07007179028143148,0.0049100557932430094
7,3,366.2675928480455,391.6436882299018,0.023681640625,0.00927734375,0.0380859375,0.0001072344262964,1.0670673966145643e-24,18974,21026,0,2052,0.07296456025536024,0.005323827053258096
8,4,350.8736869408533,252.53745354181584,0.0343,0.0482,0.0204,0.0006255546447642,0.6241338988347811,19951,20049,1,98,0.11830885957454644,0.25585897034261795
9,4,172.24369977361226,171.70368343098505,0.015625,0.0126953125,0.0185546875,0.0001072341151506,1.7867311825654013e-05,19571,20429,0,858,0.14185346183301964,0.020117335873180552
10,5,90.67182520176674,132.42551394672216,0.007,0.0098,0.0042,0.0003683814200176,0.0718606382258516,19820,20180,1,360,0.1624183165982543,0.008200693112199528
11,5,225.67540407570323,220.38074977243463,0.009033203125,0.00537109375,0.0126953125,8.96154926666e-05,0.7188471335640175,19964,20036,1,72,0.13012155362529856,0.346597808474181
12,6,127.79422205260616,69.26538338139814,0.0089,0.008,0.0098,0.0002681680629049,0.74896833055336,20032,19968,1,64,0.1719476355984558,0.33295288240624055
13,6,223.59246244380788,83.15010574387493,0.018798828125,0.025390625,0.01220703125,0.0002654272281749,1.2983912857226726e-06,19516,20484,0,968,0.16984900627912497,0.028848243874752776
14,7,305.1706883653607,263.1396460704861,0.009521484375,0.0087890625,0.01025390625,0.0002545484611121,1.079270634405846e-12,19288,20712,0,1424,0.11957932035754472,0.01429921385691419
15,7,291.9011229003346,317.71290492372606,0.0189,0.0194,0.0184,0.0005264943040941,0.9441936596389576,20007,19993,1,14,0.10117386920212548,0.7106823670681605
16,8,326.53473998060616,243.50256007339945,0.010498046875,0.0107421875,0.01025390625,0.0001774487344584,0.841480581121794,20020,19980,1,40,0.12521005126175289,0.5130434719459841
17,8,263.8408658169988,177.76473334811678,0.0174999999999999,0.0068,0.0282,0.0001646276217161,0.00560562926553,20277,19723,0,554,0.1334475620610764,0.016343559780901008
18,9,406.53941390709633,173.71557353229463,0.008056640625,0.00732421875,0.0087890625,0.0001318647973293,1.3006244401985606e-05,19564,20436,0,872,0.14700900480811357,0.021607823593742703
19,9,296.85016432205566,142.871476085231,0.0050999999999999,0.0036,0.0066,0.0001317819105984,0.002001564953228,19691,20309,0,618,0.157651239973074,0.024226821333783673
20,10,170.16594938485383,222.03664718935835,0.02197265625,0.01806640625,0.02587890625,0.0001214329576312,2.868749168840273e-06,19532,20468,0,936,0.12211551750454527,0.014911498986053937
21,10,362.2952834896347,239.4031000915961,0.0151,0.01,0.0202,0.0001022018257282,0.0001768345704016,19625,20375,0,750,0.12012836281048873,0.01438836912713242
22,11,201.47529363302263,229.8989973408266,0.1441,0.1258,0.1624,0.0002637852245137,0.4412998926852992,19923,20077,1,154,0.040619488347249454,0.16054478642050304
23,11,205.7224190331731,434.74928590199846,0.15966796875,0.15185546875,0.16748046875,0.0001759860271404,4.102664821545218e-09,19412,20588,0,1176,0.0,1.6831858637944655e-17
24,12,236.5857128954933,161.04445122616264,0.0144999999999999,0.0132,0.0158,0.0001966517342673,0.002001564953228,19691,20309,0,618,0.1468635609948035,0.020984997897149433
25,12,338.3716887812377,164.3107462057929,0.017822265625,0.01123046875,0.0244140625,0.0001279350496918,0.0536068377541099,19807,20193,1,386,0.14035368802030154,0.007525016031105072
26,13,367.6289596855888,129.38116092632035,0.021,0.0188,0.0232,0.0001741829033762,0.0026124768975389,19699,20301,0,602,0.1520684215746102,0.022337079399315795
27,13,252.9946090284145,61.5982989786162,0.028076171875,0.01806640625,0.0380859375,0.0002414188771671,0.8886599903881871,19986,20014,1,28,0.15540088227807333,0.5376689196264395
28,14,187.05082065819923,117.10206255311776,0.0164999999999999,0.0146,0.0184,0.0001408424856035,0.5286945842313551,20063,19937,1,126,0.1581876764737525,0.1372753686961006
