Qubit,p_i
0,0.9528591682419628
1,0.9487240075614336
2,0.9781427221171992
3,0.9351370510396946
4,0.7904064272211697
5,0.8908317580340237
6,0.9840500945179552
7,0.9999999999999968
8,0.6958884688090718
9,0.9469517958412068
10,0.9999999999999968
11,0.9469517958412068
12,0.8376654064272187
13,0.9822778827977284
14,0.9623109640831728
15,0.8855151228733432
16,0.9380907372400726
17,0.9899574669187112
18,0.9410444234404508
19,0.9698724007561406
20,0.9475425330812824
21,0.9516776937618115
22,0.8796077504725871
23,0.9469517958412068
24,0.9304111531190896
25,0.9439981096408288
26,0.926866729678636
27,0.8973298676748555
28,0.9623109640831728
29,0.9233223062381825
30,0.9091446124763676
31,0.9321833648393164
32,0.8316398865784475
33,0.9380907372400726
34,0.9504962192816604
35,0.9528591682419628
36,0.9528591682419628
37,0.8996928166351579
38,0.9528591682419628
39,0.8914224952740993
40,0.8530245746691846
41,0.9528591682419628
42,0.9663279773156868
43,0.91150756143667
44,0.9504962192816604
45,0.9469517958412068
46,0.8707466918714529
47,0.9999999999999968
48,0.9410444234404508
49,0.9410444234404508
50,0.9504962192816604
51,0.7998582230623795
52,0.8618856332703188
53,0.9528591682419628
54,0.9528591682419628
55,0.7939508506616234
56,0.8884688090737213
57,0.8589319470699407
58,0.918005671077502
59,0.9787334593572748
60,0.8942580340264622
61,0.9528591682419628
62,0.9881852551984844
63,0.937499999999997
64,0.8943761814744774
65,0.9410444234404508
66,0.9999999999999968
67,0.9144612476370482
68,0.9351370510396946
69,0.9469517958412068
70,0.9262759924385604
71,0.9351370510396946
72,0.9091446124763676
73,0.9351370510396946
74,0.9445888468809044
75,0.9564035916824166
76,0.9439981096408288
77,0.9380907372400726
78,0.982868620037804
79,0.9881852551984844
80,0.9445888468809044
81,0.982868620037804
82,0.9528591682419628
83,0.9764886578449874
84,0.8943761814744774
85,0.5470226843100177
86,0.9793241965973504
87,0.9351370510396946
88,0.9203686200378044
89,0.9940926275992408
90,0.8996928166351579
91,0.923913043478258
92,0.9940926275992408
93,0.9999999999999968
94,0.9999999999999968
95,0.7396030245746671
96,0.9846408317580309
97,0.937499999999997
98,0.958766540642719
99,0.92095935727788
100,0.923913043478258
101,0.9233223062381825
102,0.908553875236292
103,0.942225897920602
104,0.9564035916824166
105,0.9410444234404508
106,0.374527410207939
107,0.9528591682419628
108,0.9410444234404508
109,0.010633270321361
110,0.9469517958412068
111,0.9846408317580309
112,0.9881852551984844
113,0.9881852551984844
114,0.9682183364839289
115,0.9763705103969724
116,0.7254253308128524
117,0.9999999999999968
118,0.9410444234404508
119,0.9469517958412068
120,0.9881852551984844
121,0.8683837429111504
122,0.9822778827977284
123,0.9351370510396946
124,0.9657372400756112
125,0.8530245746691846
126,0.9321833648393164
