Qubit,T1_us,Frequency_GHz,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,ID_error_,One,One_pred,RSE
0,315.13262910706214,4.6556334908540125,0.00390625,0.00390625,0.00390625,0.0001427807462464,95,57,1444
1,460.1636735756638,4.534947625259798,0.015380859375,0.0107421875,0.02001953125,0.0001318483957207,316,239,5929
2,328.92362686792785,4.680123547193055,0.024169921875,0.03662109375,0.01171875,0.0027770340502582,178,193,225
3,446.06267676204754,4.606650074956836,0.00830078125,0.00732421875,0.00927734375,0.0001005830218433,78,111,1089
4,593.8604217947434,4.462329729772821,0.073486328125,0.06640625,0.08056640625,0.0005014451876868,1601,1083,268324
5,306.47757023894246,4.426689596496758,0.0068359375,0.00537109375,0.00830078125,0.0001623479688896,85,121,1296
6,485.2294072708144,4.6400893056381145,0.01220703125,0.0068359375,0.017578125,0.0002079930747876,213,199,196
7,547.4359360850817,4.475709507973484,0.0107421875,0.00439453125,0.01708984375,8.75158278388e-05,57,177,14400
8,423.20033408167046,4.401858722520284,0.1513671875,0.25732421875,0.04541015625,0.0011503405098807,827,953,15876
9,431.940381131216,4.519006667208444,0.017822265625,0.02099609375,0.0146484375,0.00014434528731,361,191,28900
10,164.05805849831512,4.628362508956691,0.008544921875,0.00830078125,0.0087890625,0.0004191205866117,173,167,36
11,215.9338933845026,4.571520714286284,0.00439453125,0.0068359375,0.001953125,0.0002473067913095,56,38,324
12,440.01931565713846,4.464329188915567,0.0302734375,0.0390625,0.021484375,0.0003405620417121,398,293,11025
13,303.0614721997987,4.573359984429303,0.028076171875,0.02099609375,0.03515625,0.0001799356184514,675,535,19600
14,212.4006971478689,4.603985426499158,0.00634765625,0.009765625,0.0029296875,0.000111400866082,28,57,841
15,380.5148007759491,4.496012252058196,0.03369140625,0.02001953125,0.04736328125,0.0003661805188041,517,654,18769
16,294.16928508439673,4.513219617796267,0.029296875,0.0244140625,0.0341796875,0.0002489385529692,519,531,144
17,289.94348907196456,4.675780582840112,0.10400390625,0.08740234375,0.12060546875,0.0006154649326232,2367,2081,81796
18,403.5188158783505,4.514799001479148,0.002685546875,0.00390625,0.00146484375,0.0001927503701255,64,20,1936
19,519.432347933256,4.444142419576032,0.031982421875,0.02880859375,0.03515625,0.000112721139308,731,424,94249
20,258.122831339152,4.341315697311472,0.04736328125,0.044921875,0.0498046875,0.0005249551518914,862,838,576
21,347.75944317679006,4.48518909498336,0.010986328125,0.0087890625,0.01318359375,0.0002694033791526,206,183,529
22,412.4208187944824,4.382945091714771,0.01611328125,0.013671875,0.0185546875,0.0001445137524406,340,238,10404
23,159.48136834324828,4.53175514496051,0.02197265625,0.0322265625,0.01171875,0.0028245614327953,370,246,15376
24,240.95936151549927,4.646173338884271,0.02294921875,0.02490234375,0.02099609375,0.0004631621923453,438,359,6241
25,240.2290028269276,4.702185068980259,0.00732421875,0.005859375,0.0087890625,0.0001485148323031,241,144,9409
26,229.03548934865907,4.648802369367042,0.013427734375,0.01611328125,0.0107421875,0.0004799974741203,243,189,2916
27,332.557869074629,4.610004965219086,0.0439453125,0.03564453125,0.05224609375,0.0003826990796284,900,790,12100
28,177.85371626526828,4.516880179392287,0.012451171875,0.009765625,0.01513671875,0.0001882021012495,346,278,4624
29,371.546571257494,4.460019587229216,0.019775390625,0.0224609375,0.01708984375,0.000124655201337,216,241,625
30,261.38301339728554,4.646372823472919,0.073974609375,0.064453125,0.08349609375,0.001276823233044,1829,1429,160000
31,337.490758793562,4.613001127513375,0.012939453125,0.0185546875,0.00732421875,0.0005367722745818,56,113,3249
32,287.3196734626218,4.49928453070414,0.033203125,0.03076171875,0.03564453125,0.0001748625288184,189,566,142129
33,251.5481405615316,4.596925534989037,0.0029296875,0.00390625,0.001953125,0.0001330294790327,23,33,100
34,219.36778491511896,4.562063917024063,0.01123046875,0.0078125,0.0146484375,0.0004118623920415,195,249,2916
35,325.472526091962,4.721866427992532,0.0068359375,0.00927734375,0.00439453125,0.0002990847278746,79,67,144
36,308.5768019135704,4.608017869826106,0.007080078125,0.00830078125,0.005859375,0.0002419857967306,58,89,961
37,190.2405270105231,4.4977582175992135,0.008056640625,0.009765625,0.00634765625,0.0015494833558101,73,119,2116
38,268.5233153686379,4.47549938841253,0.039306640625,0.02685546875,0.0517578125,0.0016039140216199,55,836,609961
39,317.5921383824162,4.504428804942034,0.0263671875,0.02001953125,0.03271484375,0.0006199133975926,67,487,176400
40,349.19931215196016,4.46433982321188,0.01025390625,0.01123046875,0.00927734375,0.0002392703360039,231,131,10000
41,238.88821464334643,4.57590545063316,0.006103515625,0.0048828125,0.00732421875,0.0002249791255857,43,120,5929
42,274.6803549466499,4.641378330035637,0.006103515625,0.00830078125,0.00390625,0.0002071050835522,15,65,2500
43,273.9252389165898,4.5231187016788645,0.00390625,0.0068359375,0.0009765625,0.0002107477362597,21,20,1
44,39.69521016980303,4.5944822634131866,0.08544921875,0.11962890625,0.05126953125,0.0017473146690914,1042,1128,7396
45,56.81329774312472,4.630451245073209,0.00732421875,0.0107421875,0.00390625,0.0004986747258793,49,92,1849
46,293.85694096007654,4.710113828342874,0.0068359375,0.00927734375,0.00439453125,0.0005928485936979,70,71,1
47,382.95928050822,4.680589253467086,0.027099609375,0.0322265625,0.02197265625,0.0011845668669622,573,313,67600
48,250.7833958362243,4.625122438541571,0.00390625,0.00634765625,0.00146484375,0.000135172385334,26,28,4
