Unnamed:_0,Qubit,T1_us,T2_us,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,x_sx_error_,P_Value,Zero,One,Quality,abs,abs_pred,RSE
0,0,384.8077310067106,486.23766078571145,0.0027,0.0044,0.001,0.0001327268526847,0.0003198463104144,50569,49431,0,1138,1397,67081
1,0,232.3192603398693,323.0582975949717,0.005126953125,0.00634765625,0.00390625,0.0001991776765114,5.3135111896915865e-05,50639,49361,0,1278,1778,250000
2,1,460.1554823065436,171.8701412459624,0.0057,0.0086,0.0028,0.0004009879300176,6.411808288439296e-05,50632,49368,0,1264,1448,33856
3,1,521.0552804202151,130.86193138748442,0.015869140625,0.01123046875,0.0205078125,0.000190538039894,0.0051826964675438,49558,50442,0,884,477,165649
4,2,297.6389408350375,149.38970812380646,0.0046,0.0064,0.0028,0.0003890796801494,0.0001235338752603,50607,49393,0,1214,1680,217156
5,2,272.73794752613907,142.77383610540738,0.01171875,0.009765625,0.013671875,0.000131907626893,0.0106151088799585,50404,49596,1,808,1388,336400
6,3,211.62128005649924,146.72567571405563,0.0062999999999999,0.0076,0.005,0.0001635116734481,0.1138462980066581,50250,49750,1,500,1871,1879641
7,3,249.63594857402217,142.13468228326232,0.00634765625,0.0048828125,0.0078125,9.24995750204e-05,1.5626178533352696e-05,50683,49317,0,1366,1384,324
8,4,110.63914548442315,119.10729897263316,0.0653,0.0712,0.0594,0.0004795380529602,7.865056230537294e-34,51917,48083,0,3834,4230,156816
9,4,541.8192633031138,227.85974291043976,0.084716796875,0.06982421875,0.099609375,0.0005581641294551,1.382720549774364e-38,47946,52054,0,4108,668,11833600
10,5,445.07588572049497,440.3779108063197,0.0127,0.0094,0.016,0.0002193882350308,0.0900790582048379,50268,49732,1,536,782,60516
11,5,438.15356415087024,442.81284248188086,0.016357421875,0.0244140625,0.00830078125,0.0001755001441622,1.4583212415023603e-16,51306,48694,0,2612,2495,13689
12,6,274.93909720509214,147.01187276966468,0.0163999999999999,0.0304,0.0024,0.000415818029972,5.27446198720882e-10,50982,49018,0,1964,3753,3200521
13,6,372.895847892788,185.4006400646429,0.0126953125,0.0087890625,0.0166015625,9.25519982097e-05,0.039226301578732,50326,49674,1,652,881,52441
14,7,410.7681347984127,363.2063834652582,0.005126953125,0.00390625,0.00634765625,9.83143923442e-05,0.88933934869504,50022,49978,1,44,977,870489
15,7,287.7388438890699,157.7930903066063,0.0427999999999999,0.024,0.0616,0.000321030620219,3.9946062372506544e-15,51242,48758,0,2484,0,6170256
16,8,423.20033408167046,316.26113499159607,0.15283203125,0.263671875,0.0419921875,0.057518967321455,2.13715954076914e-60,52592,47408,0,5184,20420,232135696
17,8,454.8924923762133,297.7769648588041,0.0449,0.0586,0.0312,0.0007063328010428,3.315510600645362e-25,51640,48360,0,3280,3952,451584
