Qubit,T1 (us),T2 (us),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,√x (sx) error ,P_Value,Zero,One,Quality
64,358.1368957332733,184.96679535782485,0.0080999999999999,0.0102,0.006,0.0001739526928774,0.3477455989106976,30115,29885,1
65,147.75458383965966,82.86456156348683,0.0103999999999999,0.009,0.0118,0.0002320059979253,0.2775053382081728,29867,30133,1
66,197.5734397776729,190.7680848761935,0.0112999999999999,0.0116,0.011,0.0001783993477579,0.9609274287010542,29994,30006,1
67,255.7666337054996,112.32823044886251,0.0646999999999999,0.0648,0.0646,0.0003246916144201,4.7118822632502454e-55,31914,28086,0
68,242.7130723846203,28.59895033470688,0.1045,0.1772,0.0318,0.0002091655058713,1.3000792601586315e-05,30534,29466,0
69,203.15884715862217,167.0341757257351,0.0201999999999999,0.0246,0.0158,0.0002807487226945,0.2997588533782387,30127,29873,1
70,272.062502632485,167.84806255281103,0.0745,0.0638,0.0852,0.0001593613502506,7.237906893749023e-11,29202,30798,0
71,298.5199724334682,436.0405671522199,0.0131,0.0054,0.0208,0.0001123182708512,0.4574744827177168,30091,29909,1
72,229.92664000391628,183.52164042979177,0.0194999999999999,0.018,0.021,0.0003401989766247,4.212001315076732e-16,29004,30996,0
73,239.38675421263915,218.31593393565345,0.0117,0.0096,0.0138,0.0002543617213187,0.5402913746074199,30075,29925,1
74,149.70243439717495,103.54843272575236,0.0107,0.0108,0.0106,0.000311439166211,0.75635663065311,30038,29962,1
75,44.87628572494563,33.43529711034217,0.0109,0.0158,0.006,0.0002854465516053,1.2161851501738928e-12,30870,29130,0
76,186.39300884298183,32.06171026753375,0.0103999999999999,0.0104,0.0104,0.0001787328641729,3.5944299194350824e-10,30768,29232,0
77,175.13671545972952,36.39189347745122,0.0361,0.0168,0.0554,0.0002961709345817,0.0087684086017947,29679,30321,0
78,249.15114915550404,240.11064145611792,0.0108,0.0138,0.0078,0.0001321433612656,5.392213111905557e-08,30666,29334,0
79,244.8266388420984,76.99763968321902,0.0096,0.0078,0.0114,0.0001478877828162,0.92843452696523,29989,30011,1
80,177.50735558176876,256.66898470299094,0.026,0.0318,0.0202,0.0002325174522935,2.810008633408568e-07,30629,29371,0
81,256.7866088196177,234.67542826672496,0.0414999999999999,0.0442,0.0388,0.0002266496743154,3.642059778544115e-07,30623,29377,0
82,248.5223889147533,294.21286705764606,0.0211999999999999,0.0212,0.0212,0.0001964819148639,0.0014508616333606,29610,30390,0
83,178.8276549692882,44.205463239947264,0.0353999999999999,0.0114,0.0594,0.000264909694304,0.3957942459142299,29896,30104,1
84,253.9292647490848,135.5386610242583,0.0168,0.0166,0.017,0.0001754853170938,0.5031592380810451,30082,29918,1
85,222.26952790326504,186.90531956946376,0.0151,0.0152,0.015,0.0001597285491498,6.324924942380468e-06,30553,29447,0
86,205.64550318426512,147.603533527735,0.0451,0.0504,0.0398,0.0002680353773883,0.0133615441207796,30303,29697,1
87,67.87242743223983,12.078109627331566,0.0234999999999999,0.0268,0.0202,0.0020945248522461,1.629436864196003e-16,31010,28990,0
88,219.55885946618872,154.0636843273382,0.0079,0.0082,0.0076,0.000372067281151,0.0063893947143766,29666,30334,0
89,344.9164050880771,145.35292426097973,0.0127,0.012,0.0134,0.0001549239102054,0.0002542855723271,29552,30448,0
90,52.566558044367625,9.677666320232492,0.0060999999999999,0.009,0.0032,0.0002717288865536,0.00796348920655,30325,29675,0
91,55.801959791466864,135.13819230743906,0.0223999999999999,0.024,0.0208,0.0015431941772761,0.793877432390982,29968,30032,1
92,193.14764041164796,138.3047912525508,0.0108,0.0044,0.0172,0.0001829243820177,0.2332279147606263,29854,30146,1
93,215.8892853497738,79.90083923981386,0.0276999999999999,0.0236,0.0318,0.0005276868072761,8.068774465565269e-11,29204,30796,0
94,147.25048801025196,144.39227157562428,0.0161,0.0106,0.0216,0.0002024193933372,0.0040522175174836,29648,30352,0
95,143.7657535188557,118.82703956194474,0.02,0.0312,0.0088,0.0001447691368551,1.3852640723335587e-285,34423,25577,0
96,228.87116708904324,72.95128224031035,0.0393999999999999,0.042,0.0368,0.0002230231511524,8.270038380866963e-06,30546,29454,0
97,159.0019679950308,129.27859885034258,0.0073999999999999,0.0072,0.0076,0.0003432930003623,0.1267986617584372,30187,29813,1
98,208.81436945509756,99.75627170274257,0.013,0.015,0.011,0.0005311546359258,0.0007683103183533,30412,29588,0
99,197.71476560255968,278.00509216263987,0.019,0.0066,0.0314,0.0002702023435275,2.2762545713932465e-11,29181,30819,0
100,188.1654929308478,193.18175073307128,0.0262,0.0114,0.041,0.0001749579935667,6.762141324080117e-05,30488,29512,0
101,210.0455567490361,244.73933990054283,0.0215999999999999,0.0084,0.0348,0.0001618848502345,2.064981526178557e-28,28646,31354,0
102,135.62054724379863,174.62068335337415,0.0423999999999999,0.0544,0.0304,0.0003127237137338,5.4451838901524086e-36,31534,28466,0
103,160.85838475882005,78.14875245229138,0.0069,0.0086,0.0052,0.0002503687812065,0.5956108994757296,29935,30065,1
104,248.64742964691732,233.08991613947575,0.0191,0.0244,0.0138,0.0005592337800378,1.206435163089384e-05,30536,29464,0
105,168.86893292137623,63.082121571871504,0.008,0.0092,0.0068,0.0003171682876043,0.4476481067846692,30093,29907,1
106,196.05376060222056,135.50693084721084,0.0298,0.0314,0.0282,0.0007532381171672,4.914555686048335e-07,30616,29384,0
107,128.46779736030086,56.09088176738755,0.0227,0.0264,0.019,0.0002367074398345,0.0324177708086189,30262,29738,1
108,142.2479111848804,155.5723425228462,0.031,0.0478,0.0142,0.0002044252563175,1.713938148014595e-10,30782,29218,0
109,160.00337247547702,194.77553813969348,0.0242,0.0232,0.0252,0.0002624287805171,0.0003947108348987,29566,30434,0
110,144.21243083552648,253.15770774296547,0.0145999999999999,0.016,0.0132,0.0005040231126584,0.0036523082665747,30356,29644,0
111,177.0309674063403,197.2168437021872,0.0144999999999999,0.0182,0.0108,0.0002373190536049,0.618439698712623,30061,29939,1
112,182.29275416269064,36.92057561593269,0.0078,0.009,0.0066,0.0002114472724853,7.847143276634507e-81,32332,27668,0
113,231.4260144000504,256.34170147992006,0.0093999999999999,0.012,0.0068,0.0007535658072692,0.075082090387264,29782,30218,1
114,116.44443551117162,35.47661493996665,0.1307,0.13,0.1314,0.0002071138346148,0.0909996585914394,30207,29793,1
115,192.79380733980025,116.24501893867016,0.0164999999999999,0.0122,0.0208,0.0002363589381688,1.9374412363328772e-08,30688,29312,0
116,259.3096922138658,368.61443814163385,0.0171999999999999,0.0158,0.0186,0.0001616896509883,0.5621084635562946,29929,30071,1
117,185.7630236381571,251.64681669180425,0.0211,0.0254,0.0168,0.0006973181822955,5.773929007268805e-34,28512,31488,0
118,79.44262610004294,95.4849855806938,0.0104999999999999,0.0152,0.0058,0.0006601111247025,0.0003485516384837,30438,29562,0
119,179.51363853494937,118.81539120452597,0.0247,0.0176,0.0318,0.0003370357653648,0.0412268333371637,29750,30250,1
120,176.01566944768808,186.56286094777636,0.0199,0.0192,0.0206,0.0003550261577848,4.3844313705906926e-32,31444,28556,0
121,157.39539563637922,148.88838466862842,0.0179,0.0204,0.0154,0.0003508802173478,0.9609274287010542,30006,29994,1
122,87.52153416598766,169.97003026062868,0.0181,0.0172,0.019,0.0002455211095225,0.0001418763546292,29534,30466,0
123,146.43895992553968,143.9623977017663,0.0608999999999999,0.1116,0.0102,0.0001903569248194,1.6941432867132612e-51,31849,28151,0
124,165.97315274352064,194.58382540712853,0.0141999999999999,0.0158,0.0126,0.0001845774952934,0.0133615441207796,29697,30303,1
125,252.61444990327783,172.27885043250453,0.0133999999999999,0.0174,0.0094,0.0006884150606072,0.5295439280057183,30077,29923,1
126,239.19691784481176,150.22265623827803,0.0098,0.007,0.0126,0.0001202641655712,0.055013832353979,29765,30235,1
