Qubit,p_i
0,0.9763705103969724
1,0.9710538752362918
2,0.9728260869565186
3,0.9457703213610557
4,0.9091446124763676
5,0.9940926275992408
6,0.9881852551984844
7,0.9881852551984844
8,0.9262759924385604
9,0.958648393194704
10,0.9822778827977284
11,0.9564035916824166
12,0.9416351606805264
13,0.9704631379962162
14,0.9763705103969724
15,0.9669187145557624
16,0.9704631379962162
17,0.9881852551984844
18,0.9881852551984844
19,0.9528591682419628
20,0.9410444234404508
21,0.9999999999999968
22,0.8837429111531163
23,0.9940926275992408
24,0.9881852551984844
25,0.9881852551984844
26,0.9445888468809044
27,0.9292296786389384
28,0.96455576559546
29,0.9940926275992408
30,0.918005671077502
31,0.958648393194704
32,0.9232041587901672
33,0.9623109640831728
34,0.9940926275992408
35,0.9682183364839289
36,0.9940926275992408
37,0.9410444234404508
38,0.9564035916824166
39,0.8731096408317554
40,0.9233223062381825
41,0.9822778827977284
42,0.9940926275992408
43,0.9623109640831728
44,0.9504962192816604
45,0.9723534971644582
46,0.9357277882797702
47,0.9822778827977284
48,0.9940926275992408
49,0.9410444234404508
50,0.9999999999999968
51,0.8996928166351579
52,0.9292296786389384
53,0.9646739130434752
54,0.9881852551984844
55,0.9292296786389384
56,0.9469517958412068
57,0.9150519848771238
58,0.9793241965973504
59,0.9763705103969724
60,0.9704631379962162
61,0.9763705103969724
62,0.9881852551984844
63,0.9723534971644582
64,0.9999999999999968
65,0.9575850661625678
66,0.9940926275992408
67,0.9881852551984844
68,0.9881852551984844
69,0.9327741020793922
70,0.9469517958412068
71,0.9528591682419628
72,0.9940926275992408
73,0.9840500945179552
74,0.9822778827977284
75,0.926866729678636
76,0.9623109640831728
77,0.9881852551984844
78,0.9881852551984844
79,0.9940926275992408
80,0.9881852551984844
81,0.958648393194704
82,0.9881852551984844
83,0.9822778827977284
84,0.96455576559546
85,0.8258506616257064
86,0.9940926275992408
87,0.9846408317580309
88,0.9881852551984844
89,0.9940926275992408
90,0.9504962192816604
91,0.9564035916824166
92,0.9822778827977284
93,0.967509451795838
94,0.9763705103969724
95,0.8104914933837405
96,0.9881852551984844
97,0.958648393194704
98,0.9528591682419628
99,0.9410444234404508
100,0.9504962192816604
101,0.9822778827977284
102,0.982868620037804
103,0.9881852551984844
104,0.9781427221171992
105,0.9881852551984844
106,0.797495274102077
107,0.96455576559546
108,0.9233223062381825
109,0.1287807183364839
110,0.9881852551984844
111,0.9940926275992408
112,0.9822778827977284
113,0.9763705103969724
114,0.9881852551984844
115,0.9999999999999968
116,0.8914224952740993
117,0.9881852551984844
118,0.9763705103969724
119,0.9999999999999968
120,0.9999999999999968
121,0.918005671077502
122,0.9822778827977284
123,0.918005671077502
124,0.9881852551984844
125,0.9528591682419628
126,0.9881852551984844
