Qubit,p_i
0,0.9564035916824166
1,0.990548204158787
2,0.9881852551984844
3,0.9564035916824166
4,0.8412098298676723
5,0.8967391304347798
6,0.9940926275992408
7,0.9881852551984844
8,0.7644139886578428
9,0.9469517958412068
10,0.9940926275992408
11,0.9469517958412068
12,0.8199432892249503
13,0.9716446124763674
14,0.9763705103969724
15,0.8790170132325115
16,0.908553875236292
17,0.939272211720224
18,0.9475425330812824
19,0.9491965973534942
20,0.9881852551984844
21,0.9822778827977284
22,0.8412098298676723
23,0.9623109640831728
24,0.963492438563324
25,0.9564035916824166
26,0.9410444234404508
27,0.9120982986767456
28,0.976961247637048
29,0.9528591682419628
30,0.8967391304347798
31,0.9351370510396946
32,0.8044659735349693
33,0.9528591682419628
34,0.942225897920602
35,0.9564035916824166
36,0.937499999999997
37,0.8648393194706968
38,0.9410444234404508
39,0.9078449905482012
40,0.9327741020793922
41,0.9682183364839289
42,0.9262759924385604
43,0.9292296786389384
44,0.9881852551984844
45,0.929820415879014
46,0.9174149338374262
47,0.9940926275992408
48,0.9410444234404508
49,0.9144612476370482
50,0.905600189035914
51,0.8382561436672943
52,0.8323487712665382
53,0.9564035916824166
54,0.9321833648393164
55,0.8565689981096383
56,0.8618856332703188
57,0.8973298676748555
58,0.9623109640831728
59,0.9822778827977284
60,0.8618856332703188
61,0.9321833648393164
62,0.9911389413988626
63,0.9351370510396946
64,0.9380907372400726
65,0.91150756143667
66,0.9940926275992408
67,0.958766540642719
68,0.918005671077502
69,0.9233223062381825
70,0.91150756143667
71,0.9469517958412068
72,0.9469517958412068
73,0.9410444234404508
74,0.9623109640831728
75,0.9564035916824166
76,0.9469517958412068
77,0.9292296786389384
78,0.9999999999999968
79,0.9846408317580309
80,0.9386814744801484
81,0.9682183364839289
82,0.9469517958412068
83,0.9881852551984844
84,0.9233223062381825
85,0.7100661625708865
86,0.9822778827977284
87,0.958766540642719
88,0.9682183364839289
89,0.9940926275992408
90,0.91150756143667
91,0.9469517958412068
92,0.9940926275992408
93,0.9999999999999968
94,0.9999999999999968
95,0.6687145557655937
96,0.9787334593572748
97,0.9564035916824166
98,0.905600189035914
99,0.9091446124763676
100,0.9704631379962162
101,0.9564035916824166
102,0.9380907372400726
103,0.9410444234404508
104,0.9564035916824166
105,0.9504962192816604
106,0.4985822306238174
107,0.9292296786389384
108,0.9682183364839289
109,0.010633270321361
110,0.9351370510396946
111,0.9144612476370482
112,0.9704631379962162
113,0.9999999999999968
114,0.9881852551984844
115,0.9504962192816604
116,0.7667769376181452
117,0.9546313799621898
118,0.9682183364839289
119,0.9410444234404508
120,0.9999999999999968
121,0.8837429111531163
122,0.9682183364839289
123,0.9822778827977284
124,0.9763705103969724
125,0.8648393194706968
126,0.9999999999999968
