Unnamed:_0,Qubit,T1_us,T2_us,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,_x_sx_error_,P_Value,Zero,One,Quality,abs,P_Value_pred,RSE
0,0,384.8077310067106,486.23766078571145,0.0027,0.0044,0.001,0.0001327268526847,0.2891445993278192,20106,19894,1,212,0.12634267492847065,0.026504466588131208
1,0,232.3192603398693,323.0582975949717,0.005126953125,0.00634765625,0.00390625,0.0001991776765114,0.044431188858863,20201,19799,1,402,0.1198766114529652,0.005692011790402666
2,1,460.1554823065436,171.8701412459624,0.0057,0.0086,0.0028,0.0004009879300176,0.0784078065749653,20176,19824,1,352,0.10838386590001031,0.0008985641326586184
3,1,521.0552804202151,130.86193138748442,0.015869140625,0.01123046875,0.0205078125,0.000190538039894,0.0574331196320036,19810,20190,1,380,0.11329743301781692,0.003120821510068361
4,2,297.6389408350375,149.38970812380646,0.0046,0.0064,0.0028,0.0003890796801494,0.3370552149336757,20096,19904,1,192,0.10749690597225894,0.05269701721322526
5,2,272.73794752613907,142.77383610540738,0.01171875,0.009765625,0.013671875,0.000131907626893,0.0061439184373009,19726,20274,0,548,0.11130346900404205,0.011058531075398987
6,3,211.62128005649924,146.72567571405563,0.0062999999999999,0.0076,0.005,0.0001635116734481,0.3320464921270593,20097,19903,1,194,0.10806272464938235,0.05016872809349404
7,3,249.63594857402217,142.13468228326232,0.00634765625,0.0048828125,0.0078125,9.24995750204e-05,0.0601080779223996,20188,19812,1,376,0.11010690097852598,0.002499882306997835
8,4,110.63914548442315,119.10729897263316,0.0653,0.0712,0.0594,0.0004795380529602,5.456307142692236e-21,20940,19060,0,1880,0.11043961184000774,0.012196907863371577
9,4,541.8192633031138,227.85974291043976,0.084716796875,0.06982421875,0.099609375,0.0005581641294551,1.1599826154675592e-34,18772,21228,0,2456,0.138567585234956,0.019200975677846795
10,5,445.07588572049497,440.3779108063197,0.0127,0.0094,0.016,0.0002193882350308,0.0285242368213377,20219,19781,1,438,0.13023564752991498,0.01034521106832889
11,5,438.15356415087024,442.81284248188086,0.016357421875,0.0244140625,0.00830078125,0.0001755001441622,0.8103302566044084,20024,19976,1,48,0.12126487763803376,0.4748110964900735
12,6,274.93909720509214,147.01187276966468,0.0163999999999999,0.0304,0.0024,0.000415818029972,8.2521480847936e-10,20614,19386,0,1228,0.0986588081097977,0.009733560254816465
13,6,372.895847892788,185.4006400646429,0.0126953125,0.0087890625,0.0166015625,9.25519982097e-05,0.9362372559720252,20008,19992,1,16,0.11626661642680863,0.6723518497161917
14,7,410.7681347984127,363.2063834652582,0.005126953125,0.00390625,0.00634765625,9.83143923442e-05,0.741399962118693,20033,19967,1,66,0.12406837603759852,0.38109828717339966
15,7,287.7388438890699,157.7930903066063,0.0427999999999999,0.024,0.0616,0.000321030620219,2.522379334202197e-09,20596,19404,0,1192,0.13092844572049364,0.017142257238281843
16,8,423.20033408167046,316.26113499159607,0.15283203125,0.263671875,0.0419921875,0.057518967321455,2.464972369871728e-20,20924,19076,0,1848,0.022756485567830317,0.0005178576353988695
17,8,454.8924923762133,297.7769648588041,0.0449,0.0586,0.0312,0.0007063328010428,1.4703667359814252e-29,21129,18871,0,2258,0.11326035560673764,0.012827908152164667
18,9,454.1564258582864,376.3262951626362,0.01416015625,0.017578125,0.0107421875,0.0001416230256928,0.2301393404434166,20120,19880,1,240,0.12202955651357332,0.011687725381357402
19,9,118.37388492679776,159.05165351485545,0.0178,0.0314,0.0042,0.0003092412718703,1.278323499563951e-20,20931,19069,0,1862,0.10012402664295512,0.010024820711199188
20,10,233.4033388653241,78.30533009331471,0.011962890625,0.01123046875,0.0126953125,0.000149263231242,0.2112995473337105,20125,19875,1,250,0.10668142879503685,0.010944950726571973
21,10,296.817946413255,84.01668052014429,0.0047,0.006,0.0034,0.0001695320061317,0.3953250862453848,19915,20085,1,170,0.10413027984597009,0.08479441527399263
22,11,145.4709866714758,179.5609297415617,0.0194999999999999,0.0178,0.0212,0.0007792412915607,0.2627137620854614,20112,19888,1,224,0.11462427857198915,0.021930495127286963
23,11,242.6215792943725,220.72528313966023,0.004638671875,0.005859375,0.00341796875,0.0002078364101893,2.3369131189414823e-05,20423,19577,0,846,0.11333521237285354,0.012839573818823464
24,12,420.3339076984881,320.3019685662814,0.0193999999999999,0.0164,0.0224,0.0003009248493459,0.0001446960878502,19620,20380,0,760,0.12525503274555227,0.015652596338603553
25,12,378.7884970988112,378.8805089027159,0.017822265625,0.0146484375,0.02099609375,0.0001044694326597,0.0013742758758316,19680,20320,0,640,0.1282527391303229,0.016098144437821295
26,13,269.3716591911651,86.06568861150538,0.0234999999999999,0.0324,0.0146,0.0001718197335038,0.0013742758758316,20320,19680,0,640,0.10042658733062072,0.00981136040453655
27,13,446.8310757521897,91.48537843271934,0.0263671875,0.0224609375,0.0302734375,0.0002448923424111,0.5156922216117295,19935,20065,1,130,0.11184913726480117,0.16308923677484022
28,14,381.364641319099,353.08039047033486,0.0042999999999999,0.0058,0.0028,9.86243916207e-05,0.0001334516740593,20382,19618,0,764,0.12114876954558401,0.014644707159546168
29,14,277.3241490267648,330.23714298621314,0.005126953125,0.0068359375,0.00341796875,0.0001521463069938,0.0095975931942523,20259,19741,0,518,0.11987468218107564,0.012161036355407754
30,15,380.5148007759491,70.9926395505747,0.0263671875,0.0146484375,0.0380859375,0.0005410877531115,0.2846193087118784,19893,20107,1,214,0.11761905564815923,0.02788908452334625
31,15,351.40390800435887,66.71791674174106,0.0537999999999999,0.0594,0.0482,0.0005933173513627,0.7338565279279439,19966,20034,1,68,0.10671915014340591,0.3933012906144662
32,16,321.5433335740062,110.69141580900484,0.0143999999999999,0.0258,0.003,0.0001677639083568,4.486847414347177e-13,20724,19276,0,1448,0.09825592715069335,0.009654227220154188
33,16,421.7006835936474,127.82068064772756,0.03125,0.0224609375,0.0400390625,0.0001224419363492,0.0433833875352935,19798,20202,1,404,0.11879209892779119,0.005686473753877011
34,17,413.9342007875416,69.63560089463772,0.058837890625,0.0634765625,0.05419921875,0.0003925617269211,0.3734658860743453,19911,20089,1,178,0.10838982019510551,0.07026532070201506
35,17,319.23929768270386,53.07364689001495,0.0840999999999999,0.0684,0.0998,0.0009645795234531,0.0110852468861652,19746,20254,1,508,0.12863448812316244,0.013817824115393772
36,18,253.64926408586183,46.74275835758955,0.004,0.0056,0.0024,0.0001865333712593,0.1868350179869436,19868,20132,1,264,0.10304687679944272,0.007020452603656582
37,18,433.1155608043481,49.28161580992735,0.005126953125,0.00830078125,0.001953125,0.0002011995683007,0.0004315467985894,20352,19648,0,704,0.10188136547527787,0.01029206570953297
38,19,333.4311638524518,214.7167540188217,0.036376953125,0.03466796875,0.0380859375,0.0002530893888037,0.0002622403088409,19635,20365,0,730,0.11982416588299302,0.014295054046999092
39,19,377.9497975617496,248.63158659548463,0.0249,0.0328,0.017,0.0002305068238674,3.978157022074258e-07,20507,19493,0,1014,0.11245937082059973,0.012647020609316268
40,20,499.33639789182257,482.8878544435456,0.038,0.0656,0.0104,0.0001311830987886,6.482603761382533e-34,21214,18786,0,2428,0.10929581360479017,0.011945574871533035
41,20,339.0853438381704,375.1828995075223,0.03759765625,0.0380859375,0.037109375,0.0001372428937304,1.1867930891249364e-05,19562,20438,0,876,0.12774918716109615,0.016316822724119273
42,21,245.21169798908497,184.49806855661336,0.0181,0.015,0.0212,0.0010471091820151,0.0891309255170861,20170,19830,1,340,0.1158638005449212,0.0007146466072538494
43,21,460.1333054724943,200.501943565756,0.013427734375,0.01025390625,0.0166015625,0.0001612039165746,0.4065387836561368,20083,19917,1,166,0.11684052333908465,0.08392508203072652
