Unnamed:_0,Qubit,T1_us,T2_us,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,x_sx_error_,P_Value,Zero,One,Quality,abs,abs_pred,RSE
142,71,242.54143052777297,52.75529351815917,0.072998046875,0.06640625,0.07958984375,0.000399209245015,1.1213354486631322e-11,19321,20679,0,1358,2232,763876
143,71,274.07588928558386,38.90177022678845,0.0709999999999999,0.0678,0.0742,0.0008144037944752,2.4356137545354212e-24,21018,18982,0,2036,2179,20449
144,72,322.73642570709654,168.50137071444087,0.0048,0.0092,0.0004,0.0005373953431603,6.826296652916361e-17,20835,19165,0,1670,500,1368900
145,72,302.83515004904405,318.26992986537505,0.002197265625,0.0029296875,0.00146484375,0.0001422561846458,0.0135113052142813,20247,19753,1,494,435,3481
146,73,172.01797867963052,99.32490246192508,0.0069,0.0104,0.0034,0.0001797324185436,7.1223173591951136e-06,20449,19551,0,898,555,117649
147,73,268.47921976647893,113.41233413536872,0.04638671875,0.02978515625,0.06298828125,0.0001871619264733,0.0001699133569959,19624,20376,0,752,1557,648025
148,74,240.49221120178584,221.0365759104823,0.0242999999999999,0.0262,0.0224,0.000234001987494,4.664351747735043e-10,20623,19377,0,1246,996,62500
149,74,328.2079023612338,312.89275512552825,0.075927734375,0.05859375,0.09326171875,8.1053655144e-05,0.8571525681981986,19982,20018,1,36,2308,5161984
150,75,185.77303858727788,161.0364307055818,0.0030999999999999,0.0046,0.0016,0.0001325608225854,0.0014727505231078,20318,19682,0,636,458,31684
151,75,260.79589607747624,205.92116507859728,0.001708984375,0.00146484375,0.001953125,0.0002465651296673,0.0155205071011072,20242,19758,1,484,423,3721
152,76,313.8197744101741,327.6294102358207,0.01025390625,0.01025390625,0.01025390625,0.0002320911375983,0.1388732466666635,20148,19852,1,296,640,118336
153,76,262.6316955771351,270.7049987331865,0.0032999999999999,0.0062,0.0004,0.000317740373633,0.0015776913887511,20316,19684,0,632,463,28561
154,77,248.14444588697103,219.17469967087823,0.019287109375,0.015625,0.02294921875,0.0007022163033672,0.0011141221380492,20326,19674,0,652,867,46225
155,77,442.5486331153666,329.00870525657666,0.0482,0.0388,0.0576,0.0005858426727532,0.0046548004134631,19717,20283,0,566,1601,1071225
156,78,507.3540305390704,368.0389709086804,0.0048,0.0086,0.001,0.0001772483368993,1.8422591923342872e-06,20477,19523,0,954,501,205209
157,78,348.71922727679066,424.7271325896541,0.02099609375,0.01318359375,0.02880859375,9.93178149416e-05,0.0989429360672962,19835,20165,1,330,913,339889
158,79,263.96968231396505,64.5080094966871,0.037109375,0.03076171875,0.04345703125,0.0006509555042448,0.1527170190734782,19857,20143,1,286,1319,1067089
159,79,215.84140449188405,78.51215251298886,0.0558999999999999,0.0774,0.0344,0.001106721345813,1.4713502695018402e-14,20769,19231,0,1538,1794,65536
160,80,2.8499822230799468,8.51202126882876,0.3877,0.421,0.3544,0.1048126122312901,0.0,28767,11233,0,17534,9677,61732449
161,80,5.021048881124914,8.51202126882876,0.3388671875,0.3310546875,0.3466796875,0.0885950813553599,0.2627137620854614,19888,20112,1,224,8522,68856804
162,81,234.48245033989247,77.75518902720599,0.0054999999999999,0.0076,0.0034,0.0002180118304266,4.3137318896361226e-05,20409,19591,0,818,519,89401
163,81,257.07909896788664,59.99099470630893,0.029296875,0.021484375,0.037109375,0.0001925118909577,0.6170750774519738,19950,20050,1,100,1123,1046529
164,82,205.52952665694943,102.8538039770874,0.0102999999999999,0.02,0.0006,0.0004731485452921,1.339590138474636e-16,20827,19173,0,1654,640,1028196
165,82,269.13251120851544,105.93101933587774,0.01708984375,0.0126953125,0.021484375,0.0003809823861672,0.0002425504685707,20367,19633,0,734,812,6084
166,83,358.3192606582139,97.08130832152216,0.009765625,0.013671875,0.005859375,0.0002866690497528,0.0214482200433516,20230,19770,1,460,627,27889
167,83,392.11326905376274,81.8236369780528,0.0169,0.0148,0.019,0.0003187594646351,0.025747442877204,20223,19777,1,446,808,131044
168,84,286.6296465611215,236.3781068387281,0.007568359375,0.005859375,0.00927734375,0.0001199596074284,1.7079810941983632e-05,20430,19570,0,860,572,82944
169,84,278.9268680700743,219.90414754937805,0.0080999999999999,0.014,0.0022,0.0001743617270445,1.2018254762976871e-09,20608,19392,0,1216,585,398161
170,85,401.7101445145971,367.9678839997833,0.011474609375,0.01806640625,0.0048828125,0.0006883572177574,6.399157409284555e-29,18884,21116,0,2232,668,2446096
171,85,370.4286113331907,278.1193380663001,0.0026,0.0036,0.0016,0.0001150797193933,0.0014227279372907,20319,19681,0,638,446,36864
172,86,165.80412280340144,159.3513102691381,0.0443999999999999,0.0482,0.0406,0.000754125169807,1.0574516542862493e-15,20802,19198,0,1604,1504,10000
173,86,163.65268560981198,133.0365279020961,0.048828125,0.05029296875,0.04736328125,0.0005439387892911,0.0038524182643757,19711,20289,0,578,1617,1079521
174,87,182.2050725126784,53.01174612852627,0.0191,0.021,0.0172,0.0004861316499221,0.2186971048513838,20123,19877,1,246,863,380689
175,87,178.37997858171917,61.28237287333601,0.017822265625,0.01611328125,0.01953125,0.0005957033542664,0.0672499388392566,20183,19817,1,366,830,215296
176,88,216.0645527034931,40.45022133978011,0.017822265625,0.01953125,0.01611328125,0.0003032206348778,0.1073978562962394,20161,19839,1,322,831,259081
177,88,224.80540793349937,40.62242738079573,0.0058,0.0084,0.0032,0.0001577637933887,4.500355789653722e-08,20547,19453,0,1094,527,321489
178,89,307.53608626880884,234.4917533444081,0.0471,0.0438,0.0504,8.29243062419e-05,0.7565609563559614,20031,19969,1,62,1576,2292196
179,89,331.9744611221458,144.0266315904463,0.0546875,0.05322265625,0.05615234375,0.0004524311708951,0.8965664266908777,19987,20013,1,26,1767,3031081
180,90,204.6372048819516,212.2097413334506,0.0020999999999999,0.004,0.0002,0.0001462338009248,4.019337425635294e-08,20549,19451,0,1098,433,442225
181,90,195.00876057980625,176.68244178269055,0.010009765625,0.0166015625,0.00341796875,0.0002190250487624,2.469498424730336e-07,20516,19484,0,1032,633,159201
182,91,291.3807068100418,101.47772986735131,0.0050999999999999,0.0086,0.0016,0.0002209802709759,4.877242147558853e-06,20457,19543,0,914,509,164025
183,91,369.5017952099124,111.42861499154,0.026611328125,0.0498046875,0.00341796875,0.0014319274557349,7.494976338214705e-05,20396,19604,0,792,1049,66049
184,92,262.85092965893074,84.70160813283843,0.017822265625,0.0166015625,0.01904296875,0.000159724481815,0.6818059475446453,20041,19959,1,82,832,562500
185,92,285.6108129908107,89.76345788788348,0.0028,0.0044,0.0012,0.0001766612489364,1.5093029582927475e-06,20481,19519,0,962,451,261121
186,93,192.4691462000064,119.80130411645848,0.007,0.0122,0.0018,0.0005428847816785,2.137182189091872e-06,20474,19526,0,948,555,154449
187,93,233.56684935476505,188.12945811093303,0.01611328125,0.0185546875,0.013671875,0.0005981727881522,0.0801183137276341,19825,20175,1,350,786,190096
188,94,141.13282523637605,160.85717461207182,0.020751953125,0.013671875,0.02783203125,0.0002679545425969,0.3953250862453848,19915,20085,1,170,906,541696
189,94,256.3981323715894,208.1151417019193,0.0211999999999999,0.0152,0.0272,0.0002193900872371,0.0001768345704016,19625,20375,0,750,918,28224
190,95,296.2320920143454,16.548483665833405,0.015625,0.01513671875,0.01611328125,0.0001696589151785,2.2812464834417664e-64,18306,21694,0,3388,776,6822544
191,95,239.33505615349728,17.325963525551092,0.0321,0.0254,0.0388,0.0001715797810741,0.0854324415826578,20172,19828,1,344,1195,724201
192,96,272.7770101292638,201.27013574607807,0.00048828125,0.0,0.0009765625,0.0001358215634659,0.6241338988347811,20049,19951,1,98,392,86436
193,96,305.4343073938344,222.73791682178728,0.0030999999999999,0.004,0.0022,0.0001549091220187,1.4248271602990688e-05,20434,19566,0,868,458,168100
194,97,233.2034924828414,226.84004841632523,0.004,0.0076,0.0004,0.0001666022434764,1.3613753198668132e-05,20435,19565,0,870,481,151321
195,97,210.3125081796423,247.99097206367827,0.003173828125,0.00390625,0.00244140625,0.0001538612555039,0.1118348050389388,20159,19841,1,318,460,20164
196,98,179.18505288850406,27.341938301919125,0.0063999999999999,0.01,0.0028,0.0005229246473813,4.503570077705088e-05,20408,19592,0,816,540,76176
197,98,235.9431887514776,33.12536882448523,0.009521484375,0.009765625,0.00927734375,0.0003175245149909,6.482762574706789e-06,20451,19549,0,902,621,78961
198,99,325.92010271368383,87.66181853312318,0.0138,0.0272,0.0004,0.0003090634358195,8.275913959187294e-34,21212,18788,0,2424,729,2873025
199,99,145.43839197761775,50.46997876619211,0.014892578125,0.025390625,0.00439453125,0.001068686398115,5.912736310751832e-14,20751,19249,0,1502,753,561001
200,100,257.64551756554295,80.1743318191209,0.010498046875,0.00927734375,0.01171875,0.000212174872639,0.0384523444550346,20207,19793,1,414,646,53824
201,100,258.9606316709905,73.47814222819628,0.0021999999999999,0.0042,0.0002,0.0002306365395564,0.0008684598407633,20333,19667,0,666,435,53361
202,101,274.2634908108846,253.421643304754,0.0023999999999999,0.0046,0.0002,9.9531999588e-05,1.632545460552618e-05,20431,19569,0,862,441,177241
203,101,252.84203280104765,371.3587048441832,0.029052734375,0.02197265625,0.0361328125,0.0002012492661926,9.61926880352055e-05,19610,20390,0,780,1117,113569
204,102,232.0533422019683,234.6829132017473,0.017822265625,0.0185546875,0.01708984375,0.0001744874282432,0.0300068459474644,20217,19783,1,434,832,158404
205,102,268.693598307037,340.01075913445567,0.0232,0.0222,0.0242,0.000121687762066,0.2891445993278192,20106,19894,1,212,969,573049
206,103,255.9214738411592,170.51615017359836,0.006,0.0114,0.0006,0.0002052426028488,3.21941618686851e-09,20592,19408,0,1184,532,425104
207,103,221.30629249283987,170.73268224434787,0.004150390625,0.0068359375,0.00146484375,0.0001330419727779,0.000465258158071,20350,19650,0,700,485,46225
208,104,166.9576065317592,31.080054649492663,0.007080078125,0.00732421875,0.0068359375,0.0003356683496706,0.5352577869379661,20062,19938,1,124,558,188356
209,104,245.5838542724487,33.497443085843564,0.0069,0.0082,0.0056,0.0004225815511354,0.0001133870250685,20386,19614,0,772,553,47961
210,105,253.7415646919426,80.29283048132444,0.0041999999999999,0.0068,0.0016,0.0008852186892001,0.4839273044461461,20070,19930,1,140,482,116964
211,105,263.8455813315325,73.67653729231341,0.005126953125,0.0068359375,0.00341796875,0.0005283902590882,0.0001768345704016,20375,19625,0,750,508,58564
212,106,70.08541235407526,43.91388565793026,0.066162109375,0.0458984375,0.08642578125,0.000636440147991,0.0,16133,23867,0,7734,2057,32228329
213,106,302.7514185462052,40.762032575790826,0.0392,0.0464,0.032,0.0010106825156183,1.5124206349367588e-55,18430,21570,0,3140,1371,3129361
214,107,289.39939635527867,43.2997706462494,0.00439453125,0.0029296875,0.005859375,0.0002589647357046,0.0182749350611453,20236,19764,1,472,491,361
215,107,247.62761090954203,41.05593888557792,0.0292999999999999,0.0578,0.0008,0.0001971746852068,3.749605311222528e-184,22894,17106,0,5788,1123,21762225
216,108,417.2185155846806,287.2445422167945,0.00634765625,0.00732421875,0.00537109375,0.0001503982653046,0.9441936596389576,19993,20007,1,14,541,277729
217,108,524.1019490363095,345.87044985877435,0.0074999999999999,0.01,0.005,0.0001424602383877,4.7613458325400834e-08,20546,19454,0,1092,570,272484
218,109,197.08298464793967,12.706234778923886,0.0629999999999999,0.0622,0.0638,0.0013657338696996,0.056133213319545,20191,19809,1,382,1973,2531281
219,109,138.48014827677616,14.68159358035578,0.428466796875,0.8251953125,0.03173828125,0.0013902898543086,0.0,34927,5073,0,29854,11253,345997201
220,110,284.60125308037925,68.82954583836879,0.012451171875,0.01953125,0.00537109375,0.0002041000831393,0.044431188858863,20201,19799,1,402,696,86436
