Qubit,T1 (us),T2 (us),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,√x (sx) error ,P_Value,Zero,One,Quality
0,384.8077310067106,486.23766078571145,0.0027,0.0044,0.001,0.0001327268526847,0.2891445993278192,20106,19894,1
1,460.1554823065436,171.8701412459624,0.0057,0.0086,0.0028,0.0004009879300176,0.0784078065749653,20176,19824,1
2,297.6389408350375,149.38970812380646,0.0046,0.0064,0.0028,0.0003890796801494,0.3370552149336757,20096,19904,1
3,211.62128005649924,146.72567571405563,0.0062999999999999,0.0076,0.005,0.0001635116734481,0.3320464921270593,20097,19903,1
4,110.63914548442315,119.10729897263316,0.0653,0.0712,0.0594,0.0004795380529602,5.456307142692236e-21,20940,19060,0
5,445.07588572049497,440.3779108063197,0.0127,0.0094,0.016,0.0002193882350308,0.0285242368213377,20219,19781,1
6,274.93909720509214,147.01187276966468,0.0163999999999999,0.0304,0.0024,0.000415818029972,8.2521480847936e-10,20614,19386,0
7,287.7388438890699,157.7930903066063,0.0427999999999999,0.024,0.0616,0.000321030620219,2.5223793342021973e-09,20596,19404,0
8,454.8924923762133,297.7769648588041,0.0449,0.0586,0.0312,0.0007063328010428,1.4703667359814252e-29,21129,18871,0
9,118.37388492679776,159.05165351485545,0.0178,0.0314,0.0042,0.0003092412718703,1.278323499563951e-20,20931,19069,0
10,296.817946413255,84.01668052014429,0.0047,0.006,0.0034,0.0001695320061317,0.3953250862453848,19915,20085,1
11,145.4709866714758,179.5609297415617,0.0194999999999999,0.0178,0.0212,0.0007792412915607,0.2627137620854614,20112,19888,1
12,420.3339076984881,320.3019685662814,0.0193999999999999,0.0164,0.0224,0.0003009248493459,0.0001446960878502,19620,20380,0
13,269.3716591911651,86.06568861150538,0.0234999999999999,0.0324,0.0146,0.0001718197335038,0.0013742758758316,20320,19680,0
14,381.364641319099,353.08039047033486,0.0042999999999999,0.0058,0.0028,9.86243916207e-05,0.0001334516740593,20382,19618,0
15,351.40390800435887,66.71791674174106,0.0537999999999999,0.0594,0.0482,0.0005933173513627,0.7338565279279439,19966,20034,1
16,321.5433335740062,110.69141580900484,0.0143999999999999,0.0258,0.003,0.0001677639083568,4.486847414347177e-13,20724,19276,0
17,319.23929768270386,53.07364689001495,0.0840999999999999,0.0684,0.0998,0.0009645795234531,0.0110852468861652,19746,20254,1
18,253.64926408586183,46.74275835758955,0.004,0.0056,0.0024,0.0001865333712593,0.1868350179869436,19868,20132,1
19,377.9497975617496,248.63158659548463,0.0249,0.0328,0.017,0.0002305068238674,3.978157022074258e-07,20507,19493,0
20,499.33639789182257,482.8878544435456,0.038,0.0656,0.0104,0.0001311830987886,6.482603761382533e-34,21214,18786,0
21,245.21169798908497,184.49806855661336,0.0181,0.015,0.0212,0.0010471091820151,0.0891309255170861,20170,19830,1
22,278.23988086421,193.66022799336963,0.0137,0.0194,0.008,0.0004911670884429,0.0012819059673201,20322,19678,0
23,368.0803094625602,204.066024814404,0.0244999999999999,0.0292,0.0198,0.0001038686399743,0.0003708547938665,20356,19644,0
24,285.1667977138692,63.84447589504281,0.0214999999999999,0.038,0.005,0.0005389203724846,4.192564780367417e-07,20506,19494,0
25,213.10008177147807,214.97895745808407,0.0081999999999999,0.0092,0.0072,0.0001997416674999,1.695100397136569e-07,20523,19477,0
26,201.77862814514555,111.7846024582242,0.0131999999999999,0.0234,0.003,0.0005804951562454,4.192564780367417e-07,20506,19494,0
27,334.32316153631774,75.71208309358087,0.0466999999999999,0.0448,0.0486,0.0010823300318048,7.633186750096108e-37,18732,21268,0
28,133.1504765786334,13.080782805984336,0.009,0.0122,0.0058,0.0007595681908885,7.494976338214705e-05,20396,19604,0
29,263.4147997986309,183.5994925204549,0.0128,0.0144,0.0112,0.0002398904963465,0.2380002149104014,19882,20118,1
30,241.1891709937709,127.16372945099214,0.0647999999999999,0.0766,0.053,0.0016334954345116,2.2451983708723477e-06,20473,19527,0
31,348.4274771920665,163.21716314057332,0.0147,0.0178,0.0116,0.0003144129240637,5.577685288112788e-05,20403,19597,0
32,316.32686993921106,98.36629237799556,0.0191999999999999,0.029,0.0094,0.0001395752559647,5.753708347208666e-11,19345,20655,0
33,47.0730869763941,74.60216696582914,0.0102999999999999,0.0186,0.002,0.0012668643440829,8.200333486674704e-27,21072,18928,0
34,289.6564024064034,170.22587624431435,0.0081999999999999,0.0108,0.0056,0.0002074921388124,0.0029779974904749,20297,19703,0
35,224.47899633983272,90.4117205150513,0.0047,0.0068,0.0026,0.0004795003714824,0.1835182713005616,20133,19867,1
36,248.62917811114443,135.91729983733694,0.0542,0.1064,0.002,0.0010665990175653,2.2451983708723477e-06,20473,19527,0
37,453.0573327835605,276.8250752135915,0.0164999999999999,0.0206,0.0124,0.0022196890940346,1.700501643095016e-08,20564,19436,0
38,471.4830500122439,340.7177787536795,0.0116,0.0176,0.0056,0.0013672065693721,3.4840917806893244e-06,20464,19536,0
39,479.4938591258113,59.70017862709077,0.0053999999999999,0.008,0.0028,0.0009304982638291,6.795346249460123e-06,19550,20450,0
40,383.02857490914784,30.514822129904285,0.0057,0.0078,0.0036,0.0002337033562573,0.0004001270320146,20354,19646,0
41,291.4894407662841,466.0764009444199,0.008,0.0136,0.0024,9.25694630195e-05,1.6395967912902659e-09,20603,19397,0
42,205.4471863214168,82.25441035769879,0.0031999999999999,0.0054,0.001,0.000159784669073,0.000207259247348,20371,19629,0
43,296.5571325974068,185.69372920013052,0.005,0.0082,0.0018,0.000200214286542,3.956591173644813e-05,20411,19589,0
44,40.8672850153776,47.17494507706752,0.0724,0.1108,0.034,0.0007281440743607,3.2933615104448766e-90,22014,17986,0
45,259.9404817933517,106.77627857432144,0.0028,0.005,0.0006,0.0002106559414299,0.5754794376980541,20056,19944,1
46,402.5889666546907,54.21561836444542,0.0080999999999999,0.0144,0.0018,0.0015583019958972,0.0208881541239021,20231,19769,1
47,352.1670927515764,118.86781989218264,0.0256999999999999,0.038,0.0134,0.0023504998384085,7.550325809418211e-104,22164,17836,0
48,277.1079513657119,83.5146618473864,0.0059,0.0116,0.0002,0.000327616582212,8.411393609044058e-09,20576,19424,0
49,75.74210716475224,70.49181483833824,0.024,0.0382,0.0098,0.0006387194828518,2.1519080920820827e-32,21185,18815,0
50,284.2040759075488,93.2450733831118,0.007,0.0086,0.0054,0.0001492907456387,0.010169851497982,20257,19743,1
51,257.80816089543686,70.28682559650808,0.0611,0.0636,0.0586,0.0002059141647595,1.5828953244886477e-13,19262,20738,0
52,318.9619849940503,39.45160759764023,0.1062999999999999,0.1022,0.1104,0.0006265670669034,8.99588777713582e-06,20444,19556,0
53,308.7278040747683,403.8892267957536,0.0043999999999999,0.0068,0.002,0.0001238513631203,8.677790054356159e-13,20715,19285,0
54,395.3411062960901,21.475145259320545,0.0128,0.014,0.0116,0.0003860810496375,0.00560562926553,20277,19723,0
55,166.84510817412897,36.552515349844654,0.0098,0.0184,0.0012,0.0003204606637055,1.700501643095016e-08,20564,19436,0
56,252.7676216934641,325.328600148518,0.0056,0.0088,0.0024,0.0005827426861536,2.6156330265284825e-10,20632,19368,0
57,325.41439955162525,45.39351933600224,0.0052999999999999,0.0086,0.002,0.0007870638989866,1.595533215336655e-17,20852,19148,0
58,268.4054656704171,38.23945273659752,0.0059,0.0086,0.0032,0.0006261133169421,1.4551963645180758e-10,20641,19359,0
59,302.66356727472123,81.40676409227983,0.0023999999999999,0.0038,0.001,0.0001649691890019,0.1868350179869436,20132,19868,1
60,267.4837088322658,393.3572294478523,0.0053999999999999,0.0064,0.0044,0.0001133848697405,0.2713321218927653,20110,19890,1
61,329.0200361877782,144.72637081963748,0.0174999999999999,0.032,0.003,0.000255982155983,0.0010018738275714,20329,19671,0
62,259.1189678306923,25.43177661958888,0.027,0.03,0.024,0.0005837113120032,4.717642619374492e-18,20866,19134,0
63,295.56363154654804,171.28902505873484,0.004,0.0054,0.0026,0.0002883842534131,2.5537068827469948e-05,20421,19579,0
64,313.7637463583261,37.18866163803872,0.0071999999999999,0.0116,0.0028,0.0002553783234537,0.0403644308114088,20205,19795,1
65,271.9780273965405,359.76823556323126,0.0021999999999999,0.0044,0.0,0.0002079426842358,0.003731626600768,20290,19710,0
66,273.12710655528247,87.8284766062824,0.0163999999999999,0.0162,0.0166,0.0013313433024483,8.148160911710163e-05,20394,19606,0
67,245.1382465075397,73.908107136938,0.0139,0.0202,0.0076,0.0004491330035967,6.6860362389028765e-19,20888,19112,0
68,247.84393006546088,89.17377512254086,0.0152999999999999,0.014,0.0166,0.0002413384242235,8.99588777713582e-06,20444,19556,0
69,192.54959970005345,91.94431928872974,0.0029,0.0048,0.001,0.0002633581866426,0.0032821224683139,20294,19706,0
70,283.9413510019432,72.35346534108756,0.0050999999999999,0.009,0.0012,0.0002027976935862,0.0003061970051475,20361,19639,0
71,274.07588928558386,38.90177022678845,0.0709999999999999,0.0678,0.0742,0.0008144037944752,2.4356137545354212e-24,21018,18982,0
72,322.73642570709654,168.50137071444087,0.0048,0.0092,0.0004,0.0005373953431603,6.826296652916361e-17,20835,19165,0
73,172.01797867963052,99.32490246192508,0.0069,0.0104,0.0034,0.0001797324185436,7.1223173591951136e-06,20449,19551,0
74,240.49221120178584,221.0365759104823,0.0242999999999999,0.0262,0.0224,0.000234001987494,4.664351747735047e-10,20623,19377,0
75,185.77303858727788,161.0364307055818,0.0030999999999999,0.0046,0.0016,0.0001325608225854,0.0014727505231078,20318,19682,0
76,262.6316955771351,270.7049987331865,0.0032999999999999,0.0062,0.0004,0.000317740373633,0.0015776913887511,20316,19684,0
77,442.5486331153666,329.00870525657666,0.0482,0.0388,0.0576,0.0005858426727532,0.0046548004134631,19717,20283,0
78,507.3540305390704,368.0389709086804,0.0048,0.0086,0.001,0.0001772483368993,1.8422591923342872e-06,20477,19523,0
79,215.84140449188405,78.51215251298886,0.0558999999999999,0.0774,0.0344,0.001106721345813,1.4713502695018402e-14,20769,19231,0
80,2.8499822230799468,8.51202126882876,0.3877,0.421,0.3544,0.1048126122312901,0.0,28767,11233,0
81,234.48245033989252,77.75518902720599,0.0054999999999999,0.0076,0.0034,0.0002180118304266,4.3137318896361226e-05,20409,19591,0
82,205.52952665694943,102.8538039770874,0.0102999999999999,0.02,0.0006,0.0004731485452921,1.339590138474636e-16,20827,19173,0
83,392.11326905376274,81.8236369780528,0.0169,0.0148,0.019,0.0003187594646351,0.025747442877204,20223,19777,1
84,278.9268680700743,219.90414754937805,0.0080999999999999,0.014,0.0022,0.0001743617270445,1.2018254762976871e-09,20608,19392,0
85,370.4286113331907,278.1193380663001,0.0026,0.0036,0.0016,0.0001150797193933,0.0014227279372907,20319,19681,0
86,165.80412280340144,159.3513102691381,0.0443999999999999,0.0482,0.0406,0.000754125169807,1.0574516542862493e-15,20802,19198,0
87,182.2050725126784,53.01174612852627,0.0191,0.021,0.0172,0.0004861316499221,0.2186971048513838,20123,19877,1
88,224.80540793349937,40.62242738079573,0.0058,0.0084,0.0032,0.0001577637933887,4.500355789653722e-08,20547,19453,0
89,307.53608626880884,234.4917533444081,0.0471,0.0438,0.0504,8.29243062419e-05,0.7565609563559614,20031,19969,1
90,204.6372048819516,212.2097413334506,0.0020999999999999,0.004,0.0002,0.0001462338009248,4.019337425635294e-08,20549,19451,0
91,291.3807068100418,101.47772986735131,0.0050999999999999,0.0086,0.0016,0.0002209802709759,4.877242147558853e-06,20457,19543,0
92,285.6108129908107,89.76345788788348,0.0028,0.0044,0.0012,0.0001766612489364,1.5093029582927475e-06,20481,19519,0
93,192.4691462000064,119.80130411645848,0.007,0.0122,0.0018,0.0005428847816785,2.137182189091872e-06,20474,19526,0
94,256.3981323715894,208.1151417019193,0.0211999999999999,0.0152,0.0272,0.0002193900872371,0.0001768345704016,19625,20375,0
95,239.33505615349728,17.325963525551092,0.0321,0.0254,0.0388,0.0001715797810741,0.0854324415826578,20172,19828,1
96,305.4343073938344,222.73791682178728,0.0030999999999999,0.004,0.0022,0.0001549091220187,1.4248271602990688e-05,20434,19566,0
97,233.2034924828414,226.84004841632523,0.004,0.0076,0.0004,0.0001666022434764,1.3613753198668132e-05,20435,19565,0
