Qubit,T1 (us),T2 (us),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,√x (sx) error ,P_Value,Zero,One,Quality
0,384.8077310067106,486.23766078571145,0.0027,0.0044,0.001,0.0001327268526847,0.0063443498295036,40386,39614,0
1,460.1554823065436,171.8701412459624,0.0057,0.0086,0.0028,0.0004009879300176,8.26708567784458e-09,40815,39185,0
2,297.6389408350375,149.38970812380646,0.0046,0.0064,0.0028,0.0003890796801494,0.0072095707647425,40380,39620,0
3,211.62128005649924,146.72567571405563,0.0062999999999999,0.0076,0.005,0.0001635116734481,7.86174141898307e-06,40632,39368,0
4,110.63914548442315,119.10729897263316,0.0653,0.0712,0.0594,0.0004795380529602,8.886544418452133e-41,41891,38109,0
5,445.07588572049497,440.3779108063197,0.0127,0.0094,0.016,0.0002193882350308,0.0100568435025923,40364,39636,1
6,274.93909720509214,147.01187276966468,0.0163999999999999,0.0304,0.0024,0.000415818029972,1.5417257900280083e-08,40800,39200,0
7,287.7388438890699,157.7930903066063,0.0427999999999999,0.024,0.0616,0.000321030620219,0.0010088516329663,40465,39535,0
8,454.8924923762133,297.7769648588041,0.0449,0.0586,0.0312,0.0007063328010428,1.5706608341732134e-40,41885,38115,0
9,118.37388492679776,159.05165351485545,0.0178,0.0314,0.0042,0.0003092412718703,1.8584964372655126e-20,41311,38689,0
10,296.817946413255,84.01668052014429,0.0047,0.006,0.0034,0.0001695320061317,0.8819541644087981,40021,39979,1
11,145.4709866714758,179.5609297415617,0.0194999999999999,0.0178,0.0212,0.0007792412915607,2.279730553073065e-05,40599,39401,0
12,420.3339076984881,320.3019685662814,0.0193999999999999,0.0164,0.0224,0.0003009248493459,0.0553320888495815,39729,40271,1
13,269.3716591911651,86.06568861150538,0.0234999999999999,0.0324,0.0146,0.0001718197335038,2.4180444319621445e-08,40789,39211,0
14,381.364641319099,353.08039047033486,0.0042999999999999,0.0058,0.0028,9.86243916207e-05,6.441898213827724e-06,40638,39362,0
15,351.40390800435887,66.71791674174106,0.0537999999999999,0.0594,0.0482,0.0005933173513627,0.1231968980624617,39782,40218,1
16,321.5433335740062,110.69141580900484,0.0143999999999999,0.0258,0.003,0.0001677639083568,2.8554941795922054e-09,40840,39160,0
17,319.23929768270386,53.07364689001495,0.0840999999999999,0.0684,0.0998,0.0009645795234531,0.0022003071430068,39567,40433,0
18,253.64926408586183,46.74275835758955,0.004,0.0056,0.0024,0.0001865333712593,0.7289802668414915,40049,39951,1
19,377.9497975617496,248.63158659548463,0.0249,0.0328,0.017,0.0002305068238674,6.700027654084918e-09,40820,39180,0
20,499.33639789182257,482.8878544435456,0.038,0.0656,0.0104,0.0001311830987886,6.579356804939133e-65,42406,37594,0
21,245.21169798908497,184.49806855661336,0.0181,0.015,0.0212,0.0010471091820151,0.0493267041949035,40278,39722,1
22,278.23988086421,193.66022799336963,0.0137,0.0194,0.008,0.0004911670884429,1.4142592883320774e-05,40614,39386,0
23,368.0803094625602,204.066024814404,0.0244999999999999,0.0292,0.0198,0.0001038686399743,0.0002426603761384,40519,39481,0
24,285.1667977138692,63.84447589504281,0.0214999999999999,0.038,0.005,0.0005389203724846,1.1329946103908497e-15,41133,38867,0
25,213.10008177147807,214.97895745808407,0.0081999999999999,0.0092,0.0072,0.0001997416674999,4.01315128944709e-12,40981,39019,0
26,201.77862814514555,111.7846024582242,0.0131999999999999,0.0234,0.003,0.0005804951562454,3.8421483271206926e-20,41300,38700,0
27,334.32316153631774,75.71208309358087,0.0466999999999999,0.0448,0.0486,0.0010823300318048,2.507239448833916e-28,38439,41561,0
28,133.1504765786334,13.080782805984336,0.009,0.0122,0.0058,0.0007595681908885,2.7310338879420026e-08,40786,39214,0
29,263.4147997986309,183.5994925204549,0.0128,0.0144,0.0112,0.0002398904963465,0.1084646718076666,39773,40227,1
30,241.1891709937709,127.16372945099214,0.0647999999999999,0.0766,0.053,0.0016334954345116,0.0102642500489945,40363,39637,1
31,348.4274771920665,163.21716314057332,0.0147,0.0178,0.0116,0.0003144129240637,0.0027163932148393,39576,40424,0
32,316.32686993921106,98.36629237799556,0.0191999999999999,0.029,0.0094,0.0001395752559647,1.9577523042806545e-19,38725,41275,0
33,47.0730869763941,74.60216696582914,0.0102999999999999,0.0186,0.002,0.0012668643440829,7.534094097172217e-44,41964,38036,0
34,289.6564024064034,170.22587624431435,0.0081999999999999,0.0108,0.0056,0.0002074921388124,9.57147850516735e-07,40693,39307,0
35,224.47899633983272,90.4117205150513,0.0047,0.0068,0.0026,0.0004795003714824,2.9279229963866013e-05,40591,39409,0
36,248.62917811114443,135.91729983733694,0.0542,0.1064,0.002,0.0010665990175653,9.350339610516072e-11,40916,39084,0
37,453.0573327835605,276.8250752135915,0.0164999999999999,0.0206,0.0124,0.0022196890940346,3.1425256842112744e-11,40939,39061,0
38,471.4830500122439,340.7177787536795,0.0116,0.0176,0.0056,0.0013672065693721,4.7518659511661944e-29,41582,38418,0
39,479.4938591258113,59.70017862709077,0.0053999999999999,0.008,0.0028,0.0009304982638291,8.653788599534831e-14,38945,41055,0
40,383.02857490914784,30.514822129904285,0.0057,0.0078,0.0036,0.0002337033562573,0.0004069520174449,40500,39500,0
41,291.4894407662841,466.0764009444199,0.008,0.0136,0.0024,9.25694630195e-05,3.3918603689348347e-09,40836,39164,0
42,205.4471863214168,82.25441035769879,0.0031999999999999,0.0054,0.001,0.000159784669073,0.0006207165117289,40484,39516,0
43,296.5571325974068,185.69372920013052,0.005,0.0082,0.0018,0.000200214286542,0.0002709489192996,40515,39485,0
44,40.8672850153776,47.17494507706752,0.0724,0.1108,0.034,0.0007281440743607,2.6614189078337963e-177,44015,35985,0
45,259.9404817933517,106.77627857432144,0.0028,0.005,0.0006,0.0002106559414299,0.0092640524466373,40368,39632,0
46,402.5889666546907,54.21561836444542,0.0080999999999999,0.0144,0.0018,0.0015583019958972,0.0018187230279622,40441,39559,0
47,352.1670927515764,118.86781989218264,0.0256999999999999,0.038,0.0134,0.0023504998384085,6.1029538146457386e-161,43823,36177,0
48,277.1079513657119,83.5146618473864,0.0059,0.0116,0.0002,0.000327616582212,1.0748530393010302e-12,41007,38993,0
49,75.74210716475224,70.49181483833824,0.024,0.0382,0.0098,0.0006387194828518,6.534069763611167e-29,41578,38422,0
50,284.2040759075488,93.2450733831118,0.007,0.0086,0.0054,0.0001492907456387,2.363017323962719e-10,40896,39104,0
51,257.80816089543686,70.28682559650808,0.0611,0.0636,0.0586,0.0002059141647595,3.0090605135917467e-33,41699,38301,0
52,318.9619849940503,39.45160759764023,0.1062999999999999,0.1022,0.1104,0.0006265670669034,6.660957274011057e-05,40564,39436,0
53,308.7278040747683,403.8892267957536,0.0043999999999999,0.0068,0.002,0.0001238513631203,4.461331350943262e-13,41024,38976,0
54,395.3411062960901,21.475145259320545,0.0128,0.014,0.0116,0.0003860810496375,0.0001130149853666,40546,39454,0
55,166.84510817412897,36.552515349844654,0.0098,0.0184,0.0012,0.0003204606637055,7.289347989785925e-12,40969,39031,0
56,252.7676216934641,325.328600148518,0.0056,0.0088,0.0024,0.0005827426861536,7.566211621862565e-16,41140,38860,0
57,325.41439955162525,45.39351933600224,0.0052999999999999,0.0086,0.002,0.0007870638989866,1.3451295330521464e-25,41479,38521,0
58,268.4054656704171,38.23945273659752,0.0059,0.0086,0.0032,0.0006261133169421,2.029483835672443e-13,41039,38961,0
59,302.66356727472123,81.40676409227983,0.0023999999999999,0.0038,0.001,0.0001649691890019,4.020182667952531e-06,40652,39348,0
60,267.4837088322658,393.3572294478523,0.0053999999999999,0.0064,0.0044,0.0001133848697405,0.0923917140283149,40238,39762,1
61,329.0200361877782,144.72637081963748,0.0174999999999999,0.032,0.003,0.000255982155983,0.0007631420050713,40476,39524,0
62,259.1189678306923,25.43177661958888,0.027,0.03,0.024,0.0005837113120032,2.8159653808336018e-18,41233,38767,0
63,295.56363154654804,171.28902505873484,0.004,0.0054,0.0026,0.0002883842534131,1.1049334232190444e-06,40689,39311,0
64,313.7637463583261,37.18866163803872,0.0071999999999999,0.0116,0.0028,0.0002553783234537,0.0062095982870779,40387,39613,0
65,271.9780273965405,359.76823556323126,0.0021999999999999,0.0044,0.0,0.0002079426842358,2.354472288665598e-11,40945,39055,0
66,273.12710655528247,87.8284766062824,0.0163999999999999,0.0162,0.0166,0.0013313433024483,4.791896777152038e-08,40772,39228,0
67,245.1382465075397,73.908107136938,0.0139,0.0202,0.0076,0.0004491330035967,4.9259356171309676e-32,41666,38334,0
68,247.84393006546088,89.17377512254086,0.0152999999999999,0.014,0.0166,0.0002413384242235,6.441898213827724e-06,40638,39362,0
69,192.54959970005345,91.94431928872974,0.0029,0.0048,0.001,0.0002633581866426,1.0621486694696513e-08,40809,39191,0
70,283.9413510019432,72.35346534108756,0.0050999999999999,0.009,0.0012,0.0002027976935862,3.28399564404154e-12,40985,39015,0
71,274.07588928558386,38.90177022678845,0.0709999999999999,0.0678,0.0742,0.0008144037944752,2.7613402457822037e-35,41753,38247,0
72,322.73642570709654,168.50137071444087,0.0048,0.0092,0.0004,0.0005373953431603,3.6438332230096524e-14,41071,38929,0
73,172.01797867963052,99.32490246192508,0.0069,0.0104,0.0034,0.0001797324185436,4.528801063726294e-14,41067,38933,0
74,240.49221120178584,221.0365759104823,0.0242999999999999,0.0262,0.0224,0.000234001987494,1.1310313266887261e-13,41050,38950,0
75,185.77303858727788,161.0364307055818,0.0030999999999999,0.0046,0.0016,0.0001325608225854,0.0047821093065251,40399,39601,0
76,262.6316955771351,270.7049987331865,0.0032999999999999,0.0062,0.0004,0.000317740373633,1.6419249415281808e-13,41043,38957,0
77,442.5486331153666,329.00870525657666,0.0482,0.0388,0.0576,0.0005858426727532,2.6192432466436278e-09,39158,40842,0
78,507.3540305390704,368.0389709086804,0.0048,0.0086,0.001,0.0001772483368993,2.5897833272237746e-10,40894,39106,0
79,215.84140449188405,78.51215251298886,0.0558999999999999,0.0774,0.0344,0.001106721345813,4.1343180759848556e-42,41923,38077,0
80,2.8499822230799468,8.51202126882876,0.3877,0.421,0.3544,0.1048126122312901,0.0,53928,26072,0
81,234.48245033989252,77.75518902720599,0.0054999999999999,0.0076,0.0034,0.0002180118304266,7.140735514502683e-16,41141,38859,0
82,205.52952665694943,102.8538039770874,0.0102999999999999,0.02,0.0006,0.0004731485452921,2.749550993817491e-24,41438,38562,0
83,392.11326905376274,81.8236369780528,0.0169,0.0148,0.019,0.0003187594646351,0.0018187230279622,40441,39559,0
84,278.9268680700743,219.90414754937805,0.0080999999999999,0.014,0.0022,0.0001743617270445,1.44072840566629e-23,41415,38585,0
85,370.4286113331907,278.1193380663001,0.0026,0.0036,0.0016,0.0001150797193933,3.693776702642604e-07,40719,39281,0
86,165.80412280340144,159.3513102691381,0.0443999999999999,0.0482,0.0406,0.000754125169807,1.2000300753748548e-15,41132,38868,0
87,182.2050725126784,53.01174612852627,0.0191,0.021,0.0172,0.0004861316499221,0.0794948157009703,40248,39752,1
88,224.80540793349937,40.62242738079573,0.0058,0.0084,0.0032,0.0001577637933887,1.368492933064139e-06,40683,39317,0
89,307.53608626880884,234.4917533444081,0.0471,0.0438,0.0504,8.29243062419e-05,0.0073636523286177,40379,39621,0
90,204.6372048819516,212.2097413334506,0.0020999999999999,0.004,0.0002,0.0001462338009248,1.0279675150414772e-14,41094,38906,0
91,291.3807068100418,101.47772986735131,0.0050999999999999,0.0086,0.0016,0.0002209802709759,3.0716008529785453e-19,41268,38732,0
92,285.6108129908107,89.76345788788348,0.0028,0.0044,0.0012,0.0001766612489364,2.5729744985077736e-06,40665,39335,0
93,192.4691462000064,119.80130411645848,0.007,0.0122,0.0018,0.0005428847816785,4.788469521289847e-07,40712,39288,0
94,256.3981323715894,208.1151417019193,0.0211999999999999,0.0152,0.0272,0.0002193900872371,0.0580862847416347,39732,40268,1
95,239.33505615349728,17.325963525551092,0.0321,0.0254,0.0388,0.0001715797810741,0.0044751506447517,40402,39598,0
96,305.4343073938344,222.73791682178728,0.0030999999999999,0.004,0.0022,0.0001549091220187,0.170129706964333,40194,39806,1
97,233.2034924828414,226.84004841632523,0.004,0.0076,0.0004,0.0001666022434764,1.521993362862291e-06,40680,39320,0
98,179.18505288850406,27.341938301919125,0.0063999999999999,0.01,0.0028,0.0005229246473813,2.9611701291886093e-08,40784,39216,0
99,325.92010271368383,87.66181853312318,0.0138,0.0272,0.0004,0.0003090634358195,1.0985966365531684e-71,42532,37468,0
100,258.9606316709905,73.47814222819628,0.0021999999999999,0.0042,0.0002,0.0002306365395564,7.749599597441858e-11,40920,39080,0
101,274.2634908108846,253.421643304754,0.0023999999999999,0.0046,0.0002,9.9531999588e-05,3.0831866564351164e-08,40783,39217,0
102,268.693598307037,340.01075913445567,0.0232,0.0222,0.0242,0.000121687762066,0.0562378038772759,40270,39730,1
103,255.9214738411592,170.51615017359836,0.006,0.0114,0.0006,0.0002052426028488,2.784796821866381e-13,41033,38967,0
104,245.5838542724487,33.497443085843564,0.0069,0.0082,0.0056,0.0004225815511354,6.700027654084918e-09,40820,39180,0
105,253.7415646919426,80.29283048132444,0.0041999999999999,0.0068,0.0016,0.0008852186892001,0.052687601964748,39726,40274,1
106,302.7514185462052,40.762032575790826,0.0392,0.0464,0.032,0.0010106825156183,2.1071991183101282e-108,36872,43128,0
107,247.62761090954203,41.05593888557792,0.0292999999999999,0.0578,0.0008,0.0001971746852068,0.0,46004,33996,0
