Qubit,p_i
0,0.9940926275992408
1,0.972235349716443
2,0.9351370510396946
3,0.9822778827977284
4,0.8648393194706968
5,0.9881852551984844
6,0.9881852551984844
7,0.958648393194704
8,0.8825614366729652
9,0.9940926275992408
10,0.9999999999999968
11,0.9469517958412068
12,0.8967391304347798
13,0.9881852551984844
14,0.9705812854442312
15,0.9846408317580309
16,0.9940926275992408
17,0.9763705103969724
18,0.9504962192816604
19,0.9445888468809044
20,0.9469517958412068
21,0.9822778827977284
22,0.8471172022684285
23,0.9940926275992408
24,0.9881852551984844
25,0.9822778827977284
26,0.9528591682419628
27,0.876654064272209
28,0.9704631379962162
29,0.9723534971644582
30,0.9203686200378044
31,0.990548204158787
32,0.8175803402646479
33,0.9410444234404508
34,0.9881852551984844
35,0.9564035916824166
36,0.9564035916824166
37,0.876654064272209
38,0.9623109640831728
39,0.8849243856332676
40,0.9410444234404508
41,0.9822778827977284
42,0.9728260869565186
43,0.9940926275992408
44,0.958766540642719
45,0.9410444234404508
46,0.9623109640831728
47,0.9704631379962162
48,0.9822778827977284
49,0.9150519848771238
50,0.9940926275992408
51,0.9327741020793922
52,0.9032372400756116
53,0.9881852551984844
54,0.9704631379962162
55,0.9551039697542504
56,0.923913043478258
57,0.908553875236292
58,0.9564035916824166
59,0.9999999999999968
60,0.958766540642719
61,0.9940926275992408
62,0.9704631379962162
63,0.958766540642719
64,0.9120982986767456
65,0.9999999999999968
66,0.9881852551984844
67,0.9564035916824166
68,0.9682183364839289
69,0.9528591682419628
70,0.9528591682419628
71,0.908553875236292
72,0.9887759924385602
73,0.9445888468809044
74,0.9822778827977284
75,0.9846408317580309
76,0.9887759924385602
77,0.9504962192816604
78,0.9940926275992408
79,0.9999999999999968
80,0.9822778827977284
81,0.9822778827977284
82,0.916233459357275
83,0.9940926275992408
84,0.9469517958412068
85,0.802221172022682
86,0.9682183364839289
87,0.9999999999999968
88,0.9999999999999968
89,0.9940926275992408
90,0.9292296786389384
91,0.9623109640831728
92,0.9822778827977284
93,0.9940926275992408
94,0.9822778827977284
95,0.7927693761814721
96,0.9999999999999968
97,0.9763705103969724
98,0.9351370510396946
99,0.926866729678636
100,0.9940926275992408
101,0.9386814744801484
102,0.9881852551984844
103,0.9416351606805264
104,0.9999999999999968
105,0.9564035916824166
106,0.5990075614366714
107,0.9822778827977284
108,0.9881852551984844
109,0.0342627599243856
110,0.9881852551984844
111,0.9822778827977284
112,0.9881852551984844
113,0.9704631379962162
114,0.9940926275992408
115,0.9999999999999968
116,0.9002835538752335
117,0.9999999999999968
118,0.9321833648393164
119,0.929820415879014
120,0.9822778827977284
121,0.9262759924385604
122,0.9940926275992408
123,0.9398629489602994
124,0.9940926275992408
125,0.9203686200378044
126,0.9999999999999968
