Qubit,p_i
0,0.9940926275992408
1,0.9940926275992408
2,0.9999999999999968
3,0.9716446124763674
4,0.9321833648393164
5,0.967509451795838
6,0.9504962192816604
7,0.9457703213610557
8,0.9410444234404508
9,0.91150756143667
10,0.9698724007561406
11,0.9881852551984844
12,0.8973298676748555
13,0.9940926275992408
14,0.9763705103969724
15,0.9940926275992408
16,0.9292296786389384
17,0.9580576559546284
18,0.9999999999999968
19,0.9357277882797702
20,0.8807892249527383
21,0.9940926275992408
22,0.9564035916824166
23,0.9504962192816604
24,0.9292296786389384
25,0.9575850661625678
26,0.9623109640831728
27,0.8353024574669162
28,0.9598298676748552
29,0.9999999999999968
30,0.9598298676748552
31,0.9196597353497136
32,0.8731096408317554
33,0.91150756143667
34,0.9881852551984844
35,0.9999999999999968
36,0.9740075614366698
37,0.9233223062381825
38,0.929820415879014
39,0.9763705103969724
40,0.9333648393194678
41,0.9445888468809044
42,0.9822778827977284
43,0.9503780718336452
44,0.8542060491493357
45,0.9410444234404508
46,0.9822778827977284
47,0.8471172022684285
48,0.9781427221171992
49,0.8807892249527384
50,0.9840500945179552
51,0.923913043478258
52,0.9893667296786356
53,0.9203686200378044
54,0.9569943289224924
55,0.892013232514175
56,0.926866729678636
57,0.923913043478258
58,0.9351370510396946
59,0.9893667296786356
60,0.9940926275992408
61,0.967509451795838
62,0.9233223062381825
63,0.9682183364839289
64,0.9704631379962162
65,0.9764886578449874
66,0.967509451795838
67,0.8943761814744774
68,0.9822778827977284
69,0.9881852551984844
70,0.9564035916824166
71,0.9091446124763676
72,0.94517958412098
73,0.9623109640831728
74,0.9475425330812824
75,0.9504962192816604
76,0.9564035916824166
77,0.9940926275992408
78,0.9764886578449874
79,0.9516776937618115
80,0.3863421550094512
81,0.9327741020793922
82,0.9233223062381825
83,0.9940926275992408
84,0.9469517958412068
85,0.9881852551984844
86,0.9528591682419628
87,0.9999999999999968
88,0.9380907372400726
89,0.9822778827977284
90,0.9528591682419628
91,0.958766540642719
92,0.9881852551984844
93,0.9940926275992408
94,0.9881852551984844
95,0.9940926275992408
96,0.9763705103969724
97,0.923913043478258
98,0.9623109640831728
99,0.9380907372400726
100,0.9623109640831728
101,0.9881852551984844
102,0.953922495274099
103,0.9593572778827948
104,0.9445888468809044
105,0.9763705103969724
106,0.8825614366729652
107,0.7998582230623795
108,0.9457703213610557
109,0.9728260869565186
110,0.9782608695652144
111,0.9881852551984844
112,0.8973298676748555
113,0.9793241965973504
114,0.9822778827977284
115,0.9852315689981064
116,0.9032372400756116
117,0.8648393194706968
118,0.9445888468809044
119,0.9999999999999968
120,0.967509451795838
121,0.8855151228733432
122,0.9940926275992408
123,0.9091446124763676
124,0.9380907372400726
125,0.9351370510396946
126,0.9528591682419628
