Qubit,p_i
0,0.8825614366729652
1,0.8973298676748555
2,0.9623109640831728
3,0.8116729678638918
4,0.9262759924385604
5,0.9881852551984844
6,0.905600189035914
7,0.9120982986767456
8,0.9120982986767456
9,0.91150756143667
10,0.9321833648393164
11,0.8878780718336456
12,0.9881852551984844
13,0.9881852551984844
14,0.9728260869565186
15,0.9940926275992408
16,0.8441635160680504
17,0.9144612476370482
18,0.8796077504725871
19,0.9881852551984844
20,0.7785916824196575
21,0.5777410207939495
22,0.9528591682419628
23,0.9782608695652144
24,0.2445652173913043
25,0.7077032136105841
26,0.905600189035914
27,0.9410444234404508
28,0.6509924385633253
29,0.9233223062381825
30,0.9999999999999968
31,0.926866729678636
32,0.9475425330812824
33,0.9380907372400726
34,0.8825614366729652
35,0.8412098298676723
36,0.9528591682419628
37,0.9940926275992408
38,0.9822778827977284
39,0.9416351606805264
40,0.9793241965973504
41,0.876654064272209
42,0.9793241965973504
43,0.8967391304347798
44,0.9881852551984844
45,0.9787334593572748
46,0.9351370510396946
47,0.9822778827977284
48,0.9782608695652144
49,0.9380907372400726
50,0.8677930056710749
51,0.926866729678636
52,0.908553875236292
53,0.8760633270321334
54,0.9351370510396946
55,0.9475425330812824
56,0.9032372400756116
57,0.948133270321358
58,0.8884688090737213
59,0.92095935727788
60,0.8914224952740993
61,0.9623109640831728
62,0.9793241965973504
63,0.9822778827977284
64,0.9999999999999968
65,0.9564035916824166
66,0.9846408317580309
67,0.908553875236292
68,0.5612003780718323
69,0.9321833648393164
70,0.8884688090737213
71,0.8317580340264625
72,0.8878780718336456
73,0.9723534971644582
74,0.9682183364839289
75,0.9380907372400726
76,0.9504962192816604
77,0.9881852551984844
78,0.9940926275992408
79,0.9940926275992408
80,0.9940926275992408
81,0.9002835538752335
82,0.6923440453686182
83,0.9881852551984844
84,0.8884688090737213
85,0.8589319470699407
86,0.9682183364839289
87,0.9410444234404508
88,0.9410444234404508
89,0.9940926275992408
90,0.9174149338374262
91,0.9144612476370482
92,0.9469517958412068
93,0.91150756143667
94,0.8849243856332676
95,0.010633270321361
96,0.9822778827977284
97,0.8996928166351579
98,0.9439981096408288
99,0.8412098298676723
100,0.9899574669187112
101,0.8914224952740993
102,0.9410444234404508
103,0.9623109640831728
104,0.8943761814744774
105,0.9940926275992408
106,0.8589319470699407
107,0.9410444234404508
108,0.8855151228733432
109,0.9469517958412068
110,0.9321833648393164
111,0.9410444234404508
112,0.9881852551984844
113,0.9704631379962162
114,0.5718336483931934
115,0.9504962192816604
116,0.8559782608695626
117,0.918005671077502
118,0.9327741020793922
119,0.9292296786389384
120,0.7289697542533061
121,0.9469517958412068
122,0.9528591682419628
123,0.9999999999999968
124,0.8199432892249503
125,0.9410444234404508
126,0.8884688090737213
