Unnamed:_0,Qubit,T1_us,T2_us,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,_x_sx_error_,P_Value,Zero,One,Quality,abs,P_Value_pred,RSE
0,0,296.01266422162377,55.66947962356316,0.0612,0.0154,0.107,0.0003337185574513,6.913608981505113e-42,18644,21356,0,2712,0.08659776293262339,0.007499172544934841
1,0,237.363640207058,60.47969240018557,0.033203125,0.0283203125,0.0380859375,0.0001734065740478,1.572832296627208e-21,19047,20953,0,1906,0.13279499504635853,0.017634510709362387
2,1,293.0859541650365,218.02048857758984,0.0686999999999999,0.032,0.1054,0.0001579015360847,3.18247594381644e-05,19584,20416,0,832,0.08881722293596801,0.00788284692936495
3,1,158.45256790461264,306.6382369930084,0.02490234375,0.01611328125,0.03369140625,7.17078124105e-05,1.1632970564123223e-14,19228,20772,0,1544,0.13482404496853123,0.018177523101673396
4,2,350.1354184440218,292.3047007446352,0.0073999999999999,0.0098,0.005,0.0001769940778522,0.3575727592287434,20092,19908,1,184,0.15323492397251998,0.041753950917199495
5,2,227.8750927230388,267.9119653614913,0.014892578125,0.0166015625,0.01318359375,0.0003293684085777,0.0085384868181787,19737,20263,0,526,0.1483354882219746,0.01954320160149291
6,3,319.62785360958446,402.8027065495856,0.027,0.015,0.039,0.0007942618639421,1.3606623081547954e-14,19230,20770,0,1540,0.13125707320077562,0.0172284192652302
7,3,366.2675928480455,391.6436882299018,0.023681640625,0.00927734375,0.0380859375,0.0001072344262964,1.0670673966145643e-24,18974,21026,0,2052,0.13145511515075914,0.017280447299299343
8,4,350.8736869408533,252.53745354181584,0.0343,0.0482,0.0204,0.0006255546447642,0.6241338988347811,19951,20049,1,98,0.14581638734134633,0.2287876418012721
9,4,172.24369977361226,171.70368343098505,0.015625,0.0126953125,0.0185546875,0.0001072341151506,1.7867311825654013e-05,19571,20429,0,858,0.144530927708057,0.02088402462508481
10,5,90.67182520176674,132.42551394672216,0.007,0.0098,0.0042,0.0003683814200176,0.0718606382258516,19820,20180,1,360,0.15376065873272163,0.0067076133590257304
11,5,225.67540407570323,220.38074977243463,0.009033203125,0.00537109375,0.0126953125,8.96154926666e-05,0.7188471335640175,19964,20036,1,72,0.14786618567486817,0.3260192428523915
12,6,127.79422205260616,69.26538338139814,0.0089,0.008,0.0098,0.0002681680629049,0.74896833055336,20032,19968,1,64,0.14995386584087078,0.35881832893479
13,6,223.59246244380788,83.15010574387493,0.018798828125,0.025390625,0.01220703125,0.0002654272281749,1.2983912857226726e-06,19516,20484,0,968,0.14959566039233513,0.022378473142501017
