Qubit,p_i
0,0.9150519848771238
1,0.905600189035914
2,0.9887759924385602
3,0.8175803402646479
4,0.9439981096408288
5,0.9940926275992408
6,0.9686909262759892
7,0.9120982986767456
8,0.9787334593572748
9,0.9321833648393164
10,0.9528591682419628
11,0.902646502835536
12,0.9881852551984844
13,0.9834593572778796
14,0.919068998109638
15,0.9274574669187116
16,0.8707466918714529
17,0.9629017013232484
18,0.873700378071831
19,0.96455576559546
20,0.823487712665404
21,0.7313327032136085
22,0.9940926275992408
23,0.9528591682419628
24,0.2859168241965972
25,0.7939508506616234
26,0.9292296786389384
27,0.9504962192816604
28,0.7431474480151208
29,0.929820415879014
30,0.990548204158787
31,0.9846408317580309
32,0.9504962192816604
33,0.9410444234404508
34,0.9061909262759896
35,0.8914224952740993
36,0.9386814744801484
37,0.9940926275992408
38,0.9822778827977284
39,0.9002835538752335
40,0.9881852551984844
41,0.9321833648393164
42,0.9940926275992408
43,0.9469517958412068
44,0.9940926275992408
45,0.9881852551984844
46,0.9203686200378044
47,0.9822778827977284
48,0.958648393194704
49,0.866020793950848
50,0.8057655954631356
51,0.9174149338374262
52,0.9120982986767456
53,0.9109168241965944
54,0.9504962192816604
55,0.967509451795838
56,0.9410444234404508
57,0.9410444234404508
58,0.8973298676748555
59,0.9233223062381825
60,0.9623109640831728
61,0.982868620037804
62,0.9763705103969724
63,0.9940926275992408
64,0.9822778827977284
65,0.9787334593572748
66,0.9564035916824166
67,0.9698724007561406
68,0.5789224952741007
69,0.926866729678636
70,0.8967391304347798
71,0.8819706994328895
72,0.8819706994328895
73,0.9999999999999968
74,0.9527410207939478
75,0.9516776937618115
76,0.9682183364839289
77,0.9940926275992408
78,0.9840500945179552
79,0.9669187145557624
80,0.9911389413988626
81,0.8707466918714529
82,0.8530245746691846
83,0.9940926275992408
84,0.8707466918714529
85,0.8731096408317554
86,0.9822778827977284
87,0.91150756143667
88,0.958766540642719
89,0.9728260869565186
90,0.9262759924385604
91,0.8967391304347798
92,0.9940926275992408
93,0.9091446124763676
94,0.9321833648393164
95,0.010633270321361
96,0.9763705103969724
97,0.9091446124763676
98,0.9528591682419628
99,0.8648393194706968
100,0.9940926275992408
101,0.9292296786389384
102,0.9469517958412068
103,0.9564035916824166
104,0.929820415879014
105,0.9881852551984844
106,0.929820415879014
107,0.9528591682419628
108,0.9144612476370482
109,0.9410444234404508
110,0.9038279773156872
111,0.923913043478258
112,0.9940926275992408
113,0.9881852551984844
114,0.5682892249527397
115,0.9351370510396946
116,0.8943761814744774
117,0.9203686200378044
118,0.9728260869565186
119,0.9351370510396946
120,0.8175803402646479
121,0.9528591682419628
122,0.9999999999999968
123,0.958766540642719
124,0.8648393194706968
125,0.9357277882797702
126,0.92095935727788
