Unnamed:_0,Qubit,T1_us,T2_us,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,x_sx_error_,P_Value,Zero,One,Quality,abs,abs_pred,RSE
0,0,237.363640207058,60.47969240018557,0.033203125,0.0283203125,0.0380859375,0.0001734065740478,0.000935430138908,9766,10234,0,468,648,32400
1,0,296.01266422162377,55.66947962356316,0.0612,0.0154,0.107,0.0003337185574513,1.6822129623482768e-25,9262,10738,0,1476,1450,676
2,1,158.45256790461264,306.6382369930084,0.02490234375,0.01611328125,0.03369140625,7.17078124105e-05,9.735916112767389e-08,9623,10377,0,754,575,32041
3,1,293.0859541650365,218.02048857758984,0.0686999999999999,0.032,0.1054,0.0001579015360847,0.0001006219221196,9725,10275,0,550,1458,824464
4,2,227.8750927230388,267.9119653614913,0.014892578125,0.0166015625,0.01318359375,0.0003293684085777,0.734299941046208,9976,10024,1,48,331,80089
5,2,350.1354184440218,292.3047007446352,0.0073999999999999,0.0098,0.005,0.0001769940778522,0.6007940159570008,10037,9963,1,74,222,21904
6,3,366.2675928480455,391.6436882299018,0.023681640625,0.00927734375,0.0380859375,0.0001072344262964,1.8972996328718544e-15,9438,10562,0,1124,617,257049
7,3,319.62785360958446,402.8027065495856,0.027,0.015,0.039,0.0007942618639421,1.4179260654592346e-06,9659,10341,0,682,637,2025
8,4,172.24369977361226,171.70368343098505,0.015625,0.0126953125,0.0185546875,0.0001072341151506,0.0245379841783323,9841,10159,1,318,389,5041
9,4,350.8736869408533,252.53745354181584,0.0343,0.0482,0.0204,0.0006255546447642,0.5337748847220425,10044,9956,1,88,470,145924
10,5,225.67540407570323,220.38074977243463,0.009033203125,0.00537109375,0.0126953125,8.96154926666e-05,0.7557040884008713,10022,9978,1,44,307,69169
11,5,90.67182520176674,132.42551394672216,0.007,0.0098,0.0042,0.0003683814200176,0.1231968980624617,9891,10109,1,218,213,25
12,6,223.59246244380788,83.15010574387493,0.018798828125,0.025390625,0.01220703125,0.0002654272281749,0.0003462860151351,9747,10253,0,506,334,29584
13,6,127.79422205260616,69.26538338139814,0.0089,0.008,0.0098,0.0002681680629049,0.179109192726722,10095,9905,1,190,277,7569
14,7,291.9011229003346,317.71290492372606,0.0189,0.0194,0.0184,0.0005264943040941,0.0023613929626746,9785,10215,0,430,398,1024
15,7,305.1706883653607,263.1396460704861,0.009521484375,0.0087890625,0.01025390625,0.0002545484611121,0.0092640524466373,9816,10184,0,368,283,7225
16,8,263.8408658169988,177.76473334811678,0.0174999999999999,0.0068,0.0282,0.0001646276217161,0.9887165844441504,9999,10001,1,2,494,242064
17,8,326.53473998060616,243.50256007339945,0.010498046875,0.0107421875,0.01025390625,0.0001774487344584,0.0155929924551316,10171,9829,1,342,287,3025
18,9,296.85016432205566,142.871476085231,0.0050999999999999,0.0036,0.0066,0.0001317819105984,0.0104754553780556,9819,10181,1,362,231,17161
19,9,406.53941390709633,173.71557353229463,0.008056640625,0.00732421875,0.0087890625,0.0001318647973293,0.0016920516349352,9778,10222,0,444,263,32761
20,10,362.2952834896347,239.4031000915961,0.0151,0.01,0.0202,0.0001022018257282,0.2578990352923396,10080,9920,1,160,404,59536
21,10,170.16594938485383,222.03664718935835,0.02197265625,0.01806640625,0.02587890625,0.0001214329576312,0.0118258040702316,9822,10178,1,356,485,16641
22,11,205.7224190331731,434.74928590199846,0.15966796875,0.15185546875,0.16748046875,0.0001759860271404,1.0188244933541122e-08,9595,10405,0,810,2398,2521744
23,11,201.47529363302263,229.8989973408266,0.1441,0.1258,0.1624,0.0002637852245137,0.4366766336748911,9945,10055,1,110,2294,4769856
24,12,338.3716887812377,164.3107462057929,0.017822265625,0.01123046875,0.0244140625,0.0001279350496918,0.5245182802130763,9955,10045,1,90,457,134689
25,12,236.5857128954933,161.04445122616264,0.0144999999999999,0.0132,0.0158,0.0001966517342673,0.0327232518712883,9849,10151,1,302,357,3025
26,13,252.9946090284145,61.5982989786162,0.028076171875,0.01806640625,0.0380859375,0.0002414188771671,0.4795001221869535,9950,10050,1,100,631,281961
27,13,367.6289596855888,129.38116092632035,0.021,0.0188,0.0232,0.0001741829033762,0.0211571603264298,9837,10163,1,326,455,16641
28,14,276.9729936703178,122.9701473505566,0.0166015625,0.01220703125,0.02099609375,0.0002106852708509,0.0001422433928684,10269,9731,0,538,417,14641
29,14,187.05082065819923,117.10206255311776,0.0164999999999999,0.0146,0.0184,0.0001408424856035,0.9099218741589818,10008,9992,1,16,390,139876
30,15,134.99003243534105,30.72728187850089,0.0080999999999999,0.0108,0.0054,0.000703466496972,0.0446238213591038,9858,10142,1,284,229,3025
31,15,304.941767605406,42.92847532995483,0.01220703125,0.01220703125,0.01220703125,0.0003592117090424,2.01906813858819e-09,9576,10424,0,848,312,287296
32,16,252.38336309162125,16.372709835707646,0.01806640625,0.013671875,0.0224609375,0.0002968054869654,1.947230171662026e-07,9632,10368,0,736,437,89401
33,16,148.275781264609,18.80196008217021,0.0171999999999999,0.0186,0.0158,0.0002529120167948,0.1614919304446302,10099,9901,1,198,366,28224
34,17,342.06517625741174,352.68055275755825,0.0153999999999999,0.0192,0.0116,0.000130909004173,0.0063443498295036,10193,9807,0,386,317,4761
35,17,183.08100247970776,221.53029918683947,0.017333984375,0.01171875,0.02294921875,0.0001692053775096,0.004888586800383,9801,10199,0,398,440,1764
