"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"23","368.0803094625602","204.06602481440396","4.5317729341871","-0.34910557092715694","0.024499999999999966","0.0292","0.0198","1244.4444444444443","0.00010386863997433007","0","0.00010386863997433007","0.00010386863997433007","23_24:0.013122898984443715","23_24:561.7777777777777","true"
"24","285.1667977138692","63.84447589504281","4.646174595287836","-0.3098937587669715","0.021499999999999964","0.038","0.005","1244.4444444444443","0.0005389203724846092","0","0.0005389203724846092","0.0005389203724846092","24_25:0.008816959072926428","24_25:561.7777777777777","true"
"25","213.10008177147807","214.97895745808407","4.702186641745158","-0.3104687819443247","0.008199999999999985","0.0092","0.0072","1244.4444444444443","0.00019974166749996353","0","0.00019974166749996353","0.00019974166749996353","","","true"
"26","201.77862814514555","111.7846024582242","4.648802419361647","","0.01319999999999999","0.0234","0.003","1244.4444444444443","0.0005804951562454923","0","0.0005804951562454923","0.0005804951562454923","26_16:0.00944179268586301;26_25:0.01163773656404024;26_27:0.010775353586260222","26_16:561.7777777777777;26_25:561.7777777777777;26_27:561.7777777777777","true"
"27","334.32316153631774","75.71208309358087","4.609949340995094","-0.2878947957747321","0.046699999999999964","0.0448","0.0486","1244.4444444444443","0.0010823300318048039","0","0.0010823300318048039","0.0010823300318048039","","","true"
"28","133.1504765786334","13.080782805984336","4.516876397869195","-0.31512500613226163","0.009000000000000008","0.0122","0.0058","1244.4444444444443","0.0007595681908885789","0","0.0007595681908885789","0.0007595681908885789","28_27:0.01203746489220145","28_27:561.7777777777777","true"
"29","263.4147997986309","183.5994925204549","4.460019085537742","-0.3164470706353105","0.012800000000000034","0.0144","0.0112","1244.4444444444443","0.00023989049634651755","0","0.00023989049634651755","0.00023989049634651755","29_28:0.01550924745902052;29_30:0.017477364867545697","29_28:561.7777777777777;29_30:561.7777777777777","true"
"30","241.18917099377086","127.16372945099214","4.646361274269486","-0.2835614267270895","0.06479999999999997","0.0766","0.053","1244.4444444444443","0.0016334954345116383","0","0.0016334954345116383","0.0016334954345116383","","","true"
"31","348.4274771920665","163.21716314057332","4.613002956466594","-0.3112675880038357","0.014700000000000046","0.0178","0.0116","1244.4444444444443","0.00031441292406378065","0","0.00031441292406378065","0.00031441292406378065","31_30:0.012116530768209427;31_32:0.007573789995963975","31_30:561.7777777777777;31_32:561.7777777777777","true"
"32","316.32686993921106","98.36629237799556","4.499283826871628","-0.3128171150093984","0.019199999999999995","0.029","0.0094","1244.4444444444443","0.00013957525596472632","0","0.00013957525596472632","0.00013957525596472632","","","true"
"33","47.0730869763941","74.60216696582914","4.59692318326211","","0.010299999999999976","0.0186","0.002","1244.4444444444443","0.0012668643440829966","0","0.0012668643440829966","0.0012668643440829966","33_20:0.03270715147826625;33_39:0.02008187244260759","33_20:561.7777777777777;33_39:561.7777777777777","true"
"34","289.6564024064034","170.22587624431435","4.561969749418812","","0.008199999999999985","0.0108","0.0056","1244.4444444444443","0.00020749213881245425","0","0.00020749213881245425","0.00020749213881245425","34_24:0.010835228937673663","34_24:561.7777777777777","true"
"35","224.47899633983272","90.4117205150513","4.72186865212424","-0.30795810239191124","0.0047000000000000375","0.0068","0.0026","1244.4444444444443","0.0004795003714824502","0","0.0004795003714824502","0.0004795003714824502","35_28:0.018963339250154976;35_47:0.010745710585819634","35_28:561.7777777777777;35_47:561.7777777777777","true"
"36","248.62917811114443","135.91729983733694","4.608036933475023","-0.31164624269239977","0.054200000000000026","0.1064","0.002","1244.4444444444443","0.0010665990175653067","0","0.0010665990175653067","0.0010665990175653067","36_51:0.005970271783884207;36_32:0.006186186635458779","36_51:561.7777777777777;36_32:561.7777777777777","true"
"37","453.0573327835605","276.8250752135915","4.497763897092127","","0.01649999999999996","0.0206","0.0124","1244.4444444444443","0.0022196890940346953","0","0.0022196890940346953","0.0022196890940346953","37_52:0.0154911498024215;37_38:0.013822056989029108","37_52:561.7777777777777;37_38:561.7777777777777","true"
"38","471.4830500122439","340.7177787536795","4.475508375415964","-0.33539586706236296","0.011600000000000055","0.0176","0.0056","1244.4444444444443","0.0013672065693721225","0","0.0013672065693721225","0.0013672065693721225","","","true"
"39","479.4938591258113","59.700178627090764","4.504428216577167","-0.31295465019890567","0.00539999999999996","0.008","0.0028","1244.4444444444443","0.0009304982638291019","0","0.0009304982638291019","0.0009304982638291019","39_38:0.01842739465603485","39_38:561.7777777777777","true"
"40","383.02857490914784","30.514822129904285","4.46434325108547","-0.33809284738007156","0.005700000000000038","0.0078","0.0036","1244.4444444444443","0.00023370335625736262","0","0.00023370335625736262","0.00023370335625736262","40_41:0.010387261955174976;40_39:0.01321639819384049","40_41:561.7777777777777;40_39:561.7777777777777","true"
"41","291.4894407662841","466.07640094441985","4.575901272481561","-0.3452224783858925","0.008000000000000007","0.0136","0.0024","1244.4444444444443","0.00009256946301958649","0","0.00009256946301958649","0.00009256946301958649","","","true"
"42","205.44718632141678","82.25441035769879","4.641379663493237","-0.33193206992602775","0.0031999999999999806","0.0054","0.001","1244.4444444444443","0.00015978466907302742","0","0.00015978466907302742","0.00015978466907302742","42_41:0.008279042748353255;42_43:0.008878206166923502","42_41:561.7777777777777;42_43:561.7777777777777","true"
"43","296.5571325974068","185.69372920013055","4.523115514620055","-0.3218076034687584","0.0050000000000000044","0.0082","0.0018","1244.4444444444443","0.0002002142865420542","0","0.0002002142865420542","0.0002002142865420542","43_34:0.010562767782987953","43_34:561.7777777777777","true"
"44","40.867285015377604","47.17494507706752","4.594419968472118","-0.2725547830259511","0.07240000000000002","0.1108","0.034","1244.4444444444443","0.0007281440743607321","0","0.0007281440743607321","0.0007281440743607321","44_43:0.02245102179181277","44_43:561.7777777777777","true"
"45","259.94048179335175","106.77627857432144","4.630445975049481","-0.31121477664524183","0.0028000000000000247","0.005","0.0006","1244.4444444444443","0.00021065594142994411","0","0.00021065594142994411","0.00021065594142994411","45_46:0.019260500729440494;45_44:0.013889006591806308","45_46:561.7777777777777;45_44:561.7777777777777","true"
"46","402.5889666546907","54.21561836444542","4.710111852575417","-0.31051099269051724","0.008099999999999996","0.0144","0.0018","1244.4444444444443","0.001558301995897205","0","0.001558301995897205","0.001558301995897205","46_47:0.015420194920881092","46_47:561.7777777777777","true"
"47","352.1670927515764","118.86781989218265","4.680542610057792","-0.2791698234955903","0.025699999999999945","0.038","0.0134","1244.4444444444443","0.0023504998384085785","0","0.0023504998384085785","0.0023504998384085785","","","true"
"48","277.1079513657119","83.5146618473864","4.62512144192477","-0.31121814662509445","0.005900000000000016","0.0116","0.0002","1244.4444444444443","0.0003276165822120914","0","0.0003276165822120914","0.0003276165822120914","48_47:0.02193800449169908;48_49:0.014014885096258478","48_47:561.7777777777777;48_49:561.7777777777777","true"
"49","75.74210716475224","70.49181483833824","4.581953076264888","-0.35202725215057706","0.02400000000000002","0.0382","0.0098","1244.4444444444443","0.000638719482851835","0","0.000638719482851835","0.000638719482851835","","","true"
"50","284.20407590754877","93.24507338311179","4.457765335617306","-0.3137510834931671","0.007000000000000006","0.0086","0.0054","1244.4444444444443","0.0001492907456387384","0","0.0001492907456387384","0.0001492907456387384","50_49:0.017052283093727055;50_51:0.01216701125926331","50_49:561.7777777777777;50_51:561.7777777777777","true"
"51","257.80816089543686","70.28682559650808","4.565262646200129","-0.2968087163341602","0.06110000000000004","0.0636","0.0586","1244.4444444444443","0.00020591416475955143","0","0.00020591416475955143","0.00020591416475955143","","","true"
"52","318.9619849940503","39.45160759764023","4.444406081854781","-0.2854962354743173","0.10629999999999995","0.1022","0.1104","1244.4444444444443","0.0006265670669034798","0","0.0006265670669034798","0.0006265670669034798","","","true"
"53","308.7278040747683","403.8892267957536","4.621998712667183","-0.3089157779566661","0.0043999999999999595","0.0068","0.002","1244.4444444444443","0.00012385136312034444","0","0.00012385136312034444","0.00012385136312034444","53_41:0.003716906724294533;53_60:0.0037869238511166747","53_41:561.7777777777777;53_60:561.7777777777777","true"
"54","395.3411062960901","21.475145259320545","4.501326191414248","-0.31299719319013514","0.012800000000000034","0.014","0.0116","1244.4444444444443","0.0003860810496375289","0","0.0003860810496375289","0.0003860810496375289","54_64:0.012355636669364262;54_45:0.01141108520892728","54_64:561.7777777777777;54_45:561.7777777777777","true"
"55","166.84510817412897","36.552515349844654","4.686304104707652","-0.3100668699291798","0.009800000000000031","0.0184","0.0012","1244.4444444444443","0.000320460663705569","0","0.000320460663705569","0.000320460663705569","55_49:0.01584132400640373","55_49:561.7777777777777","true"
"56","252.76762169346412","325.328600148518","4.553679193593987","","0.005600000000000049","0.0088","0.0024","1244.4444444444443","0.0005827426861536538","0","0.0005827426861536538","0.0005827426861536538","56_52:0.009912952861601071","56_52:561.7777777777777","true"
"57","325.41439955162525","45.393519336002235","4.6396031161408295","-0.3110258364070089","0.005299999999999971","0.0086","0.002","1244.4444444444443","0.0007870638989866683","0","0.0007870638989866683","0.0007870638989866683","57_56:0.021057966553568952;57_58:0.0187645616432133","57_56:561.7777777777777;57_58:561.7777777777777","true"
"58","268.4054656704171","38.23945273659752","4.60945757373068","-0.3120232272887944","0.005900000000000016","0.0086","0.0032","1244.4444444444443","0.000626113316942157","0","0.000626113316942157","0.000626113316942157","58_71:0.021690638237867904;58_59:0.010581169943416152","58_71:561.7777777777777;58_59:561.7777777777777","true"
"59","302.66356727472123","81.40676409227983","4.769975596233673","-0.3055632788590134","0.0023999999999999577","0.0038","0.001","1244.4444444444443","0.0001649691890019983","0","0.0001649691890019983","0.0001649691890019983","59_60:0.0131087908008235","59_60:561.7777777777777","true"
"60","267.4837088322658","393.3572294478523","4.517586247424842","-0.3130252570847025","0.00539999999999996","0.0064","0.0044","1244.4444444444443","0.00011338486974055782","0","0.00011338486974055782","0.00011338486974055782","60_61:0.008679282513303022","60_61:561.7777777777777","true"
"61","329.0200361877782","144.72637081963748","4.689242171093486","","0.01749999999999996","0.032","0.003","1244.4444444444443","0.0002559821559830298","0","0.0002559821559830298","0.0002559821559830298","61_62:0.007964482247100418","61_62:561.7777777777777","true"
"62","259.1189678306923","25.431776619588877","4.646856084993176","-0.2863049460361145","0.027000000000000024","0.03","0.024","1244.4444444444443","0.000583711312003252","0","0.000583711312003252","0.000583711312003252","","","true"
"63","295.56363154654804","171.28902505873484","4.5074757843368864","-0.32264290979581867","0.0040000000000000036","0.0054","0.0026","1244.4444444444443","0.0002883842534131242","0","0.0002883842534131242","0.0002883842534131242","63_62:0.00869073138728238;63_64:0.006232096484517613","63_62:561.7777777777777;63_64:561.7777777777777","true"
"64","313.7637463583261","37.18866163803872","4.463134902932906","","0.007199999999999984","0.0116","0.0028","1244.4444444444443","0.0002553783234537897","0","0.0002553783234537897","0.0002553783234537897","64_65:0.018357272025684462","64_65:561.7777777777777","true"
"65","271.9780273965405","359.76823556323126","4.615249173838888","-0.31101251617313946","0.0021999999999999797","0.0044","0","1244.4444444444443","0.00020794268423584693","0","0.00020794268423584693","0.00020794268423584693","","","true"
"66","273.12710655528247","87.8284766062824","4.650477916441557","-0.29034076699160294","0.01639999999999997","0.0162","0.0166","1244.4444444444443","0.0013313433024483296","0","0.0013313433024483296","0.0013313433024483296","66_65:0.016308642409905455;66_67:0.018129233315932303","66_65:561.7777777777777;66_67:561.7777777777777","true"
"67","245.13824650753966","73.908107136938","4.714536522092006","-0.3101140892003641","0.013900000000000023","0.0202","0.0076","1244.4444444444443","0.0004491330035967712","0","0.0004491330035967712","0.0004491330035967712","67_68:0.01741007014424359","67_68:561.7777777777777","true"
"68","247.84393006546088","89.17377512254086","4.6127560614484535","-0.31130677970698856","0.01529999999999998","0.014","0.0166","1244.4444444444443","0.00024133842422352495","0","0.00024133842422352495","0.00024133842422352495","68_69:0.010637708708809646;68_55:0.009599370783826944","68_69:561.7777777777777;68_55:561.7777777777777","true"
"69","192.54959970005345","91.94431928872974","4.551435080321044","-0.31213146441791095","0.0029000000000000137","0.0048","0.001","1244.4444444444443","0.0002633581866426759","0","0.0002633581866426759","0.0002633581866426759","69_70:0.008803966892535126","69_70:561.7777777777777","true"
"70","283.9413510019432","72.35346534108756","4.711919815242244","-0.30937241746400446","0.005099999999999993","0.009","0.0012","1244.4444444444443","0.00020279769358623614","0","0.00020279769358623614","0.00020279769358623614","70_74:0.007568090820930212","70_74:561.7777777777777","true"
"71","274.07588928558386","38.90177022678845","4.545860517291338","-0.30894805896719","0.07099999999999995","0.0678","0.0742","1244.4444444444443","0.0008144037944752605","0","0.0008144037944752605","0.0008144037944752605","","","true"
"72","322.73642570709654","168.50137071444087","4.576604003633018","-0.31191901483735823","0.0048000000000000265","0.0092","0.0004","1244.4444444444443","0.0005373953431603226","0","0.0005373953431603226","0.0005373953431603226","72_81:0.020405256692969304;72_62:0.012454386675766427","72_81:561.7777777777777;72_62:561.7777777777777","true"
"73","172.01797867963052","99.32490246192508","4.822094130149357","-0.3060243215183466","0.006900000000000017","0.0104","0.0034","1244.4444444444443","0.00017973241854361282","0","0.00017973241854361282","0.00017973241854361282","73_85:0.013060504717381738;73_66:0.023296610185542188","73_85:561.7777777777777;73_66:561.7777777777777","true"
"74","240.49221120178586","221.0365759104823","4.609664432141547","-0.31109191615982995","0.02429999999999999","0.0262","0.0224","1244.4444444444443","0.00023400198749404903","0","0.00023400198749404903","0.00023400198749404903","","","true"
"75","185.77303858727788","161.0364307055818","4.7874032265519295","-0.27824835792971114","0.0030999999999999917","0.0046","0.0016","1244.4444444444443","0.00013256082258547791","0","0.00013256082258547791","0.00013256082258547791","75_90:0.025759293317346638;75_76:0.00952681344748435","75_90:561.7777777777777;75_76:561.7777777777777","true"
"76","262.6316955771351","270.7049987331865","4.683348682374562","-0.31055697195489596","0.0032999999999999696","0.0062","0.0004","1244.4444444444443","0.00031774037363303825","0","0.00031774037363303825","0.00031774037363303825","76_77:0.010292952307066922","76_77:561.7777777777777","true"
"77","442.5486331153666","329.00870525657666","4.576655799690764","-0.313094932281466","0.04820000000000002","0.0388","0.0576","1244.4444444444443","0.0005858426727532719","0","0.0005858426727532719","0.0005858426727532719","77_78:0.014009663949509865;77_71:0.01796193432089796","77_78:561.7777777777777;77_71:561.7777777777777","true"
"78","507.35403053907044","368.0389709086804","4.4834415220709065","-0.3136874752686043","0.0048000000000000265","0.0086","0.001","1244.4444444444443","0.00017724833689935517","0","0.00017724833689935517","0.00017724833689935517","","","true"
"79","215.84140449188405","78.51215251298886","4.570635849224251","-0.29525409443808415","0.05589999999999995","0.0774","0.0344","1244.4444444444443","0.001106721345813058","0","0.001106721345813058","0.001106721345813058","79_78:0.012223796725669561","79_78:561.7777777777777","true"
"80","2.8499822230799468","8.51202126882876","4.599920221873538","","0.38770000000000004","0.421","0.3544","1244.4444444444443","0.10481261223129015","0","0.10481261223129015","0.10481261223129015","80_81:0.10840569330609302;80_79:0.13317628135028697","80_81:561.7777777777777;80_79:561.7777777777777","true"
"81","234.48245033989255","77.75518902720599","4.498649705870722","-0.31468638313879793","0.005499999999999949","0.0076","0.0034","1244.4444444444443","0.00021801183042668827","0","0.00021801183042668827","0.00021801183042668827","","","true"
"82","205.52952665694946","102.85380397708741","4.6024104092674305","-0.31724266528169737","0.010299999999999976","0.02","0.0006","1244.4444444444443","0.0004731485452921345","0","0.0004731485452921345","0.0004731485452921345","82_81:0.008802916636610009;82_83:0.007998659352003307","82_81:561.7777777777777;82_83:561.7777777777777","true"
"83","392.11326905376274","81.8236369780528","4.636420652830442","-0.3103580553605243","0.016900000000000026","0.0148","0.019","1244.4444444444443","0.00031875946463511543","0","0.00031875946463511543","0.00031875946463511543","","","true"
"84","278.9268680700743","219.90414754937805","4.749611468329236","-0.3090225667525716","0.008099999999999996","0.014","0.0022","1244.4444444444443","0.00017436172704453319","0","0.00017436172704453319","0.00017436172704453319","84_83:0.005153783435880438","84_83:561.7777777777777","true"
"85","370.4286113331907","278.1193380663001","4.586925745584808","-0.31154756735554556","0.0026000000000000467","0.0036","0.0016","1244.4444444444443","0.00011507971939333517","0","0.00011507971939333517","0.00011507971939333517","85_84:0.015004446683499262;85_86:0.034066902531381976","85_84:561.7777777777777;85_86:561.7777777777777","true"
"86","165.80412280340144","159.3513102691381","4.7564484328852465","-0.32580689050206485","0.044399999999999995","0.0482","0.0406","1244.4444444444443","0.0007541251698070928","0","0.0007541251698070928","0.0007541251698070928","","","true"
"87","182.20507251267836","53.01174612852627","4.725083525855402","","0.019100000000000006","0.021","0.0172","1244.4444444444443","0.00048613164992214344","0","0.00048613164992214344","0.00048613164992214344","87_93:0.01683653778567709;87_86:0.011865419863156756","87_93:561.7777777777777;87_86:561.7777777777777","true"
"88","224.80540793349937","40.62242738079573","4.566476793601278","-0.30765951332138847","0.005800000000000027","0.0084","0.0032","1244.4444444444443","0.0001577637933887309","0","0.0001577637933887309","0.0001577637933887309","88_87:0.01836026163719412;88_89:0.014715496975492237","88_87:561.7777777777777;88_89:561.7777777777777","true"
"89","307.53608626880884","234.4917533444081","4.79671486799303","-0.3069228576805572","0.04710000000000003","0.0438","0.0504","1244.4444444444443","0.00008292430624190467","0","0.00008292430624190467","0.00008292430624190467","89_74:0.016143069789366055","89_74:561.7777777777777","true"
"90","204.63720488195156","212.2097413334506","4.704276015076684","-0.2860621408681651","0.0020999999999999908","0.004","0.0002","1244.4444444444443","0.000146233800924881","0","0.000146233800924881","0.000146233800924881","","","true"
"91","291.3807068100418","101.47772986735133","4.709010065604146","-0.3103704189122232","0.005099999999999993","0.0086","0.0016","1244.4444444444443","0.00022098027097591547","0","0.00022098027097591547","0.00022098027097591547","91_98:0.010239358886213051;91_79:0.02214701293537591","91_98:561.7777777777777;91_79:561.7777777777777","true"
"92","285.6108129908107","89.76345788788348","4.729510597378615","-0.3071779631697473","0.0028000000000000247","0.0044","0.0012","1244.4444444444443","0.00017666124893641377","0","0.00017666124893641377","0.00017666124893641377","92_83:0.009518028718056681;92_102:0.030007948615239782","92_83:561.7777777777777;92_102:561.7777777777777","true"
"93","192.46914620000638","119.80130411645848","4.678324305461821","","0.007000000000000006","0.0122","0.0018","1244.4444444444443","0.0005428847816785214","0","0.0005428847816785214","0.0005428847816785214","93_106:0.01167481449874061","93_106:561.7777777777777","true"
"94","256.3981323715894","208.1151417019193","4.876117390452316","-0.3062539208243005","0.021199999999999997","0.0152","0.0272","1244.4444444444443","0.00021939008723713914","0","0.00021939008723713914","0.00021939008723713914","94_95:0.012901819980412899;94_90:0.00561831829771503","94_95:561.7777777777777;94_90:561.7777777777777","true"
"95","239.33505615349728","17.325963525551092","4.597075960088977","-0.3136135264289027","0.03210000000000002","0.0254","0.0388","1244.4444444444443","0.00017157978107419422","0","0.00017157978107419422","0.00017157978107419422","","","true"
"96","305.4343073938344","222.73791682178728","4.7330615480442715","","0.0030999999999999917","0.004","0.0022","1244.4444444444443","0.00015490912201875524","0","0.00015490912201875524","0.00015490912201875524","96_95:0.010748249819773847;96_97:0.009211417462924337;96_109:0.025366510413752652","96_95:561.7777777777777;96_97:561.7777777777777;96_109:561.7777777777777","true"
"97","233.2034924828414","226.84004841632523","4.806811730037536","-0.3064623934471557","0.0040000000000000036","0.0076","0.0004","1244.4444444444443","0.00016660224347648945","0","0.00016660224347648945","0.00016660224347648945","97_98:0.011206492544865304","97_98:561.7777777777777","true"
"98","179.18505288850406","27.341938301919125","4.608985968655563","-0.31190721922188297","0.006399999999999961","0.01","0.0028","1244.4444444444443","0.0005229246473813928","0","0.0005229246473813928","0.0005229246473813928","98_99:0.011507094522571204","98_99:561.7777777777777","true"
"99","325.92010271368383","87.66181853312318","4.574504752226202","-0.31063982957359515","0.013800000000000034","0.0272","0.0004","1244.4444444444443","0.0003090634358195338","0","0.0003090634358195338","0.0003090634358195338","","","true"
"100","258.9606316709905","73.47814222819628","4.647314779215818","-0.31098646352761034","0.0021999999999999797","0.0042","0.0002","1244.4444444444443","0.0002306365395564912","0","0.0002306365395564912","0.0002306365395564912","100_110:0.008682261829700916;100_99:0.01349770100167813","100_110:561.7777777777777;100_99:561.7777777777777","true"
"101","274.2634908108846","253.421643304754","4.724301731644532","-0.3097143441409694","0.0023999999999999577","0.0046","0.0002","1244.4444444444443","0.00009953199958809945","0","0.00009953199958809945","0.00009953199958809945","101_100:0.008466856019928332;101_102:0.012463477806622408","101_100:561.7777777777777;101_102:561.7777777777777","true"
"102","268.693598307037","340.01075913445567","4.60432954555948","-0.31164130137993934","0.0232","0.0222","0.0242","1244.4444444444443","0.00012168776206603384","0","0.00012168776206603384","0.00012168776206603384","","","true"
"103","255.92147384115918","170.51615017359836","4.664324854822989","","0.006000000000000005","0.0114","0.0006","1244.4444444444443","0.0002052426028488738","0","0.0002052426028488738","0.0002052426028488738","103_102:0.005605267821671672;103_104:0.00854794000850398","103_102:561.7777777777777;103_104:561.7777777777777","true"
"104","245.5838542724487","33.497443085843564","4.802233521731621","-0.30843673215390965","0.006900000000000017","0.0082","0.0056","1244.4444444444443","0.0004225815511354736","0","0.0004225815511354736","0.0004225815511354736","","","true"
"105","253.7415646919426","80.29283048132444","4.739901216559379","","0.0041999999999999815","0.0068","0.0016","1244.4444444444443","0.0008852186892001146","0","0.0008852186892001146","0.0008852186892001146","105_104:0.01326260435901419;105_106:0.012149190033496543","105_104:561.7777777777777;105_106:561.7777777777777","true"
