Unnamed:_0,Qubit,T1_us,T2_us,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,_x_sx_error_,P_Value,Zero,One,Quality,abs,P_Value_pred,RSE
0,0,384.8077310067106,486.23766078571145,0.0027,0.0044,0.001,0.0001327268526847,0.2761783860351406,10077,9923,1,154,0.17186251640563763,0.010881800656559464
1,0,232.3192603398693,323.0582975949717,0.005126953125,0.00634765625,0.00390625,0.0001991776765114,0.1197949304259183,10110,9890,1,220,0.16356788240054748,0.0019160713245731933
2,1,460.1554823065436,171.8701412459624,0.0057,0.0086,0.0028,0.0004009879300176,0.023651616655356,10160,9840,1,320,0.17358390735811924,0.022479691795377902
3,1,521.0552804202151,130.86193138748442,0.015869140625,0.01123046875,0.0205078125,0.000190538039894,0.1375638939099033,9895,10105,1,210,0.17270050345826418,0.0012345813305539642
4,2,297.6389408350375,149.38970812380646,0.0046,0.0064,0.0028,0.0003890796801494,0.1491619822990579,10102,9898,1,204,0.16724317048825157,0.00032692936633303726
5,2,272.73794752613907,142.77383610540738,0.01171875,0.009765625,0.013671875,0.000131907626893,0.0211571603264298,9837,10163,1,326,0.16409833553884484,0.020432179571106334
6,3,211.62128005649924,146.72567571405563,0.0062999999999999,0.0076,0.005,0.0001635116734481,0.8320040285726364,10015,9985,1,30,0.1619905172021167,0.4489181054190535
7,3,249.63594857402217,142.13468228326232,0.00634765625,0.0048828125,0.0078125,9.24995750204e-05,0.0003462860151351,10253,9747,0,506,0.16431296727765757,0.02688507256424564
8,4,110.63914548442315,119.10729897263316,0.0653,0.0712,0.0594,0.0004795380529602,3.9919157769141815e-11,10467,9533,0,934,0.13918102002548943,0.019371356324223713
9,4,541.8192633031138,227.85974291043976,0.084716796875,0.06982421875,0.099609375,0.0005581641294551,7.658618933024527e-12,9516,10484,0,968,0.1539259176347163,0.023693188117331745
10,5,445.07588572049497,440.3779108063197,0.0127,0.0094,0.016,0.0002193882350308,0.0254529906573031,10158,9842,1,316,0.1712461131865162,0.02125563457681814
11,5,438.15356415087024,442.81284248188086,0.016357421875,0.0244140625,0.00830078125,0.0001755001441622,0.6713732405408726,10030,9970,1,60,0.1700199954230748,0.2513550763901466
12,6,274.93909720509214,147.01187276966468,0.0163999999999999,0.0304,0.0024,0.000415818029972,0.0002111910557762,10262,9738,0,524,0.16275490823967476,0.0264204599959592
13,6,372.895847892788,185.4006400646429,0.0126953125,0.0087890625,0.0166015625,9.25519982097e-05,0.4535359030648584,9947,10053,1,106,0.16862656499062684,0.08117333092189678
14,7,410.7681347984127,363.2063834652582,0.005126953125,0.00390625,0.00634765625,9.83143923442e-05,0.1657684956597921,10098,9902,1,196,0.17220622154518822,4.1444314575499294e-05
15,7,287.7388438890699,157.7930903066063,0.0427999999999999,0.024,0.0616,0.000321030620219,0.000178487752024,10265,9735,0,530,0.15616048624283768,0.0243303838531882
16,8,423.20033408167046,316.26113499159607,0.15283203125,0.263671875,0.0419921875,0.057518967321455,1.6346737338997198e-10,10452,9548,0,904,0.09863811634852367,0.009729477964536663
17,8,454.8924923762133,297.7769648588041,0.0449,0.0586,0.0312,0.0007063328010428,7.430983723414151e-07,10350,9650,0,700,0.1623498036963467,0.02635721747704475
18,9,454.1564258582864,376.3262951626362,0.01416015625,0.017578125,0.0107421875,0.0001416230256928,0.2081567531855047,10089,9911,1,178,0.1711876031616311,0.0013667180534876738
19,9,118.37388492679776,159.05165351485545,0.0178,0.0314,0.0042,0.0003092412718703,3.7554230748998e-06,10327,9673,0,654,0.15287780499293585,0.023370475031888303
20,10,233.4033388653241,78.30533009331471,0.011962890625,0.01123046875,0.0126953125,0.000149263231242,0.9099218741589818,10008,9992,1,16,0.1617632006364541,0.5597414007669882
21,10,296.817946413255,84.01668052014429,0.0047,0.006,0.0034,0.0001695320061317,0.2888443663464849,9925,10075,1,150,0.16729960281168077,0.014773129542731455
22,11,145.4709866714758,179.5609297415617,0.0194999999999999,0.0178,0.0212,0.0007792412915607,0.3153344497825558,10071,9929,1,142,0.15373505978462984,0.02611436284770178
23,11,242.6215792943725,220.72528313966023,0.004638671875,0.005859375,0.00341796875,0.0002078364101893,0.0001197385134746,10272,9728,0,544,0.16431187971536754,0.02695905923246235
24,12,420.3339076984881,320.3019685662814,0.0193999999999999,0.0164,0.0224,0.0003009248493459,2.666624872524396e-05,9703,10297,0,594,0.16847549347425494,0.028375007393656355
25,12,378.7884970988112,378.8805089027159,0.017822265625,0.0146484375,0.02099609375,0.0001044694326597,0.0003106603426391,9745,10255,0,510,0.16743677855862282,0.027931139389942967
26,13,269.3716591911651,86.06568861150538,0.0234999999999999,0.0324,0.0146,0.0001718197335038,0.3085668768612489,10072,9928,1,144,0.1606187037045484,0.021888661940405035
27,13,446.8310757521897,91.48537843271934,0.0263671875,0.0224609375,0.0302734375,0.0002448923424111,0.8987194060853732,9991,10009,1,18,0.16749465546887968,0.5346896359141531
28,14,381.364641319099,353.08039047033486,0.0042999999999999,0.0058,0.0028,9.86243916207e-05,0.2348572885450054,10084,9916,1,168,0.17129980298627115,0.004039553970548713
29,14,277.3241490267648,330.23714298621314,0.005126953125,0.0068359375,0.00341796875,0.0001521463069938,0.2185601545094493,10087,9913,1,174,0.16616642147942884,0.0027451032608210566
30,15,380.5148007759491,70.9926395505747,0.0263671875,0.0146484375,0.0380859375,0.0005410877531115,0.0417034303994352,10144,9856,1,288,0.1648824978988649,0.015173082670029057
31,15,351.40390800435887,66.71791674174106,0.0537999999999999,0.0594,0.0482,0.0005933173513627,0.4707563801588296,9949,10051,1,102,0.15600864038162524,0.09906613969485877
32,16,321.5433335740062,110.69141580900484,0.0143999999999999,0.0258,0.003,0.0001677639083568,4.129599471333769e-07,10358,9642,0,716,0.16582914233200147,0.027499167485150036
33,16,421.7006835936474,127.82068064772756,0.03125,0.0224609375,0.0400390625,0.0001224419363492,0.0870444920273306,9879,10121,1,242,0.16533615700413573,0.0061295848048402955
34,17,413.9342007875416,69.63560089463772,0.058837890625,0.0634765625,0.05419921875,0.0003925617269211,0.3654141708778586,10064,9936,1,128,0.15723665786536378,0.04333787692406745
35,17,319.23929768270386,53.07364689001495,0.0840999999999999,0.0684,0.0998,0.0009645795234531,0.1069176723701433,9886,10114,1,228,0.14590291000615085,0.0015198487535359802
36,18,253.64926408586183,46.74275835758955,0.004,0.0056,0.0024,0.0001865333712593,0.1614919304446302,10099,9901,1,198,0.16514215821965114,1.3324162809534338e-05
37,18,433.1155608043481,49.28161580992735,0.005126953125,0.00830078125,0.001953125,0.0002011995683007,0.0211571603264298,10163,9837,1,326,0.1729500278568617,0.023041074633111246
38,19,333.4311638524518,214.7167540188217,0.036376953125,0.03466796875,0.0380859375,0.0002530893888037,4.932703031438923e-05,9713,10287,0,574,0.16023447419064757,0.025659281370777602
39,19,377.9497975617496,248.63158659548463,0.0249,0.0328,0.017,0.0002305068238674,0.0001505912879944,10268,9732,0,536,0.1653645770805498,0.027295661101462695
