Qubit,p_i
0,0.9728260869565186
1,0.9704631379962162
2,0.9881852551984844
3,0.9881852551984844
4,0.9032372400756116
5,0.9822778827977284
6,0.9262759924385604
7,0.9203686200378044
8,0.9032372400756116
9,0.8996928166351579
10,0.9669187145557624
11,0.9881852551984844
12,0.91150756143667
13,0.9575850661625678
14,0.9564035916824166
15,0.9763705103969724
16,0.9233223062381825
17,0.9822778827977284
18,0.9232041587901672
19,0.9469517958412068
20,0.8648393194706968
21,0.9940926275992408
22,0.9504962192816604
23,0.9623109640831728
24,0.9233223062381825
25,0.9138705103969724
26,0.9410444234404508
27,0.8471172022684285
28,0.939272211720224
29,0.9940926275992408
30,0.9416351606805264
31,0.9416351606805264
32,0.8530245746691846
33,0.8943761814744774
34,0.9682183364839289
35,0.990548204158787
36,0.9410444234404508
37,0.9357277882797702
38,0.9469517958412068
39,0.908553875236292
40,0.94517958412098
41,0.9410444234404508
42,0.9386814744801484
43,0.9439981096408288
44,0.754962192816633
45,0.9669187145557624
46,0.9893667296786356
47,0.8140359168241942
48,0.9469517958412068
49,0.8677930056710749
50,0.9704631379962162
51,0.9091446124763676
52,0.9351370510396946
53,0.9439981096408288
54,0.9711720226843068
55,0.8152173913043455
56,0.9469517958412068
57,0.926866729678636
58,0.8884688090737213
59,0.9710538752362918
60,0.9822778827977284
61,0.9623109640831728
62,0.929820415879014
63,0.9410444234404508
64,0.9999999999999968
65,0.9564035916824166
66,0.9682183364839289
67,0.92095935727788
68,0.9469517958412068
69,0.9504962192816604
70,0.929820415879014
71,0.8914224952740993
72,0.9150519848771238
73,0.9528591682419628
74,0.9227315689981068
75,0.9386814744801484
76,0.9623109640831728
77,0.9564035916824166
78,0.9499054820415848
79,0.9321833648393164
80,0.1630434782608695
81,0.9528591682419628
82,0.9292296786389384
83,0.9822778827977284
84,0.9410444234404508
85,0.9445888468809044
86,0.9233223062381825
87,0.9822778827977284
88,0.9410444234404508
89,0.9999999999999968
90,0.9416351606805264
91,0.9439981096408288
92,0.9499054820415848
93,0.9528591682419628
94,0.9504962192816604
95,0.9999999999999968
96,0.9410444234404508
97,0.9203686200378044
98,0.9528591682419628
99,0.8530245746691846
100,0.951086956521736
101,0.9410444234404508
102,0.9834593572778796
103,0.9321833648393164
104,0.9504962192816604
105,0.9763705103969724
106,0.8140359168241942
107,0.643903591682418
108,0.9292296786389384
109,0.9763705103969724
110,0.9705812854442312
111,0.96455576559546
112,0.9410444234404508
113,0.9846408317580309
114,0.9999999999999968
115,0.9504962192816604
116,0.823487712665404
117,0.8057655954631356
118,0.92095935727788
119,0.9763705103969724
120,0.9410444234404508
121,0.8559782608695626
122,0.9763705103969724
123,0.8293950850661601
124,0.9881852551984844
125,0.9623109640831728
126,0.9564035916824166
