Qubit,p_i
0,0.8825614366729652
1,0.9564035916824166
2,0.9999999999999968
3,0.9410444234404508
4,0.9940926275992408
5,0.9999999999999968
6,0.9763705103969724
7,0.9386814744801484
8,0.9999999999999968
9,0.9940926275992408
10,0.9999999999999968
11,0.9728260869565186
12,0.9999999999999968
13,0.9509688090737208
14,0.9940926275992408
15,0.9999999999999968
16,0.9881852551984844
17,0.9564035916824166
18,0.9734168241965944
19,0.9999999999999968
20,0.9623109640831728
21,0.9822778827977284
22,0.9763705103969724
23,0.9822778827977284
24,0.6911625708884669
25,0.9562854442344014
26,0.8412098298676723
27,0.9940926275992408
28,0.8825614366729652
29,0.9763705103969724
30,0.942225897920602
31,0.9728260869565186
32,0.9822778827977284
33,0.958766540642719
34,0.9623109640831728
35,0.9999999999999968
36,0.9327741020793922
37,0.9822778827977284
38,0.9822778827977284
39,0.8293950850661601
40,0.9999999999999968
41,0.9657372400756112
42,0.967509451795838
43,0.9682183364839289
44,0.9504962192816604
45,0.9351370510396946
46,0.9881852551984844
47,0.9723534971644582
48,0.990548204158787
49,0.9410444234404508
50,0.9504962192816604
51,0.9410444234404508
52,0.9321833648393164
53,0.9822778827977284
54,0.9623109640831728
55,0.9999999999999968
56,0.9663279773156868
57,0.9822778827977284
58,0.9763705103969724
59,0.9999999999999968
60,0.9940926275992408
61,0.9822778827977284
62,0.96455576559546
63,0.9504962192816604
64,0.9881852551984844
65,0.9940926275992408
66,0.9734168241965944
67,0.9386814744801484
68,0.9881852551984844
69,0.9822778827977284
70,0.9439981096408288
71,0.929820415879014
72,0.8973298676748555
73,0.9657372400756112
74,0.9822778827977284
75,0.9564035916824166
76,0.9445888468809044
77,0.9704631379962162
78,0.9763705103969724
79,0.9999999999999968
80,0.9327741020793922
81,0.9940926275992408
82,0.9468336483931916
83,0.9822778827977284
84,0.9881852551984844
85,0.9793241965973504
86,0.9999999999999968
87,0.951086956521736
88,0.9940926275992408
89,0.9439981096408288
90,0.9846408317580309
91,0.9999999999999968
92,0.9763705103969724
93,0.9682183364839289
94,0.9940926275992408
95,0.8648393194706968
96,0.9564035916824166
97,0.94517958412098
98,0.9564035916824166
99,0.9386814744801484
100,0.9940926275992408
101,0.9032372400756116
102,0.8914224952740993
103,0.9763705103969724
104,0.9445888468809044
105,0.9822778827977284
106,0.9881852551984844
107,0.9852315689981064
108,0.9846408317580309
109,0.9940926275992408
110,0.9822778827977284
111,0.9881852551984844
112,0.9002835538752335
113,0.9657372400756112
114,0.9940926275992408
115,0.9881852551984844
116,0.9881852551984844
117,0.9469517958412068
118,0.9575850661625678
119,0.972235349716443
120,0.9150519848771238
121,0.9999999999999968
122,0.9763705103969724
123,0.8648393194706968
124,0.9468336483931916
125,0.9763705103969724
126,0.9940926275992408
