Qubit,p_i
0,0.9723534971644582
1,0.958766540642719
2,0.9445888468809044
3,0.9881852551984844
4,0.8943761814744774
5,0.9763705103969724
6,0.929820415879014
7,0.9528591682419628
8,0.8973298676748555
9,0.9233223062381825
10,0.9580576559546284
11,0.9623109640831728
12,0.9054820415878988
13,0.9893667296786356
14,0.9940926275992408
15,0.9881852551984844
16,0.9410444234404508
17,0.9940926275992408
18,0.9521502835538722
19,0.9292296786389384
20,0.7880434782608673
21,0.9999999999999968
22,0.9321833648393164
23,0.958766540642719
24,0.9321833648393164
25,0.9380907372400726
26,0.929820415879014
27,0.7726843100189014
28,0.923913043478258
29,0.9999999999999968
30,0.958766540642719
31,0.9545132325141746
32,0.8293950850661601
33,0.876654064272209
34,0.9781427221171992
35,0.9940926275992408
36,0.9292296786389384
37,0.9292296786389384
38,0.8825614366729652
39,0.873700378071831
40,0.9245037807183336
41,0.9410444234404508
42,0.9469517958412068
43,0.9380907372400726
44,0.7077032136105841
45,0.9469517958412068
46,0.9315926275992408
47,0.8081285444234381
48,0.9002835538752335
49,0.876654064272209
50,0.9304111531190896
51,0.8884688090737213
52,0.9262759924385604
53,0.9351370510396946
54,0.9410444234404508
55,0.8093100189035893
56,0.9032372400756116
57,0.9061909262759896
58,0.9262759924385604
59,0.966446124763702
60,0.990548204158787
61,0.9469517958412068
62,0.9528591682419628
63,0.9351370510396946
64,0.9723534971644582
65,0.9245037807183336
66,0.9380907372400726
67,0.8471172022684285
68,0.9315926275992408
69,0.9351370510396946
70,0.958766540642719
71,0.8973298676748555
72,0.905600189035914
73,0.9469517958412068
74,0.9528591682419628
75,0.9504962192816604
76,0.958766540642719
77,0.9623109640831728
78,0.9528591682419628
79,0.855387523629487
80,0.2268431001890359
81,0.9351370510396946
82,0.8796077504725871
83,0.9710538752362918
84,0.9380907372400726
85,0.9445888468809044
86,0.9321833648393164
87,0.9940926275992408
88,0.9410444234404508
89,0.9940926275992408
90,0.9203686200378044
91,0.9469517958412068
92,0.9469517958412068
93,0.9174149338374262
94,0.9822778827977284
95,0.9682183364839289
96,0.9781427221171992
97,0.9840500945179552
98,0.9564035916824166
99,0.7726843100189014
100,0.9881852551984844
101,0.9351370510396946
102,0.9940926275992408
103,0.9528591682419628
104,0.9321833648393164
105,0.9787334593572748
106,0.7785916824196575
107,0.5021266540642711
108,0.9623109640831728
109,0.9564035916824166
110,0.9564035916824166
111,0.9881852551984844
112,0.8914224952740993
113,0.9999999999999968
114,0.9682183364839289
115,0.9469517958412068
116,0.8175803402646479
117,0.7726843100189014
118,0.9723534971644582
119,0.9670368620037776
120,0.9623109640831728
121,0.8081285444234381
122,0.9999999999999968
123,0.7998582230623795
124,0.9469517958412068
125,0.9881852551984844
126,0.9469517958412068
