Qubit,T1_us,T2_us,Frequency_GHz,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,ID_error_,One,One_pred,RSE
0,237.363640207058,60.47969240018557,4.721905257319033,0.03662109375,0.0205078125,0.052734375,0.0001734065740478,988,379,370881
1,158.45256790461264,306.6382369930084,4.815136886686477,0.018310546875,0.01318359375,0.0234375,7.17078124105e-05,364,213,22801
2,227.8750927230388,267.9119653614913,4.609656708225,0.047607421875,0.0712890625,0.02392578125,0.0003293684085777,204,467,69169
3,366.2675928480455,391.6436882299018,4.875546361672497,0.029296875,0.01025390625,0.04833984375,0.0001072344262964,896,355,292681
4,172.24369977361226,171.70368343098505,4.818169983483916,0.016357421875,0.0146484375,0.01806640625,0.0001072341151506,251,202,2401
5,225.67540407570323,220.38074977243463,4.7341547310763685,0.010009765625,0.01025390625,0.009765625,8.96154926666e-05,107,166,3481
6,223.59246244380788,83.15010574387493,4.876291127043162,0.01220703125,0.00830078125,0.01611328125,0.0002654272281749,248,183,4225
7,305.1706883653607,263.1396460704861,4.967503228716928,0.021240234375,0.02880859375,0.013671875,0.0002545484611121,191,277,7396
8,326.53473998060616,243.50256007339945,4.902360994902699,0.017822265625,0.01318359375,0.0224609375,0.0001774487344584,152,255,10609
9,406.53941390709633,173.71557353229463,4.987233567312411,0.015869140625,0.0078125,0.02392578125,0.0001318647973293,94,261,27889
10,170.16594938485383,222.03664718935835,4.831527244497341,0.0185546875,0.00927734375,0.02783203125,0.0001214329576312,303,218,7225
11,205.7224190331731,434.74928590199846,4.9723887191418505,0.14697265625,0.140625,0.1533203125,0.0001759860271404,2973,1246,2982529
12,338.3716887812377,164.3107462057929,4.936321850521629,0.0224609375,0.01318359375,0.03173828125,0.0001279350496918,371,294,5929
13,252.9946090284145,61.5982989786162,5.005803758042261,0.01611328125,0.01318359375,0.01904296875,0.0002414188771671,699,222,227529
14,276.9729936703178,122.9701473505566,4.903344737422966,0.016357421875,0.013671875,0.01904296875,0.0002106852708509,333,230,10609
15,304.941767605406,42.92847532995483,4.947907109315612,0.012939453125,0.0166015625,0.00927734375,0.0003592117090424,124,211,7569
16,252.38336309162125,16.372709835707646,4.960332209675662,0.0166015625,0.01171875,0.021484375,0.0002968054869654,206,225,361
17,183.08100247970776,221.53029918683947,4.820815999107069,0.014404296875,0.01123046875,0.017578125,0.0001692053775096,526,189,113569
18,119.68547096349434,93.22240520103266,4.788131681391996,0.0126953125,0.01611328125,0.00927734375,0.0003159875488943,192,159,1089
19,320.1397973200648,139.52284668740532,4.7470127541983,0.013916015625,0.01904296875,0.0087890625,0.0002094519022097,211,223,144
20,205.8218312349316,219.76466909033044,4.862344373616834,0.023193359375,0.00927734375,0.037109375,0.0002163763016461,530,264,70756
21,250.23070936166383,134.4814964627794,4.966489178568096,0.0087890625,0.00390625,0.013671875,0.0001452744100939,119,163,1936
22,275.8668086066445,201.19256018723257,5.038195362941405,0.021728515625,0.0322265625,0.01123046875,0.0003638582338904,129,273,20736
23,337.75458633878696,183.01285187082897,4.844979209579568,0.013671875,0.0107421875,0.0166015625,0.0001496298842987,118,225,11449
24,230.8487331982512,119.6171321492539,5.10078649303592,0.13232421875,0.0244140625,0.240234375,0.0001558721660167,5140,1127,16104169
25,215.4356220836172,178.22225809635287,4.945225748546381,0.024658203125,0.00390625,0.04541015625,0.0001488790791938,182,278,9216
26,228.94403018509547,17.493510576837703,4.854111516835544,0.02880859375,0.05078125,0.0068359375,0.0017859892335793,237,318,6561
27,326.91858935625186,227.6277868179083,4.747642528677403,0.055908203125,0.06396484375,0.0478515625,0.0001470913716844,1192,558,401956
28,225.45173929366408,100.80527155061424,4.994404735606249,0.035888671875,0.01318359375,0.05859375,0.0004131080085591,1485,369,1245456
29,330.0988703062876,295.2070706019093,4.62864352948515,0.023681640625,0.02099609375,0.0263671875,0.0001988376610223,329,302,729
30,451.54306417141504,64.82208370954781,4.732967566627754,0.013671875,0.01025390625,0.01708984375,0.0003115184437534,128,256,16384
31,83.55821541336894,60.4872428282716,4.797663384807813,0.00830078125,0.00927734375,0.00732421875,0.0015168449695105,141,114,729
