		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 58.578125	M = 30000	N = 8	m = 9	n = 240000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000110011   45   56   68   61   52   55   59   54  6.405516 0.601906 SUCCESS  23
000110101   69   61   57   62   69   54   56   51  5.690027 0.681908 SUCCESS  24
000110111   55   59   51   70   56   50   61   65  5.793737 0.670324 SUCCESS  25
000111001   67   53   57   68   44   52   65   57  8.699828 0.368247 SUCCESS  26
000111011   66   57   60   72   58   64   61   51  5.874278 0.661312 SUCCESS  27
000111101   49   64   66   64   71   63   54   56  7.186101 0.516694 SUCCESS  28
000111111   56   56   65   51   57   50   65   72  7.227475 0.512301 SUCCESS  29
001000011   50   57   60   53   60   49   47   67  7.201547 0.515052 SUCCESS  30
001000101   42   62   45   70   55   63   54   58 11.562891 0.171798 SUCCESS  31
001000111   63   62   76   63   57   52   60   50  8.397524 0.395633 SUCCESS  32
001001011   49   70   57   61   42   62   40   76 20.579056 0.008354 FAILURE  33
001001101   65   43   58   51   55   60   60   64  6.847940 0.553124 SUCCESS  34
001001111   51   64   68   57   61   67   71   57  7.267194 0.508098 SUCCESS  35
001010011   56   55   63   51   50   56   54   61  3.592102 0.891925 SUCCESS  36
001010101   56   64   78   52   50   57   55   58  9.633771 0.291677 SUCCESS  37
001010111   66   60   50   69   67   64   70   56  8.415728 0.393949 SUCCESS  38
001011011   49   58   43   67   57   49   49   67 11.696390 0.165273 SUCCESS  39
001011101   65   62   52   67   62   57   71   52  6.689065 0.570521 SUCCESS  40
001011111   62   62   71   45   59   48   54   51  9.754031 0.282716 SUCCESS  41
001100101   61   67   49   54   65   53   60   49  6.277534 0.616175 SUCCESS  42
001100111   48   52   52   58   64   75   64   50 10.606330 0.225018 SUCCESS  43
001101011   67   70   68   57   66   63   60   59  6.522466 0.588917 SUCCESS  44
001101101   55   61   60   56   71   68   48   69  8.666178 0.371234 SUCCESS  45
001101111   58   61   57   71   44   50   69   63 10.190386 0.251917 SUCCESS  46
001110101   65   45   60   44   54   54   51   47 11.890019 0.156179 SUCCESS  47
001110111   66   57   59   66   58   52   55   50  4.286629 0.830381 SUCCESS  48
001111011   53   59   56   66   74   57   60   57  5.964197 0.651243 SUCCESS  49
001111101   63   57   71   56   74   62   54   70 10.308439 0.244041 SUCCESS  50
001111111   49   60   70   57   60   63   71   66  8.079222 0.425770 SUCCESS  51
010000011   71   74   54   62   56   60   50   73 12.622610 0.125511 SUCCESS  52
010000111   50   69   55   43   47   59   51   61 11.213145 0.189912 SUCCESS  53
010001011   52   62   45   50   51   65   59   56  7.386350 0.495579 SUCCESS  54
010001111   56   56   70   59   63   52   56   63  4.112308 0.846851 SUCCESS  55
010010011   76   51   55   55   59   69   64   67 10.515308 0.230703 SUCCESS  56
010010111   67   71   61   62   49   64   57   69  8.385939 0.396706 SUCCESS  57
010011011   50   57   56   63   45   60   56   72  8.393111 0.396042 SUCCESS  58
010011111   64   57   86   68   50   68   66   81 28.117351 0.000452 FAILURE  59
010100011   49   60   71   52   62   57   72   73 12.245282 0.140591 SUCCESS  60
010100111   62   51   62   52   42   51   56   57  8.217686 0.412500 SUCCESS  61
010101011   56   59   79   52   49   56   62   52 10.953869 0.204327 SUCCESS  62
010101111   64   45   60   53   54   50   59   61  6.134105 0.632213 SUCCESS  63
010110011   55   67   58   55   55   52   62   46  5.699405 0.680862 SUCCESS  64
010110111   46   57   53   55   49   55   57   69  7.418897 0.492183 SUCCESS  65
010111011   72   53   51   75   63   70   58   54 12.527726 0.129165 SUCCESS  66
010111111   51   51   61   56   60   52   66   58  4.026251 0.854747 SUCCESS  67
011000111   56   41   54   50   70   61   65   60 10.411046 0.237352 SUCCESS  68
011001111   55   69   56   66   63   66   58   51  5.570319 0.695237 SUCCESS  69
011010111   65   72   67   61   64   62   63   55  6.560530 0.584702 SUCCESS  70
011011111   54   60   51   65   48   56   71   62  7.170655 0.518337 SUCCESS  71
011101111   63   59   55   85   63   72   57   61 16.570768 0.034902 SUCCESS  72
011111111   43   52   70   67   57   54   72   66 13.169295 0.106156 SUCCESS  73
100000000   50   51   51   68   71   55   56   59  7.963927 0.437002 SUCCESS  74
100010000   65   72   60   55   62   51   54   42 10.611846 0.224677 SUCCESS  75
100100000   62   60   50   57   53   49   54   67  5.376138 0.716721 SUCCESS  76
100101000   54   56   56   57   59   60   61   67  2.043070 0.979663 SUCCESS  77
100110000   54   55   61   69   49   63   64   63  5.445646 0.709054 SUCCESS  78
100111000   65   61   58   53   70   62   70   50  7.498335 0.483939 SUCCESS  79
101000000   62   63   59   64   61   62   62   59  1.594027 0.991034 SUCCESS  80
101000100   61   67   54   50   70   46   61   55  8.449931 0.390797 SUCCESS  81
101001000   63   60   53   66   53   62   59   56  2.778971 0.947453 SUCCESS  82
101001100   68   47   69   48   43   57   53   55 12.929327 0.114304 SUCCESS  83
101010000   59   52   59   56   64   78   54   54  8.805193 0.358995 SUCCESS  84
101010100   53   56   58   47   65   68   62   52  6.304565 0.613157 SUCCESS  85
101011000   64   58   53   56   65   62   59   54  2.499284 0.961764 SUCCESS  86
101011100   68   62   44   63   71   69   66   48 13.459463 0.096988 SUCCESS  87
101100000   48   55   60   63   63   66   54   61  4.373239 0.821977 SUCCESS  88
101100100   55   63   60   64   52   55   51   55  3.355445 0.910115 SUCCESS  89
101101000   56   67   70   69   65   56   53   58  6.990265 0.537683 SUCCESS  90
101101100   57   71   54   75   60   58   52   71 11.427737 0.178621 SUCCESS  91
101110000   54   47   54   63   52   62   65   42 10.001722 0.264905 SUCCESS  92
101110100   62   70   65   40   54   58   58   60  9.747963 0.283163 SUCCESS  93
101111000   68   60   60   58   73   57   54   65  6.457923 0.596078 SUCCESS  94
101111100   63   59   57   62   46   59   57   67  4.690989 0.790035 SUCCESS  95
110000000   54   51   59   56   74   53   65   53  7.529227 0.480751 SUCCESS  96
110000010   58   61   65   65   64   68   55   46  6.670308 0.572585 SUCCESS  97
110000100   53   49   56   67   61   54   44   50  9.062262 0.337071 SUCCESS  98
110001000   80   68   60   49   49   59   55   55 13.397678 0.098880 SUCCESS  99
110001010   71   54   60   54   57   44   64   59  7.817188 0.451529 SUCCESS 100
110010000   69   58   55   58   44   46   48   76 16.032909 0.041911 SUCCESS 101
110010010   51   61   63   56   61   54   57   65  2.825309 0.944837 SUCCESS 102
110010100   66   60   56   56   50   60   52   71  6.065149 0.639934 SUCCESS 103
110011000   56   59   63   54   57   52   70   51  4.960194 0.761822 SUCCESS 104
110011010   56   56   70   46   51   67   62   54  8.173003 0.416756 SUCCESS 105
110100000   56   64   65   63   61   54   58   67  3.440950 0.903724 SUCCESS 106
110100010   63   68   57   47   69   59   55   48  8.444414 0.391304 SUCCESS 107
110100100   76   54   57   65   66   75   66   66 14.177711 0.077249 SUCCESS 108
110101000   61   58   58   62   60   71   63   62  3.633476 0.888587 SUCCESS 109
110101010   53   51   59   47   64   67   69   46 10.413804 0.237175 SUCCESS 110
110101100   66   67   54   54   60   63   55   54  3.941297 0.862381 SUCCESS 111
110110000   50   60   58   76   75   56   53   52 12.889609 0.115705 SUCCESS 112
110110010   57   51   59   68   52   46   59   68  7.754852 0.457776 SUCCESS 113
110110100   64   61   71   58   53   67   50   58  6.458475 0.596017 SUCCESS 114
110111000   51   52   55   51   62   55   54   50  5.119069 0.744777 SUCCESS 115
110111010   64   50   61   38   56   51   48   62 12.709771 0.122233 SUCCESS 116
110111100   68   54   64   74   68   50   63   72 13.045726 0.110286 SUCCESS 117
111000000   67   49   61   53   76   60   71   55 11.867953 0.157193 SUCCESS 118
111000010   47   44   63   65   59   54   67   56  8.933728 0.347917 SUCCESS 119
111000100   62   62   62   51   66   59   59   67  3.864617 0.869127 SUCCESS 120
111000110   53   69   67   50   60   44   50   57 10.147909 0.254798 SUCCESS 121
111001000   62   62   55   58   52   54   55   67  3.257251 0.917192 SUCCESS 122
111001010   70   55   58   58   50   60   48   71  8.574604 0.379441 SUCCESS 123
111001100   58   50   55   65   68   64   70   55  6.873867 0.550301 SUCCESS 124
111010000   55   58   71   61   50   56   55   70  7.004608 0.536136 SUCCESS 125
111010010   55   60   66   58   66   71   65   71  8.388146 0.396502 SUCCESS 126
111010100   64   54   59   51   52   63   62   53  3.770837 0.877185 SUCCESS 127
111010110   57   62   56   53   56   48   57   44  6.805463 0.557760 SUCCESS 128
111011000   48   60   54   63   75   55   71   51 11.450354 0.177463 SUCCESS 129
111011010   62   74   55   64   55   71   65   50 10.126946 0.256229 SUCCESS 130
111011100   54   52   47   52   62   52   56   54  5.722022 0.678337 SUCCESS 131
111100000   61   52   65   60   75   70   65   63  9.767822 0.281701 SUCCESS 132
111100010   66   58   56   54   53   54   74   63  6.928481 0.544368 SUCCESS 133
111100100   50   64   57   49   63   53   53   79 12.287207 0.138842 SUCCESS 134
111100110   71   61   56   71   61   66   75   57 11.549100 0.172484 SUCCESS 135
111101000   58   58   63   62   58   56   60   72  3.902681 0.865795 SUCCESS 136
111101010   67   55   59   59   60   66   55   54  3.088446 0.928685 SUCCESS 137
111101100   54   60   51   53   72   56   61   52  6.133553 0.632275 SUCCESS 138
111101110   52   56   56   55   68   43   51   68  9.656389 0.289976 SUCCESS 139
111110000   59   60   71   62   69   66   68   72 10.606330 0.225018 SUCCESS 140
111110010   49   67   61   57   57   47   52   82 15.877344 0.044170 SUCCESS 141
111110100   59   56   76   72   60   69   54   81 19.856394 0.010893 SUCCESS 142
111110110   56   65   67   53   67   70   64   57  6.764641 0.562226 SUCCESS 143
111111000   62   52   68   50   58   54   84   53 16.170270 0.040007 SUCCESS 144
111111010   52   51   62   66   57   52   61   66  4.840486 0.774481 SUCCESS 145
111111100   52   57   61   60   59   49   75   67  8.582327 0.378745 SUCCESS 146
111111110   43   52   70   67   57   54   72   66 13.169295 0.106156 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 58.578125	M = 30000	N = 8	m = 9	n = 240000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   55   52   54   57   59   52   62   51  3.391302 0.907460 SUCCESS   0
000000011   57   67   53   51   60   61   55   48  5.199610 0.736044 SUCCESS   1
000000101   61   54   57   67   54   54   61   44  6.364694 0.606452 SUCCESS   2
000000111   50   56   61   65   56   54   56   65  3.580518 0.892852 SUCCESS   3
000001001   58   55   59   55   58   62   59   56  0.794134 0.999245 SUCCESS   4
000001011   58   57   49   63   57   46   71   52  8.339049 0.401071 SUCCESS   5
000001101   58   49   65   44   54   68   59   67  9.297265 0.317843 SUCCESS   6
000001111   63   46   51   64   68   72   57   70 11.764795 0.162011 SUCCESS   7
000010001   56   62   54   74   63   49   42   58 11.714594 0.164399 SUCCESS   8
000010011   59   55   62   52   54   56   66   62  2.866131 0.942475 SUCCESS   9
000010101   69   68   56   55   55   62   57   49  5.923926 0.655753 SUCCESS  10
000010111   62   61   53   58   62   50   64   54  3.260009 0.916997 SUCCESS  11
000011001   59   65   55   62   58   65   62   70  4.407441 0.818620 SUCCESS  12
000011011   53   62   62   51   53   51   67   63  5.136722 0.742868 SUCCESS  13
000011101   58   75   75   68   63   56   59   56 11.677082 0.166204 SUCCESS  14
000011111   52   57   61   53   55   66   63   57  3.048176 0.931298 SUCCESS  15
000100011   57   61   64   68   56   48   40   51 11.432701 0.178366 SUCCESS  16
000100101   73   58   56   59   60   61   61   64  4.559696 0.803431 SUCCESS  17
000100111   56   55   59   58   56   66   57   61  1.589613 0.991118 SUCCESS  18
000101001   62   51   57   60   51   61   64   64  3.455293 0.902632 SUCCESS  19
000101011   65   65   66   71   54   59   59   51  6.542326 0.586717 SUCCESS  20
000101101   52   50   46   73   51   53   67   51 12.356163 0.136006 SUCCESS  21
000101111   53   60   51   66   66   60   59   41  9.036886 0.339194 SUCCESS  22
000110011   67   62   44   70   64   66   59   62  9.214517 0.324524 SUCCESS  23
000110101   80   61   58   57   49   53   48   70 14.701227 0.065222 SUCCESS  24
000110111   51   46   50   69   53   45   66   61 11.902707 0.155598 SUCCESS  25
000111001   58   68   51   61   46   56   58   58  5.612244 0.690575 SUCCESS  26
000111011   65   64   69   73   69   66   64   60 10.280305 0.245901 SUCCESS  27
000111101   49   57   49   58   63   80   58   71 14.464569 0.070432 SUCCESS  28
000111111   52   49   62   58   60   62   66   66  4.783114 0.780486 SUCCESS  29
001000011   54   81   72   56   70   64   57   62 15.614759 0.048238 SUCCESS  30
001000101   44   52   50   62   58   67   63   52  8.388146 0.396502 SUCCESS  31
001000111   54   52   64   56   49   46   37   58 14.407749 0.071737 SUCCESS  32
001001011   61   49   60   55   61   54   49   54  4.447711 0.814641 SUCCESS  33
001001101   59   60   63   45   56   58   50   65  5.788772 0.670879 SUCCESS  34
001001111   53   66   63   75   52   63   56   49  9.473241 0.303958 SUCCESS  35
001010011   66   55   57   61   37   53   62   60 10.356984 0.240859 SUCCESS  36
001010101   61   59   52   48   78   59   66   55 10.706179 0.218910 SUCCESS  37
001010111   51   75   66   73   56   58   58   59 10.550613 0.228484 SUCCESS  38
001011011   46   42   55   52   50   61   79   50 18.697930 0.016561 SUCCESS  39
001011101   68   52   50   46   57   57   48   50  9.784923 0.280447 SUCCESS  40
001011111   60   59   45   70   63   63   65   53  7.563981 0.477176 SUCCESS  41
001100101   61   49   54   66   60   66   55   56  4.416819 0.817696 SUCCESS  42
001100111   62   54   53   63   64   67   64   63  4.106240 0.847413 SUCCESS  43
001101011   78   64   67   52   47   42   45   72 22.846336 0.003567 FAILURE  44
001101101   60   52   55   48   60   47   55   72  8.809055 0.358659 SUCCESS  45
001101111   57   59   73   64   56   52   61   72  8.402489 0.395173 SUCCESS  46
001110101   57   59   80   52   59   60   54   53  9.869877 0.274278 SUCCESS  47
001110111   66   61   57   60   61   63   66   59  2.579825 0.957905 SUCCESS  48
001111011   61   56   68   61   64   73   56   61  6.302910 0.613342 SUCCESS  49
001111101   57   68   46   54   59   58   56   52  5.664099 0.684799 SUCCESS  50
001111111   56   68   67   55   51   52   77   59 10.934010 0.205466 SUCCESS  51
010000011   70   59   55   58   55   74   53   65  8.239752 0.410408 SUCCESS  52
010000111   45   71   60   57   67   58   67   60  8.603841 0.376809 SUCCESS  53
010001011   45   44   56   60   67   68   59   51 10.995243 0.201969 SUCCESS  54
010001111   56   57   58   57   65   57   45   64  4.756635 0.783242 SUCCESS  55
010010011   50   54   51   58   58   54   56   47  5.548253 0.697688 SUCCESS  56
010010111   56   60   62   55   69   61   48   47  6.948340 0.542217 SUCCESS  57
010011011   49   58   47   49   59   61   57   58  5.767809 0.673222 SUCCESS  58
010011111   54   60   74   66   60   62   66   50  8.090255 0.424704 SUCCESS  59
010100011   57   41   49   58   52   64   66   54  9.749066 0.283082 SUCCESS  60
010100111   54   77   59   58   40   61   55   55 13.018143 0.111227 SUCCESS  61
010101011   62   56   61   55   75   57   72   57  8.682175 0.369812 SUCCESS  62
010101111   57   57   69   63   56   56   64   53  3.653335 0.886969 SUCCESS  63
010110011   48   57   46   60   77   68   43   57 16.733505 0.033007 SUCCESS  64
010110111   56   39   57   52   60   55   69   48 11.845887 0.158214 SUCCESS  65
010111011   57   63   65   59   59   61   56   66  2.316688 0.969732 SUCCESS  66
010111111   59   60   58   69   64   57   59   75  7.288708 0.505828 SUCCESS  67
011000111   68   62   59   67   58   70   60   66  6.345938 0.608542 SUCCESS  68
011001111   62   66   52   62   68   67   63   56  5.431303 0.710639 SUCCESS  69
011010111   71   68   68   53   49   53   45   74 16.029048 0.041966 SUCCESS  70
011011111   42   51   80   60   60   51   86   62 28.532191 0.000383 FAILURE  71
011101111   58   62   62   58   49   64   64   63  3.427711 0.904727 SUCCESS  72
011111111   52   68   66   57   54   55   80   69 13.961464 0.082775 SUCCESS  73
100000000   55   52   54   57   59   52   62   51  3.391302 0.907460 SUCCESS  74
100010000   67   76   59   60   68   61   59   69 10.240034 0.248581 SUCCESS  75
100100000   62   61   67   59   48   64   66   49  6.651552 0.574651 SUCCESS  76
100101000   69   57   51   62   55   64   60   61  4.065970 0.851123 SUCCESS  77
100110000   64   59   45   58   64   68   66   52  7.604803 0.472994 SUCCESS  78
100111000   62   61   54   63   72   63   48   60  6.561633 0.584580 SUCCESS  79
101000000   53   52   59   60   59   50   56   50  4.070383 0.850718 SUCCESS  80
101000100   63   65   62   52   51   73   58   54  7.105008 0.525347 SUCCESS  81
101001000   50   48   50   60   70   56   61   60  7.168448 0.518572 SUCCESS  82
101001100   75   51   52   54   53   58   52   60  8.262921 0.408218 SUCCESS  83
101010000   58   62   58   53   63   56   55   60  1.491971 0.992840 SUCCESS  84
101010100   57   59   61   48   56   67   55   48  5.696646 0.681169 SUCCESS  85
101011000   58   57   52   56   58   56   49   68  4.240843 0.834766 SUCCESS  86
101011100   69   71   66   60   65   64   66   70 10.171630 0.253186 SUCCESS  87
101100000   63   52   59   55   48   50   46   64  7.924208 0.440909 SUCCESS  88
101100100   58   74   50   62   55   51   65   54  8.047778 0.428817 SUCCESS  89
101101000   52   50   46   55   62   62   51   60  6.544532 0.586472 SUCCESS  90
101101100   53   47   61   54   50   52   61   70  7.858562 0.447407 SUCCESS  91
101110000   49   60   59   66   58   76   63   54  8.709758 0.367369 SUCCESS  92
101110100   64   59   38   56   48   49   58   60 11.751003 0.162664 SUCCESS  93
101111000   57   62   66   63   62   47   60   53  4.726294 0.786389 SUCCESS  94
101111100   59   51   74   57   54   58   63   53  6.529638 0.588122 SUCCESS  95
110000000   60   68   56   56   62   56   49   52  4.544802 0.804934 SUCCESS  96
110000010   58   52   58   56   50   58   54   63  2.913021 0.939697 SUCCESS  97
110000100   59   57   52   60   58   50   60   69  4.104585 0.847566 SUCCESS  98
110001000   53   61   64   59   72   68   56   64  6.558324 0.584946 SUCCESS  99
110001010   68   52   68   56   54   49   53   55  6.780087 0.560535 SUCCESS 100
110010000   66   61   67   58   49   70   67   60  7.544122 0.479218 SUCCESS 101
110010010   49   74   57   68   55   38   63   61 15.578902 0.048820 SUCCESS 102
110010100   64   55   64   56   62   53   60   53  2.722151 0.950567 SUCCESS 103
110011000   51   57   39   74   58   58   54   52 13.168192 0.106192 SUCCESS 104
110011010   59   58   56   54   62   60   42   45  8.844912 0.355548 SUCCESS 105
110100000   42   52   63   63   61   67   52   56  8.542608 0.382336 SUCCESS 106
110100010   63   50   65   62   65   81   66   60 13.189706 0.105487 SUCCESS 107
110100100   47   58   55   64   56   55   52   57  4.268425 0.832130 SUCCESS 108
110101000   68   64   58   57   61   59   66   48  5.190232 0.737064 SUCCESS 109
110101010   58   56   70   55   53   65   61   50  5.332006 0.721573 SUCCESS 110
110101100   55   66   41   56   63   67   56   68 10.051922 0.261401 SUCCESS 111
110110000   56   53   61   57   54   49   58   61  2.913021 0.939697 SUCCESS 112
110110010   62   53   54   50   61   46   63   45  8.921040 0.349001 SUCCESS 113
110110100   56   57   52   45   58   64   55   53  5.479848 0.705272 SUCCESS 114
110111000   48   60   53   65   61   68   59   58  4.967917 0.761000 SUCCESS 115
110111010   70   62   42   56   46   44   69   50 17.239368 0.027711 SUCCESS 116
110111100   53   56   62   58   70   53   56   64  4.367722 0.822517 SUCCESS 117
111000000   65   64   60   50   58   52   66   44  8.075361 0.426144 SUCCESS 118
111000010   46   58   51   60   64   57   57   63  4.800215 0.778700 SUCCESS 119
111000100   64   57   68   75   71   67   53   56 11.533102 0.173283 SUCCESS 120
111000110   59   56   56   57   62   61   59   69  2.512524 0.961144 SUCCESS 121
111001000   65   54   57   57   44   63   59   71  8.009714 0.432522 SUCCESS 122
111001010   51   56   61   66   70   54   56   58  5.003223 0.757232 SUCCESS 123
111001100   54   63   46   68   50   49   48   45 13.223357 0.104392 SUCCESS 124
111010000   51   64   63   64   44   50   65   63  8.520542 0.384340 SUCCESS 125
111010010   49   67   48   63   65   61   61   60  6.162791 0.629003 SUCCESS 126
111010100   69   62   60   51   47   62   68   47  9.680110 0.288200 SUCCESS 127
111010110   56   64   56   58   63   60   47   57  3.550729 0.895217 SUCCESS 128
111011000   64   58   63   63   60   44   55   60  5.264153 0.729006 SUCCESS 129
111011010   53   54   53   61   57   59   60   56  1.772210 0.987217 SUCCESS 130
111011100   66   69   59   62   65   77   56   61 10.039234 0.262283 SUCCESS 131
111100000   61   63   60   53   60   51   68   58  3.656094 0.886743 SUCCESS 132
111100010   65   52   66   61   66   50   56   47  7.322910 0.502227 SUCCESS 133
111100100   72   61   75   60   58   57   53   53  9.228309 0.323404 SUCCESS 134
111100110   50   52   53   76   52   56   53   53  9.949867 0.268562 SUCCESS 135
111101000   46   57   80   71   72   69   64   58 19.283782 0.013413 SUCCESS 136
111101010   58   57   58   52   46   74   64   60  8.365528 0.398603 SUCCESS 137
111101100   74   58   62   63   48   63   69   53  9.543301 0.298553 SUCCESS 138
111101110   62   70   55   61   62   61   62   61  3.459706 0.902294 SUCCESS 139
111110000   54   59   62   55   65   70   62   57  4.087484 0.849145 SUCCESS 140
111110010   63   52   72   60   60   50   57   60  5.739124 0.676427 SUCCESS 141
111110100   47   60   69   62   69   66   57   69  9.377254 0.311477 SUCCESS 142
111110110   62   62   51   50   59   53   66   64  4.769875 0.781865 SUCCESS 143
111111000   61   48   64   54   62   58   71   63  6.249400 0.619318 SUCCESS 144
111111010   52   48   65   65   70   69   73   66 13.059517 0.109818 SUCCESS 145
111111100   49   68   66   66   57   50   77   63 12.810171 0.118550 SUCCESS 146
111111110   52   68   66   57   54   55   80   69 13.961464 0.082775 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 58.578125	M = 30000	N = 8	m = 9	n = 240000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   62   61   57   60   63   53   66   62  2.463427 0.963415 SUCCESS   0
000000011   59   56   67   58   69   67   61   58  4.657338 0.793493 SUCCESS   1
000000101   72   60   45   63   50   47   56   56 10.715557 0.218343 SUCCESS   2
000000111   64   59   71   61   61   66   57   53  5.018669 0.755579 SUCCESS   3
000001001   60   61   62   54   63   60   62   65  2.031485 0.980031 SUCCESS   4
000001011   70   47   40   62   48   60   53   50 14.828106 0.062575 SUCCESS   5
000001101   51   59   74   68   56   66   74   57 12.114541 0.146166 SUCCESS   6
000001111   65   56   69   61   62   56   57   53  3.783525 0.876107 SUCCESS   7
000010001   54   56   45   58   67   69   58   68  8.490201 0.387106 SUCCESS   8
000010011   63   56   61   51   67   58   63   76  8.540953 0.382486 SUCCESS   9
000010101   65   61   56   65   63   57   74   58  6.270362 0.616976 SUCCESS  10
000010111   60   51   50   55   58   52   54   60  3.749874 0.878956 SUCCESS  11
000011001   46   56   61   56   66   68   52   62  6.641071 0.575806 SUCCESS  12
000011011   48   58   66   67   57   73   66   56  9.010959 0.341372 SUCCESS  13
000011101   68   54   62   56   75   77   66   45 17.239368 0.027711 SUCCESS  14
000011111   70   64   61   64   68   57   58   52  5.825181 0.666807 SUCCESS  15
000100011   47   59   56   58   66   67   45   61  8.075361 0.426144 SUCCESS  16
000100101   53   58   55   59   55   52   65   49  4.121686 0.845981 SUCCESS  17
000100111   64   74   64   58   51   73   60   74 14.161713 0.077647 SUCCESS  18
000101001   34   74   75   66   64   52   54   57 22.291928 0.004403 FAILURE  19
000101011   58   57   48   66   48   55   74   57  9.441246 0.306450 SUCCESS  20
000101101   73   72   47   61   49   60   56   60 11.129846 0.194450 SUCCESS  21
000101111   55   56   51   59   46   60   56   59  4.309247 0.828200 SUCCESS  22
000110011   45   54   55   54   62   65   61   60  5.294494 0.725686 SUCCESS  23
000110101   59   64   56   65   58   56   46   58  4.289388 0.830116 SUCCESS  24
000110111   56   62   64   63   56   80   62   59  9.616119 0.293009 SUCCESS  25
000111001   53   51   57   57   63   52   56   62  3.084033 0.928974 SUCCESS  26
000111011   61   55   71   56   65   61   54   50  5.671271 0.684000 SUCCESS  27
000111101   69   52   59   57   64   57   55   66  4.489637 0.810469 SUCCESS  28
000111111   61   57   58   63   60   52   58   54  1.674016 0.989428 SUCCESS  29
001000011   66   56   55   59   53   60   56   62  2.227872 0.973217 SUCCESS  30
001000101   47   73   50   59   54   53   62   63  8.811261 0.358467 SUCCESS  31
001000111   45   48   54   64   60   58   53   72  9.889737 0.272850 SUCCESS  32
001001011   60   47   62   51   52   57   61   44  8.285539 0.406087 SUCCESS  33
001001101   56   51   57   58   72   52   58   54  5.500811 0.702950 SUCCESS  34
001001111   47   71   61   62   66   61   67   69  9.645908 0.290763 SUCCESS  35
001010011   47   52   67   62   59   53   57   63  5.530600 0.699647 SUCCESS  36
001010101   57   66   60   54   54   58   62   49  3.624098 0.889348 SUCCESS  37
001010111   48   65   49   55   61   60   54   70  7.360974 0.498233 SUCCESS  38
001011011   68   58   63   52   43   56   62   50  8.588947 0.378148 SUCCESS  39
001011101   59   52   70   59   59   60   51   63  4.470881 0.812339 SUCCESS  40
001011111   65   58   65   64   56   62   56   49  4.041697 0.853342 SUCCESS  41
