		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 70.785156	M = 36250	N = 8	m = 9	n = 290000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010110011   82   68   71   55   59   67   66   64  8.837118 0.356222 SUCCESS  64
010110111   62   71   55   77   73   67   66   76  6.345449 0.608597 SUCCESS  65
010111011   69   54   66   64   76   75   66   75  6.420550 0.600233 SUCCESS  66
010111111   68   76   64   75   70   79   74   77  3.152880 0.924400 SUCCESS  67
011000111   75   60   84   68   75   85   71   70  7.844605 0.448795 SUCCESS  68
011001111   77   72   80   83   58   60   81   63 10.503253 0.231464 SUCCESS  69
011010111   66   63   68   61   70   59   56   59  9.992844 0.265529 SUCCESS  70
011011111   87   83   74   75   74   64   69   51 13.020260 0.111154 SUCCESS  71
011101111   59   60   67   64   64   70   63   73  6.249005 0.619362 SUCCESS  72
011111111   62   91   74   71   59   75   59   69 11.613325 0.169308 SUCCESS  73
100000000   95   74   84   60   79   69   71   76 14.398205 0.071959 SUCCESS  74
100010000   75   67   76   83   92   69   70   80 10.917104 0.206441 SUCCESS  75
100100000   78   69   78   61   63   81   71   86  8.758708 0.363058 SUCCESS  76
100101000   69   90   61   92   88   70   72   82 19.611867 0.011909 SUCCESS  77
100110000   66   76   73   89   62   74   80   68  8.282881 0.406337 SUCCESS  78
100111000   58   66   78   71   80   66   75   66  5.652767 0.686062 SUCCESS  79
101000000   70   69   68   68   81   66   70   73  2.221771 0.973447 SUCCESS  80
101000100   74   64   66   73   80   68   69   58  5.018180 0.755631 SUCCESS  81
101001000   65   68   63   66   56   89   63   79 11.734193 0.163463 SUCCESS  82
101001100   59   72   71   71   64   75   78   66  4.079081 0.849919 SUCCESS  83
101010000   83   62   87   82   65   77   71   73 10.111315 0.257300 SUCCESS  84
101010100   70   80   67   66   51   81   81   69 10.607458 0.224948 SUCCESS  85
101011000   72   68   65   84   85   50   63   72 13.345543 0.100501 SUCCESS  86
101011100   88   73   63   62   63   72   79   60 10.006312 0.264583 SUCCESS  87
101100000   92   76   75   67   84   74   64   69 10.862662 0.209603 SUCCESS  88
101100100   80   68   62   66   67   68   64   82  5.648544 0.686533 SUCCESS  89
101101000   57   66   53   72   68   70   66   76  8.607480 0.376482 SUCCESS  90
101101100   80   60   81   68   79   72   66   78  6.679977 0.571521 SUCCESS  91
101110000   78   81   57   58   76   66   79   69  9.213305 0.324623 SUCCESS  92
101110100   65   59   72   63   76   68   70   58  6.332666 0.610022 SUCCESS  93
101111000   63   70   74   66   76   76   67   78  3.144320 0.924977 SUCCESS  94
101111100   81   73   57   63   76   62   75   53 11.663087 0.166881 SUCCESS  95
110000000   93   76   86   51   83   66   67   68 19.544527 0.012204 SUCCESS  96
110000010   64   71   75   77   73   73   87   68  5.594787 0.692517 SUCCESS  97
110000100   60   72   82   79   76   71   85   81  9.418519 0.308229 SUCCESS  98
110001000   60   70   85   84   74   71   75   59  9.651810 0.290319 SUCCESS  99
110001010   53   69   86   79   72   75   72   69  9.384621 0.310895 SUCCESS 100
110010000   92   62   71   68   65   81   69   85 12.828514 0.117888 SUCCESS 101
110010010   76   79   67   80   78   62   59   62  7.877590 0.445518 SUCCESS 102
110010100   79   77   57   84   74   80   64   79  9.927559 0.270147 SUCCESS 103
110011000   72   84   87   85   58   82   80   65 15.320754 0.053201 SUCCESS 104
110011010   91   73   77   73   78   56   67   54 14.956893 0.059989 SUCCESS 105
110100000   68   71   66   83   88   66   73   84  9.915118 0.271034 SUCCESS 106
110100010   74   76   66   69   71   69   67   70  1.194904 0.996692 SUCCESS 107
110100100   58   65   67   67   69   76   70   69  3.795001 0.875129 SUCCESS 108
110101000   87   73   98   90   78   72   58   77 23.861206 0.002418 FAILURE 109
110101010   60   82   77   61   64   88   75   66 11.095953 0.196321 SUCCESS 110
110101100   73   67   59   71   66   63   65   59  6.048700 0.641777 SUCCESS 111
110110000   73   65   76   67   86   74   74   70  4.860103 0.772419 SUCCESS 112
110110010   82   67   62   63   72   61   66   82  7.652060 0.468174 SUCCESS 113
110110100   76   69   50   65   75   75   65   86 11.634211 0.168286 SUCCESS 114
110111000   71   79   64   64   69   66   74   65  3.352730 0.910314 SUCCESS 115
110111010   59   53   51   59   62   75   76   70 16.191371 0.039721 SUCCESS 116
110111100   62   61   75   65   63   63   78   87  9.647245 0.290663 SUCCESS 117
111000000   70   83   67   46   74   62   67   67 13.069680 0.109475 SUCCESS 118
111000010   79   73   82   74   64   69   80   71  5.006310 0.756902 SUCCESS 119
111000100   59   70   84   69   70   66   59   48 14.593033 0.067559 SUCCESS 120
111000110   74   82   61   70   76   70   70   68  3.924886 0.863836 SUCCESS 121
111001000   98   53   60   71   80   72   70   76 18.809730 0.015911 SUCCESS 122
111001010   69   77   67   76   58   74   72   76  4.175297 0.840971 SUCCESS 123
111001100   86   69   73   95   57   55   79   63 20.354083 0.009076 FAILURE 124
111010000   76   69   66   80   87   70   78   80  7.869943 0.446277 SUCCESS 125
111010010   62   79   69   63   65   64   78   74  5.118390 0.744851 SUCCESS 126
111010100   76   74   77   87   72   66   66   79  6.630100 0.577016 SUCCESS 127
111010110   58   69   59   80   61   83   66   60 11.316575 0.184399 SUCCESS 128
111011000   68   62   72   68   80   86   75   63  7.143135 0.521271 SUCCESS 129
111011010   64   64   63   64   67   64   62   73  4.984282 0.759255 SUCCESS 130
111011100   81   73   62   72   67   64   76   64  4.696891 0.789427 SUCCESS 131
111100000   69   81   57   55   78   70   72   69  8.824906 0.357281 SUCCESS 132
111100010   48   77   89   59   68   72   65   54 19.764807 0.011263 SUCCESS 133
111100100   82   60   74   88   75   64   70   74  9.109329 0.333157 SUCCESS 134
111100110   75   67   73   73   59   55   79   64  7.939907 0.439362 SUCCESS 135
111101000   65   77   67   68   72   60   68   76  3.607364 0.890699 SUCCESS 136
111101010   76   61   75   85   80   69   79   80  8.521080 0.384291 SUCCESS 137
111101100   71   77   69   72   85   65   79   57  7.836045 0.449648 SUCCESS 138
111101110   61   69   76   58   61   70   78   63  7.284433 0.506278 SUCCESS 139
111110000   76   79   58   61   63   63   65   60  9.129188 0.331515 SUCCESS 140
111110010   93   69   64   69   82   68   64   64 11.271264 0.186798 SUCCESS 141
111110100   71   72   75   70   70   68   71   76  0.811070 0.999183 SUCCESS 142
111110110   80   63   72   71   80   67   77   57  6.938492 0.543283 SUCCESS 143
111111000   64   88   77   66   66   76   59   56 11.855290 0.157778 SUCCESS 144
111111010   79   79   78   73   67   63   80   63  6.024617 0.644474 SUCCESS 145
111111100   62   89   72   70   65   78   55   56 14.088330 0.079492 SUCCESS 146
111111110   62   91   74   71   59   75   59   69 11.613325 0.169308 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 70.785156	M = 36250	N = 8	m = 9	n = 290000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   90   78   78   84   54   68   78   79 15.441736 0.051104 SUCCESS   0
000000011   84   81   63   90   53   61   69   67 16.630675 0.034193 SUCCESS   1
000000101   78   63   74   84   55   83   74   77 10.883321 0.208398 SUCCESS   2
000000111   74   75   89   65   60   77   74   70  8.170117 0.417032 SUCCESS   3
000001001   83   79   76   63   66   72   78   77  6.129164 0.632766 SUCCESS   4
000001011   72   57   68   77   63   74   74   92 11.237936 0.188578 SUCCESS   5
000001101   77   68   70   86   69   64   64   80  6.700750 0.569237 SUCCESS   6
000001111   74   77   82   76   68   72   73   85  6.108506 0.635079 SUCCESS   7
000010001   72   60   75   78   71   78   62   76  5.026854 0.754702 SUCCESS   8
000010011   77   68   73   69   70   72   76   66  1.558194 0.991699 SUCCESS   9
000010101   65   89   75   66   73   75   69   59  8.336867 0.401275 SUCCESS  10
000010111   63   66   72   61   75   66   82   89  9.918885 0.270765 SUCCESS  11
000011001   75   90   67   82   63   70   91   80 15.805026 0.045257 SUCCESS  12
000011011   77   69   86   80   73   74   66   85  8.742387 0.364492 SUCCESS  13
000011101   67   77   78   59   80   58   67   64  8.073559 0.426318 SUCCESS  14
000011111   49   68   90   66   52   74   80   73 19.393642 0.012890 SUCCESS  15
000100011   60   62   87   84   83   76   69   84 14.393982 0.072057 SUCCESS  16
000100101   66   56   71   63   77   68   65   60  7.280096 0.506736 SUCCESS  17
000100111   69   70   68   76   64   74   64   73  2.134002 0.976626 SUCCESS  18
000101001   64   60   61   65   58   80   79   77  9.438378 0.306674 SUCCESS  19
000101011   67   86   72   64   57   68   74   66  7.660392 0.467327 SUCCESS  20
000101101   85   60   71   69   81   73   70   76  6.700864 0.569224 SUCCESS  21
000101111   61   64   75   68   76   73   73   75  3.244416 0.918096 SUCCESS  22
000110011   64   78   59   87   72   78  100   85 23.506248 0.002772 FAILURE  23
000110101   71   83   51   68   62   69   70   60 10.894962 0.207722 SUCCESS  24
000110111   79   78   76   69   77   79   61   72  5.160734 0.740267 SUCCESS  25
000111001   75   61   75   63   87   60   89   65 13.679729 0.090505 SUCCESS  26
000111011   60   57   59   70   52   70   67   68 12.000583 0.151178 SUCCESS  27
000111101   83   80   80   78   82   68   87   81 12.737435 0.121209 SUCCESS  28
000111111   57   68   85   69   74   62   74   81  8.841912 0.355807 SUCCESS  29
001000011   63   77   74   76   80   79   61   69  5.669773 0.684167 SUCCESS  30
001000101   67   75   74   64   71   64   69   70  2.021237 0.980354 SUCCESS  31
001000111   66   61   85   84   84   82   70   77 12.198492 0.142565 SUCCESS  32
001001011   51   60   66   61   79   74   72   66 10.644437 0.222671 SUCCESS  33
001001101   71   72   66   63   79   71   74   70  2.388750 0.966717 SUCCESS  34
001001111   71   70   73   66   64   63   67   83  4.362934 0.822984 SUCCESS  35
001010011   65   65   81   62   63   75   79   73  5.832301 0.666010 SUCCESS  36
001010101   63   69   73   84   59   71   62   59  8.741245 0.364592 SUCCESS  37
001010111   71   81   47   60   61   64   66   55 17.535419 0.024992 SUCCESS  38
001011011   71   63   65   63   73   74   83   74  4.813879 0.777271 SUCCESS  39
001011101   69   61   88   72   79   71   68   76  7.293564 0.505316 SUCCESS  40
001011111   64   70   72   82   74   73   66   78  3.858231 0.869682 SUCCESS  41
001100101   73   84   73   72   64   70   80   78  5.398704 0.714235 SUCCESS  42
001100111   84   65   71   67   60   76   80   68  6.700635 0.569249 SUCCESS  43
001101011   59   81   53   87   71   68   60   64 14.501497 0.069595 SUCCESS  44
001101101   66   64   80   69   64   54   59   67  9.321162 0.315932 SUCCESS  45
001101111   55   79   66   69   75   84   64   78  9.250970 0.321569 SUCCESS  46
001110101   72   72   83   69   70   62   62   54  8.649481 0.372722 SUCCESS  47
001110111   63   82   68   68   59   81   68   77  7.180571 0.517282 SUCCESS  48
001111011   73   82   80   71   79   68   96   70 13.546876 0.094368 SUCCESS  49
001111101   73   61   76   85   70   77   69   67  5.648887 0.686495 SUCCESS  50
001111111   58   79   63   72   75   77   70   76  5.511012 0.701820 SUCCESS  51
010000011   70   74   66   68   71   77   76   82  3.407514 0.906248 SUCCESS  52
010000111   71   78   76   77   71   82   62   61  6.087163 0.637469 SUCCESS  53
010001011   76   64   76   73   82   61   62   77  6.466888 0.595083 SUCCESS  54
010001111   64   68   84   88   76   67   64   69  8.992341 0.342942 SUCCESS  55
010010011   77   76   58   54   64   74   72   61  9.709562 0.286005 SUCCESS  56
010010111   69   65   79   56   79   68   77   68  6.491769 0.592321 SUCCESS  57
010011011   63   69   67   53   73   74   65   62  7.601499 0.473332 SUCCESS  58
010011111   56   70   72   85   66   65   57   80 11.016287 0.200778 SUCCESS  59
010100011   71   77   65   61   75   64   68   66  3.832665 0.871897 SUCCESS  60
010100111   57   80   72   60   67   78   66   82  8.879348 0.352576 SUCCESS  61
010101011   76   70   71   90   57   74   60   58 12.815389 0.118361 SUCCESS  62
010101111   82   88   59   74   58   73   69   48 18.437766 0.018174 SUCCESS  63
010110011   66   67   56   70   61   84   69   74  7.894025 0.443890 SUCCESS  64
010110111   68   64   64   72   80   66   76   60  5.151717 0.741244 SUCCESS  65
010111011   80   79   71   75   78   73   56   64  7.184908 0.516820 SUCCESS  66
010111111   68   84   69   85   66   86   72   68  9.514392 0.300775 SUCCESS  67
011000111   78   71   69   79   66   68   76   62  3.766239 0.877574 SUCCESS  68
011001111   73   71   68   61   59   74   85   64  7.389094 0.495292 SUCCESS  69
011010111   71   82   64   89   78   60   59   67 12.055938 0.148725 SUCCESS  70
011011111   74   80   65   62   63   80   56   73  8.399184 0.395479 SUCCESS  71
011101111   73   85   80   80   81   78   67   56 11.192397 0.191034 SUCCESS  72
011111111   71   85   64   75   67   73   71   66  4.500922 0.809341 SUCCESS  73
100000000   90   78   78   84   54   68   78   79 15.441736 0.051104 SUCCESS  74
100010000   72   63   62   74   69   79   66   76  3.949767 0.861627 SUCCESS  75
100100000   73   71   73   68   58   76   78   83  5.982844 0.649154 SUCCESS  76
100101000   68   67   71   59   76   66   74   72  3.256743 0.917228 SUCCESS  77
100110000   75   78   73   64   75   53   91   65 13.103692 0.108331 SUCCESS  78
100111000   71   80   73   62   75   82   72   84  7.110150 0.524796 SUCCESS  79
101000000   90   74   95   84   64   71   82   83 21.352759 0.006267 FAILURE  80
101000100   50   58   83   70   77   67   65   77 12.715064 0.122037 SUCCESS  81
101001000   71   74   58   69   61   89   70   85 11.793086 0.160677 SUCCESS  82
101001100   77   62   73   65   84   70   84   62  8.491405 0.386996 SUCCESS  83
101010000   73   66   78   67   70   88   71   65  6.204037 0.624389 SUCCESS  84
101010100   64   68   58   52   70   68   64   64  9.796761 0.279581 SUCCESS  85
101011000   80   65   65   75   63   68   70   71  3.486381 0.900244 SUCCESS  86
101011100   79   78   58   79   64   59   68   73  8.006904 0.432796 SUCCESS  87
101100000   82   71   74   85   71   77   79   86  9.873801 0.273995 SUCCESS  88
101100100   78   74   75   56   74   74   65   68  5.268819 0.728496 SUCCESS  89
101101000   62   58   64   62   87   54   71   65 13.762362 0.088174 SUCCESS  90
101101100   91   70   78   69   66   65   61   84 11.559453 0.171969 SUCCESS  91
101110000   75   76   60   75   67   64   63   68  4.496357 0.809797 SUCCESS  92
101110100   53   75   88   67   72   68   65   81 11.567557 0.171566 SUCCESS  93
101111000   59   76   81   68   70   64   90   91 16.109423 0.040840 SUCCESS  94
101111100   59   74   63   75   69   66   73   62  4.905301 0.767648 SUCCESS  95
110000000   85   83   69   85   57   68   71   75 11.279938 0.186336 SUCCESS  96
110000010   71   74   57   66   79   67   75   69  4.763660 0.782512 SUCCESS  97
110000100   65   65   69   68   73   53   71   77  6.395440 0.603027 SUCCESS  98
110001000   63   72   72   75   79   81   86   89 11.927308 0.154477 SUCCESS  99
110001010   80   82   65   76   56   62   77   75  9.109101 0.333176 SUCCESS 100
110010000   70   73   73   70   68   74   67   65  1.123912 0.997338 SUCCESS 101
110010010   72   74   79   71   77   64   62   86  6.905393 0.546874 SUCCESS 102
110010100   68   62   71   62   73   73   67   69  2.768247 0.948049 SUCCESS 103
110011000   71   65   60   61   64   65   85   58 10.089287 0.258815 SUCCESS 104
110011010   66   59   58   76   74   75   71   86  8.942008 0.347212 SUCCESS 105
110100000   69   77   83   70   72   62   82   85  8.738050 0.364873 SUCCESS 106
110100010   69   51   83   82   83   61   61   69 14.806464 0.063020 SUCCESS 107
110100100   63   73   62   61   74   78   75   81  6.178813 0.627210 SUCCESS 108
110101000   64   65   84   64   65   93   61   73 13.554409 0.094145 SUCCESS 109
110101010   77   69   56   58   68   71   62   63  8.319404 0.402908 SUCCESS 110
110101100   70   58   64   64   62   67   73   70  5.159706 0.740378 SUCCESS 111
110110000   80   72   77   73   64   77   79   80  5.361268 0.718357 SUCCESS 112
110110010   71   65   57   69   78   68   69   77  4.796987 0.779038 SUCCESS 113
110110100   53   59   59   75   77   55   71   64 13.816462 0.086676 SUCCESS 114
110111000   70   74   64   74   71   74   69   69  1.228345 0.996354 SUCCESS 115
110111010   57   65   72   70   71   83   65   82  7.802489 0.452998 SUCCESS 116
110111100   61   73   78   72   80   68   86   75  7.247796 0.510149 SUCCESS 117
111000000   74   78   69   86   61   78   69   74  6.696755 0.569676 SUCCESS 118
111000010   69   74   81   63   69   76   59   76  5.477571 0.705524 SUCCESS 119
111000100   68   82   74   81   70   77   75   78  5.219399 0.733890 SUCCESS 120
111000110   74   97   76   68   78   79   82   61 15.683930 0.047134 SUCCESS 121
111001000   70   64   61   68   64   70   55   58  8.903544 0.350498 SUCCESS 122
111001010   72   70   69   74   70   80   80   52  7.873481 0.445926 SUCCESS 123
111001100   57   53   60   52   69   70   82   61 17.543750 0.024920 SUCCESS 124
111010000   71   86   86   78   72   74   65   67  8.395760 0.395796 SUCCESS 125
111010010   64   69   81   71   70   68   60   80  5.306369 0.724385 SUCCESS 126
111010100   61   68   63   73   71   79   58   64  6.516422 0.589587 SUCCESS 127
111010110   84   61   59   75   65   65   76   66  7.948353 0.438531 SUCCESS 128
111011000   73   73   60   92   70   81   83   62 13.258458 0.103261 SUCCESS 129
111011010   62   67   67   72   81   66   62   57  7.330315 0.501449 SUCCESS 130
111011100   68   70   67   80   67   78   64   72  3.236084 0.918680 SUCCESS 131
111100000   69   68   77   73   78   62   72   75  2.964901 0.936541 SUCCESS 132
111100010   66   73   72   76   74   63   73   81  3.457505 0.902463 SUCCESS 133
111100100   63   77   83   74   63   58   55   67 10.903408 0.207233 SUCCESS 134
111100110   65   66   63   78   73   71   73   65  3.102319 0.927773 SUCCESS 135
111101000   83   80   95   81   74   75   61   68 15.433519 0.051244 SUCCESS 136
111101010   69   78   60   63   66   72   64   73  4.492134 0.810220 SUCCESS 137
111101100   64   70   63   84   72   73   85   53 11.784526 0.161080 SUCCESS 138
111101110   69   67   73   78   73   78   66   75  2.514184 0.961066 SUCCESS 139
111110000   78   77   86   83   79   75   82   58 12.357253 0.135962 SUCCESS 140
111110010   59   65   68   70   62   67   62   65  5.593645 0.692644 SUCCESS 141
111110100   84   83   91   82   62   79   60   71 16.351730 0.037614 SUCCESS 142
111110110   55   70   63   72   77   66   56   57 11.424774 0.178773 SUCCESS 143
111111000   78   73   80   80   79   73   74   68  4.635030 0.795777 SUCCESS 144
111111010   69   78   69   73   60   89   65   73  8.032242 0.430327 SUCCESS 145
111111100   65   80   68   84   71   73   77   72  5.052192 0.751984 SUCCESS 146
111111110   71   85   64   75   67   73   71   66  4.500922 0.809341 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 70.785156	M = 36250	N = 8	m = 9	n = 290000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   67   75   84   89   69   66   81   70  9.781581 0.280692 SUCCESS   0
000000011   63   79   84   84   78   68   72   78  8.629622 0.374497 SUCCESS   1
000000101   61   79   77   66   76   64   71   57  7.130238 0.522649 SUCCESS   2
000000111   68   82   99   70   84   77   78   74 17.616796 0.024290 SUCCESS   3
000001001   70   58   92   83   72   73   72   54 15.382729 0.052117 SUCCESS   4
000001011   74   71   79   70   71   44   76   66 12.360334 0.135836 SUCCESS   5
000001101   75   79   59   75   68   79   78   61  6.792514 0.559176 SUCCESS   6
000001111   66   78   87   76   90   73   82   76 13.033614 0.110698 SUCCESS   7
000010001   83   70   76   64   77   79   68   76  5.319380 0.722958 SUCCESS   8
000010011   71   60   81   74   82   89   78   68 10.933654 0.205487 SUCCESS   9
000010101   61   74   77   79   72   74   65   79  4.747339 0.784208 SUCCESS  10
000010111   83   74   78   72   65   61   79   76  6.383684 0.604336 SUCCESS  11
000011001   71   75   66   79   74   65   58   72  4.630122 0.796278 SUCCESS  12
000011011   65   74   71   78   75   94   69   61 10.979308 0.202874 SUCCESS  13
000011101   64   73   64   73   81   72   69   63  3.966431 0.860139 SUCCESS  14
000011111   56   71   78   78   84   59   76   65 10.181736 0.252501 SUCCESS  15
000100011   66   58   66   69   82   93   70   88 16.489148 0.035891 SUCCESS  16
000100101   88   59   72   76   70   66   69   75  7.426987 0.491340 SUCCESS  17
000100111   68   65   67   70   61   82   66   62  5.518887 0.700947 SUCCESS  18
000101001   66   76   71   72   92   58   71   75  9.977435 0.266613 SUCCESS  19
000101011   63   62   73   72   68   58   67   81  6.341226 0.609067 SUCCESS  20
000101101   65   82   86   73   68   66   75   68  6.600654 0.580266 SUCCESS  21
000101111   76   90   80   70   66   61   77   71  9.338967 0.314513 SUCCESS  22
000110011   78   76   80   65   69   74   64   68  3.870672 0.868599 SUCCESS  23
000110101   66   68   68   76   70   64   75   72  1.921141 0.983335 SUCCESS  24
000110111   61   74   72   72   77   71   83   60  6.036944 0.643094 SUCCESS  25
000111001   75   77   70   75   56   70   78   76  5.452689 0.708276 SUCCESS  26
000111011   64   58   62   78   80   68   64   81  8.499394 0.386267 SUCCESS  27
000111101   67   73   70   66   81   91   67   74  8.479078 0.388124 SUCCESS  28
000111111   56   65   71   68   80   62   66   69  6.545641 0.586350 SUCCESS  29
001000011   67   71   79   98   70   62   65   75 13.901150 0.084379 SUCCESS  30
001000101   75   75   58   69   70   60   58   73  7.121677 0.523563 SUCCESS  31
001000111   63   65   72   67   72   84   63   74  5.214491 0.734424 SUCCESS  32
001001011   79   60   71   73   71   58   70   55  8.795459 0.359844 SUCCESS  33
001001101   76   57   73   68   66   84   75   65  6.992706 0.537420 SUCCESS  34
001001111   74   73   62   68   60   80   67   66  4.947188 0.763206 SUCCESS  35
001010011   68   74   70   67   86   58   62   63  8.265533 0.407971 SUCCESS  36
001010101   68   64   74   75   67   80   62   72  3.795343 0.875100 SUCCESS  37
001010111   61   65   70   80   70   57   71   73  5.994828 0.647811 SUCCESS  38
001011011   69   73   67   74   64   54   67   77  6.040710 0.642672 SUCCESS  39
001011101   68   70   65   76   72   56   72   76  4.642563 0.795006 SUCCESS  40
001011111   71   76   79   69   71   68   73   82  3.453510 0.902768 SUCCESS  41
