Qubit,p_i
0,0.8855151228733432
1,0.8914224952740993
2,0.9564035916824166
3,0.8057655954631356
4,0.9627835538752332
5,0.9822778827977284
6,0.990548204158787
7,0.929820415879014
8,0.9999999999999968
9,0.9032372400756116
10,0.9380907372400726
11,0.8825614366729652
12,0.9787334593572748
13,0.9881852551984844
14,0.9120982986767456
15,0.94517958412098
16,0.929820415879014
17,0.918005671077502
18,0.9032372400756116
19,0.9881852551984844
20,0.8707466918714529
21,0.8973298676748555
22,0.9682183364839289
23,0.9623109640831728
24,0.3449905482041584
25,0.7844990548204136
26,0.9469517958412068
27,0.9840500945179552
28,0.7667769376181452
29,0.9445888468809044
30,0.9881852551984844
31,0.9999999999999968
32,0.9564035916824166
33,0.9504962192816604
34,0.9233223062381825
35,0.876654064272209
36,0.942225897920602
37,0.9940926275992408
38,0.9704631379962162
39,0.902646502835536
40,0.9999999999999968
41,0.9132797731568968
42,0.96455576559546
43,0.9469517958412068
44,0.9704631379962162
45,0.9669187145557624
46,0.9469517958412068
47,0.9940926275992408
48,0.9682183364839289
49,0.967509451795838
50,0.918005671077502
51,0.9763705103969724
52,0.8943761814744774
53,0.8914224952740993
54,0.9286389413988628
55,0.9262759924385604
56,0.9528591682419628
57,0.9351370510396946
58,0.92095935727788
59,0.9315926275992408
60,0.8707466918714529
61,0.9846408317580309
62,0.9846408317580309
63,0.9940926275992408
64,0.9999999999999968
65,0.9793241965973504
66,0.975189035916821
67,0.908435727788277
68,0.7136105860113402
69,0.905600189035914
70,0.9144612476370482
71,0.876654064272209
72,0.9380907372400726
73,0.9822778827977284
74,0.9881852551984844
75,0.9504962192816604
76,0.9704631379962162
77,0.9940926275992408
78,0.9822778827977284
79,0.9940926275992408
80,0.9881852551984844
81,0.8353024574669162
82,0.8612948960302431
83,0.9623109640831728
84,0.8973298676748555
85,0.8937854442344018
86,0.9822778827977284
87,0.91150756143667
88,0.9564035916824166
89,0.9822778827977284
90,0.8973298676748555
91,0.9292296786389384
92,0.9386814744801484
93,0.9528591682419628
94,0.9469517958412068
95,0.010633270321361
96,0.9940926275992408
97,0.9091446124763676
98,0.905600189035914
99,0.9002835538752335
100,0.9881852551984844
101,0.8914224952740993
102,0.9357277882797702
103,0.9410444234404508
104,0.8530245746691846
105,0.9704631379962162
106,0.9410444234404508
107,0.9528591682419628
108,0.9262759924385604
109,0.908553875236292
110,0.9434073724007532
111,0.9682183364839289
112,0.9852315689981064
113,0.9564035916824166
114,0.7077032136105841
115,0.9763705103969724
116,0.9032372400756116
117,0.9416351606805264
118,0.966446124763702
119,0.9351370510396946
120,0.8057655954631356
121,0.958766540642719
122,0.9999999999999968
123,0.9834593572778796
124,0.9528591682419628
125,0.9091446124763676
126,0.9262759924385604
