Qubit,p_i
0,0.9262759924385604
1,0.9032372400756116
2,0.9723534971644582
3,0.902646502835536
4,0.9499054820415848
5,0.9704631379962162
6,0.9292296786389384
7,0.8931947069943261
8,0.9940926275992408
9,0.9233223062381825
10,0.9410444234404508
11,0.908553875236292
12,0.9940926275992408
13,0.9940926275992408
14,0.9351370510396946
15,0.8293950850661601
16,0.9120982986767456
17,0.9504962192816604
18,0.9321833648393164
19,0.9940926275992408
20,0.8293950850661601
21,0.9881852551984844
22,0.9999999999999968
23,0.9940926275992408
24,0.3804347826086951
25,0.876654064272209
26,0.9292296786389384
27,0.96455576559546
28,0.8175803402646479
29,0.929820415879014
30,0.96455576559546
31,0.9940926275992408
32,0.9999999999999968
33,0.9528591682419628
34,0.929820415879014
35,0.8973298676748555
36,0.966446124763702
37,0.9940926275992408
38,0.9881852551984844
39,0.9233223062381825
40,0.9999999999999968
41,0.9528591682419628
42,0.9881852551984844
43,0.9475425330812824
44,0.9704631379962162
45,0.9351370510396946
46,0.9682183364839289
47,0.9763705103969724
48,0.9940926275992408
49,0.8908317580340237
50,0.9528591682419628
51,0.9881852551984844
52,0.8855151228733432
53,0.9262759924385604
54,0.9940926275992408
55,0.926866729678636
56,0.958766540642719
57,0.9203686200378044
58,0.908553875236292
59,0.9292296786389384
60,0.8849243856332676
61,0.9911389413988626
62,0.9881852551984844
63,0.9940926275992408
64,0.9822778827977284
65,0.9999999999999968
66,0.9469517958412068
67,0.9728260869565186
68,0.8589319470699407
69,0.9380907372400726
70,0.8908317580340237
71,0.8973298676748555
72,0.9321833648393164
73,0.9623109640831728
74,0.9881852551984844
75,0.9881852551984844
76,0.9787334593572748
77,0.9822778827977284
78,0.9940926275992408
79,0.9881852551984844
80,0.9822778827977284
81,0.905600189035914
82,0.8973298676748555
83,0.9881852551984844
84,0.8796077504725871
85,0.905600189035914
86,0.9763705103969724
87,0.9321833648393164
88,0.9469517958412068
89,0.9940926275992408
90,0.9351370510396946
91,0.958766540642719
92,0.9940926275992408
93,0.9357277882797702
94,0.9475425330812824
95,0.010633270321361
96,0.9881852551984844
97,0.9380907372400726
98,0.9386814744801484
99,0.92095935727788
100,0.96455576559546
101,0.9032372400756116
102,0.9233223062381825
103,0.9763705103969724
104,0.9528591682419628
105,0.9834593572778796
106,0.9262759924385604
107,0.9528591682419628
108,0.908553875236292
109,0.976961247637048
110,0.9150519848771238
111,0.9940926275992408
112,0.9822778827977284
113,0.9999999999999968
114,0.72306238185255
115,0.9881852551984844
116,0.8973298676748555
117,0.9469517958412068
118,0.9940926275992408
119,0.9504962192816604
120,0.8707466918714529
121,0.9315926275992408
122,0.9445888468809044
123,0.9883034026464996
124,0.9940926275992408
125,0.9410444234404508
126,0.8996928166351579
