Qubit,T1 (us),T2 (us),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,√x (sx) error ,P_Value,Zero,One,Quality
0,384.8077310067106,486.23766078571145,0.0027,0.0044,0.001,0.0001327268526847,0.0003198463104144,50569,49431,0
1,460.1554823065436,171.8701412459624,0.0057,0.0086,0.0028,0.0004009879300176,6.411808288439296e-05,50632,49368,0
2,297.6389408350375,149.38970812380646,0.0046,0.0064,0.0028,0.0003890796801494,0.0001235338752603,50607,49393,0
3,211.62128005649924,146.72567571405563,0.0062999999999999,0.0076,0.005,0.0001635116734481,0.1138462980066581,50250,49750,1
4,110.63914548442315,119.10729897263316,0.0653,0.0712,0.0594,0.0004795380529602,7.865056230537294e-34,51917,48083,0
5,445.07588572049497,440.3779108063197,0.0127,0.0094,0.016,0.0002193882350308,0.0900790582048379,50268,49732,1
6,274.93909720509214,147.01187276966468,0.0163999999999999,0.0304,0.0024,0.000415818029972,5.27446198720882e-10,50982,49018,0
7,287.7388438890699,157.7930903066063,0.0427999999999999,0.024,0.0616,0.000321030620219,3.9946062372506544e-15,51242,48758,0
8,454.8924923762133,297.7769648588041,0.0449,0.0586,0.0312,0.0007063328010428,3.315510600645362e-25,51640,48360,0
9,118.37388492679776,159.05165351485545,0.0178,0.0314,0.0042,0.0003092412718703,2.594762188026084e-18,51380,48620,0
10,296.817946413255,84.01668052014429,0.0047,0.006,0.0034,0.0001695320061317,0.4905863491328546,49891,50109,1
11,145.4709866714758,179.5609297415617,0.0194999999999999,0.0178,0.0212,0.0007792412915607,0.2014045503398359,50202,49798,1
12,420.3339076984881,320.3019685662814,0.0193999999999999,0.0164,0.0224,0.0003009248493459,2.6457473911131186e-10,49001,50999,0
13,269.3716591911651,86.06568861150538,0.0234999999999999,0.0324,0.0146,0.0001718197335038,0.90435121409872,50019,49981,1
14,381.364641319099,353.08039047033486,0.0042999999999999,0.0058,0.0028,9.86243916207e-05,0.0018207923706289,50493,49507,0
15,351.40390800435887,66.71791674174106,0.0537999999999999,0.0594,0.0482,0.0005933173513627,0.0213273833467526,49636,50364,1
16,321.5433335740062,110.69141580900484,0.0143999999999999,0.0258,0.003,0.0001677639083568,7.441540435203787e-09,50914,49086,0
17,319.23929768270386,53.07364689001495,0.0840999999999999,0.0684,0.0998,0.0009645795234531,1.7538884814926178e-10,48991,51009,0
18,253.64926408586183,46.74275835758955,0.004,0.0056,0.0024,0.0001865333712593,0.3269350570566093,49845,50155,1
19,377.9497975617496,248.63158659548463,0.0249,0.0328,0.017,0.0002305068238674,2.4584798457967614e-07,50816,49184,0
20,499.33639789182257,482.8878544435456,0.038,0.0656,0.0104,0.0001311830987886,1.6313343784109592e-67,52745,47255,0
21,245.21169798908497,184.49806855661336,0.0181,0.015,0.0212,0.0010471091820151,0.8396151519234458,49968,50032,1
