Qubit,T1 (us),T2 (us),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,√x (sx) error ,P_Value,Zero,One,Quality
0,237.363640207058,60.47969240018557,0.033203125,0.0283203125,0.0380859375,0.0001734065740478,0.000935430138908,9766,10234,0
1,158.45256790461264,306.6382369930084,0.02490234375,0.01611328125,0.03369140625,7.17078124105e-05,9.735916112767389e-08,9623,10377,0
2,227.8750927230388,267.9119653614913,0.014892578125,0.0166015625,0.01318359375,0.0003293684085777,0.734299941046208,9976,10024,1
3,366.2675928480455,391.6436882299018,0.023681640625,0.00927734375,0.0380859375,0.0001072344262964,1.8972996328718544e-15,9438,10562,0
4,172.24369977361226,171.70368343098505,0.015625,0.0126953125,0.0185546875,0.0001072341151506,0.0245379841783323,9841,10159,1
5,225.67540407570323,220.38074977243463,0.009033203125,0.00537109375,0.0126953125,8.96154926666e-05,0.7557040884008713,10022,9978,1
6,223.59246244380788,83.15010574387493,0.018798828125,0.025390625,0.01220703125,0.0002654272281749,0.0003462860151351,9747,10253,0
7,305.1706883653607,263.1396460704861,0.009521484375,0.0087890625,0.01025390625,0.0002545484611121,0.0092640524466373,9816,10184,0
8,326.53473998060616,243.50256007339945,0.010498046875,0.0107421875,0.01025390625,0.0001774487344584,0.0155929924551316,10171,9829,1
9,406.53941390709633,173.71557353229463,0.008056640625,0.00732421875,0.0087890625,0.0001318647973293,0.0016920516349352,9778,10222,0
10,170.16594938485383,222.03664718935835,0.02197265625,0.01806640625,0.02587890625,0.0001214329576312,0.0118258040702316,9822,10178,1
11,205.7224190331731,434.74928590199846,0.15966796875,0.15185546875,0.16748046875,0.0001759860271404,1.0188244933541122e-08,9595,10405,0
12,338.3716887812377,164.3107462057929,0.017822265625,0.01123046875,0.0244140625,0.0001279350496918,0.5245182802130763,9955,10045,1
13,252.9946090284145,61.5982989786162,0.028076171875,0.01806640625,0.0380859375,0.0002414188771671,0.4795001221869535,9950,10050,1
14,276.9729936703178,122.9701473505566,0.0166015625,0.01220703125,0.02099609375,0.0002106852708509,0.0001422433928684,10269,9731,0
15,304.941767605406,42.92847532995483,0.01220703125,0.01220703125,0.01220703125,0.0003592117090424,2.01906813858819e-09,9576,10424,0
16,252.38336309162125,16.372709835707646,0.01806640625,0.013671875,0.0224609375,0.0002968054869654,1.947230171662026e-07,9632,10368,0
17,183.08100247970776,221.53029918683947,0.017333984375,0.01171875,0.02294921875,0.0001692053775096,0.004888586800383,9801,10199,0
18,119.68547096349434,93.22240520103266,0.0166015625,0.01904296875,0.01416015625,0.0003159875488943,0.0007631420050713,9762,10238,0
19,320.1397973200648,139.52284668740532,0.01513671875,0.0234375,0.0068359375,0.0002094519022097,0.0659920550593476,9870,10130,1
20,205.8218312349316,219.76466909033044,0.0185546875,0.00927734375,0.02783203125,0.0002163763016461,1.0336452405789949e-17,9394,10606,0
21,250.23070936166383,134.4814964627794,0.009521484375,0.00634765625,0.0126953125,0.0001452744100939,0.0109094983642692,9820,10180,1
22,275.8668086066445,201.19256018723257,0.02099609375,0.03369140625,0.00830078125,0.0003638582338904,0.2238997316764433,9914,10086,1
23,337.75458633878696,183.01285187082897,0.00927734375,0.01025390625,0.00830078125,0.0001496298842987,0.0002784890888572,9743,10257,0
24,230.8487331982512,119.6171321492539,0.12548828125,0.01416015625,0.23681640625,0.0001558721660167,4.6e-322,7287,12713,0
25,215.4356220836172,178.22225809635287,0.02099609375,0.00390625,0.0380859375,0.0001488790791938,6.579156048320724e-15,9449,10551,0
26,228.94403018509547,17.493510576837703,0.030029296875,0.04736328125,0.0126953125,0.0017859892335793,0.0011431765973566,10230,9770,0
27,326.91858935625186,227.6277868179083,0.064208984375,0.08984375,0.03857421875,0.0001470913716844,0.0004292878677339,10249,9751,0
28,225.45173929366408,100.80527155061424,0.043212890625,0.01123046875,0.0751953125,0.0004131080085591,1.7413385028901723e-34,9134,10866,0
29,330.0988703062876,295.2070706019093,0.0185546875,0.02490234375,0.01220703125,0.0001988376610223,7.501319466545911e-05,9720,10280,0
30,451.54306417141504,64.82208370954781,0.009765625,0.01025390625,0.00927734375,0.0003115184437534,0.5431133054504598,10043,9957,1
31,83.55821541336894,60.4872428282716,0.00830078125,0.00830078125,0.00830078125,0.0015168449695105,0.0085275116643604,9814,10186,0
32,199.16315807280392,229.88400733265004,0.015625,0.0126953125,0.0185546875,0.0001504423360221,0.0133283287808175,9825,10175,1
33,260.99290474339494,130.71509707998823,0.019775390625,0.0087890625,0.03076171875,0.0001634929853537,0.9887165844441504,9999,10001,1
34,317.53349157381024,146.15783933615776,0.03271484375,0.03076171875,0.03466796875,0.0001668462671431,6.07980783992944e-08,9617,10383,0
35,316.3074967024734,162.78309672726076,0.015380859375,0.01123046875,0.01953125,0.0002137411655768,4.0258331209983336e-09,9584,10416,0
36,314.3919119961733,321.6621525939768,0.01171875,0.0107421875,0.0126953125,0.0001541707803795,0.343372297699695,9933,10067,1
37,218.94861274492885,115.3501760778438,0.009521484375,0.00927734375,0.009765625,0.0002041424106492,0.170129706964333,9903,10097,1
